id,user_id,vin,plate_number,vehicle_model,vehicle_year,mileage,vehicle_type
68,267,VIN00000000000068,ABC0068,Toyota Corolla,2018,11587.00,Crossover
69,268,VIN00000000000069,ABC0069,Honda Civic,2024,9993.00,Pickup
70,269,VIN00000000000070,ABC0070,Ford Ranger,2017,21696.00,SUV
71,270,VIN00000000000071,ABC0071,Ford Ranger,2017,29048.00,Hatchback
72,271,VIN00000000000072,ABC0072,Honda Civic,2019,26158.00,Pickup
73,272,VIN00000000000073,ABC0073,Honda Civic,2020,35350.00,Crossover
74,273,VIN00000000000074,ABC0074,Toyota Corolla,2020,51937.00,Crossover
75,274,VIN00000000000075,ABC0075,Mitsubishi Montero,2020,25986.00,Van
76,275,VIN00000000000076,ABC0076,Hyundai Accent,2023,46991.00,Hatchback
77,276,VIN00000000000077,ABC0077,Mitsubishi Montero,2020,34472.00,Van
78,277,VIN00000000000078,ABC0078,Nissan Navara,2017,38342.00,SUV
79,278,VIN00000000000079,ABC0079,Toyota Corolla,2024,19103.00,Hatchback
80,279,VIN00000000000080,ABC0080,Nissan Navara,2024,45480.00,Van
81,280,VIN00000000000081,ABC0081,Hyundai Accent,2020,48652.00,Van
82,281,VIN00000000000082,ABC0082,Toyota Corolla,2020,53821.00,Hatchback
83,282,VIN00000000000083,ABC0083,Honda Civic,2020,21187.00,SUV
84,283,VIN00000000000084,ABC0084,Mitsubishi Montero,2020,24135.00,Sedan
85,284,VIN00000000000085,ABC0085,Honda Civic,2020,27603.00,Crossover
86,285,VIN00000000000086,ABC0086,Ford Ranger,2024,27566.00,Crossover
87,286,VIN00000000000087,ABC0087,Toyota Corolla,2018,14164.00,Hatchback
88,287,VIN00000000000088,ABC0088,Nissan Navara,2023,32404.00,Pickup
89,288,VIN00000000000089,ABC0089,Nissan Navara,2024,13241.00,Hatchback
90,289,VIN00000000000090,ABC0090,Hyundai Accent,2019,46986.00,Crossover
91,290,VIN00000000000091,ABC0091,Hyundai Accent,2020,18643.00,Hatchback
92,291,VIN00000000000092,ABC0092,Honda Civic,2019,36267.00,SUV
93,292,VIN00000000000093,ABC0093,Toyota Corolla,2022,36474.00,Van
94,293,VIN00000000000094,ABC0094,Hyundai Accent,2023,50413.00,Pickup
95,294,VIN00000000000095,ABC0095,Ford Ranger,2020,10412.00,Hatchback
96,295,VIN00000000000096,ABC0096,Suzuki Swift,2019,34006.00,Hatchback
97,296,VIN00000000000097,ABC0097,Toyota Corolla,2020,15637.00,SUV
98,297,VIN00000000000098,ABC0098,Honda Civic,2019,15308.00,Van
99,298,VIN00000000000099,ABC0099,Toyota Corolla,2024,46899.00,Hatchback
100,299,VIN00000000000100,ABC0100,Suzuki Swift,2020,34575.00,SUV
101,300,VIN00000000000101,ABC0101,Ford Ranger,2020,48569.00,Pickup
102,301,VIN00000000000102,ABC0102,Hyundai Accent,2020,33491.00,Pickup
103,302,VIN00000000000103,ABC0103,Hyundai Accent,2023,35747.00,Hatchback
104,303,VIN00000000000104,ABC0104,Hyundai Accent,2020,38769.00,SUV
105,304,VIN00000000000105,ABC0105,Suzuki Swift,2022,44113.00,Hatchback
106,305,VIN00000000000106,ABC0106,Ford Ranger,2020,33406.00,Crossover
107,306,VIN00000000000107,ABC0107,Honda Civic,2020,16737.00,Hatchback
108,307,VIN00000000000108,ABC0108,Suzuki Swift,2022,45397.00,Hatchback
109,308,VIN00000000000109,ABC0109,Hyundai Accent,2023,24734.00,Pickup
110,309,VIN00000000000110,ABC0110,Nissan Navara,2020,41559.00,SUV
111,310,VIN00000000000111,ABC0111,Suzuki Swift,2020,45559.00,Van
112,311,VIN00000000000112,ABC0112,Hyundai Accent,2024,17588.00,Van
113,312,VIN00000000000113,ABC0113,Honda Civic,2024,12619.00,SUV
114,313,VIN00000000000114,ABC0114,Hyundai Accent,2020,18669.00,Sedan
115,314,VIN00000000000115,ABC0115,Mitsubishi Montero,2024,54470.00,Sedan
116,315,VIN00000000000116,ABC0116,Suzuki Swift,2020,6561.00,SUV
117,316,VIN00000000000117,ABC0117,Hyundai Accent,2018,14056.00,Hatchback
118,317,VIN00000000000118,ABC0118,Suzuki Swift,2020,18011.00,Sedan
119,318,VIN00000000000119,ABC0119,Honda Civic,2017,26943.00,Pickup
120,319,VIN00000000000120,ABC0120,Honda Civic,2019,54528.00,Hatchback
121,320,VIN00000000000121,ABC0121,Ford Ranger,2020,27806.00,Pickup
122,321,VIN00000000000122,ABC0122,Suzuki Swift,2020,34729.00,Crossover
123,322,VIN00000000000123,ABC0123,Toyota Corolla,2020,52705.00,Hatchback
124,323,VIN00000000000124,ABC0124,Hyundai Accent,2022,16182.00,Van
125,324,VIN00000000000125,ABC0125,Hyundai Accent,2020,19011.00,SUV
126,325,VIN00000000000126,ABC0126,Suzuki Swift,2020,17349.00,SUV
127,326,VIN00000000000127,ABC0127,Nissan Navara,2023,12332.00,Sedan
128,327,VIN00000000000128,ABC0128,Mitsubishi Montero,2020,5403.00,SUV
129,328,VIN00000000000129,ABC0129,Nissan Navara,2020,26162.00,Sedan
130,329,VIN00000000000130,ABC0130,Nissan Navara,2021,32188.00,Pickup
131,330,VIN00000000000131,ABC0131,Mitsubishi Montero,2023,51412.00,Hatchback
132,331,VIN00000000000132,ABC0132,Mitsubishi Montero,2020,32342.00,Pickup
133,332,VIN00000000000133,ABC0133,Ford Ranger,2018,14111.00,Crossover
134,333,VIN00000000000134,ABC0134,Nissan Navara,2020,44090.00,Sedan
135,334,VIN00000000000135,ABC0135,Suzuki Swift,2018,34102.00,Pickup
136,335,VIN00000000000136,ABC0136,Ford Ranger,2020,36284.00,Crossover
137,336,VIN00000000000137,ABC0137,Toyota Corolla,2020,45232.00,Pickup
138,337,VIN00000000000138,ABC0138,Hyundai Accent,2020,38326.00,Pickup
139,338,VIN00000000000139,ABC0139,Honda Civic,2018,22993.00,SUV
140,339,VIN00000000000140,ABC0140,Toyota Corolla,2020,43777.00,Van
141,340,VIN00000000000141,ABC0141,Suzuki Swift,2021,16672.00,SUV
142,341,VIN00000000000142,ABC0142,Suzuki Swift,2020,28007.00,Hatchback
143,342,VIN00000000000143,ABC0143,Mitsubishi Montero,2020,19258.00,Hatchback
144,343,VIN00000000000144,ABC0144,Nissan Navara,2019,9785.00,Crossover
145,344,VIN00000000000145,ABC0145,Ford Ranger,2021,18291.00,Crossover
146,345,VIN00000000000146,ABC0146,Suzuki Swift,2020,34711.00,Van
147,346,VIN00000000000147,ABC0147,Suzuki Swift,2018,38694.00,Pickup
148,347,VIN00000000000148,ABC0148,Hyundai Accent,2023,7483.00,SUV
149,348,VIN00000000000149,ABC0149,Ford Ranger,2017,43539.00,Sedan
150,349,VIN00000000000150,ABC0150,Suzuki Swift,2021,7990.00,Pickup
151,350,VIN00000000000151,ABC0151,Suzuki Swift,2020,33409.00,Pickup
152,351,VIN00000000000152,ABC0152,Honda Civic,2020,40500.00,Pickup
153,352,VIN00000000000153,ABC0153,Mitsubishi Montero,2020,28304.00,Pickup
154,353,VIN00000000000154,ABC0154,Nissan Navara,2017,40875.00,Pickup
155,354,VIN00000000000155,ABC0155,Mitsubishi Montero,2023,28668.00,Sedan
156,355,VIN00000000000156,ABC0156,Mitsubishi Montero,2018,41409.00,SUV
157,356,VIN00000000000157,ABC0157,Hyundai Accent,2020,48893.00,Crossover
158,357,VIN00000000000158,ABC0158,Ford Ranger,2020,49525.00,Hatchback
159,358,VIN00000000000159,ABC0159,Honda Civic,2020,17267.00,SUV
160,359,VIN00000000000160,ABC0160,Nissan Navara,2020,42938.00,Hatchback
161,360,VIN00000000000161,ABC0161,Hyundai Accent,2020,31184.00,Crossover
162,361,VIN00000000000162,ABC0162,Mitsubishi Montero,2020,6353.00,Pickup
163,362,VIN00000000000163,ABC0163,Ford Ranger,2020,11235.00,Crossover
164,363,VIN00000000000164,ABC0164,Mitsubishi Montero,2020,54198.00,Pickup
165,364,VIN00000000000165,ABC0165,Nissan Navara,2017,33079.00,SUV
166,365,VIN00000000000166,ABC0166,Honda Civic,2020,22567.00,Van
167,366,VIN00000000000167,ABC0167,Mitsubishi Montero,2017,10484.00,Hatchback
168,367,VIN00000000000168,ABC0168,Toyota Corolla,2018,12275.00,Sedan
169,368,VIN00000000000169,ABC0169,Suzuki Swift,2020,44466.00,Pickup
170,369,VIN00000000000170,ABC0170,Hyundai Accent,2020,14696.00,Van
171,370,VIN00000000000171,ABC0171,Suzuki Swift,2020,25227.00,Sedan
172,371,VIN00000000000172,ABC0172,Honda Civic,2024,50269.00,Crossover
173,372,VIN00000000000173,ABC0173,Ford Ranger,2020,10545.00,SUV
174,373,VIN00000000000174,ABC0174,Nissan Navara,2020,53783.00,Van
175,374,VIN00000000000175,ABC0175,Toyota Corolla,2020,36238.00,Sedan
176,375,VIN00000000000176,ABC0176,Mitsubishi Montero,2018,47394.00,Crossover
177,376,VIN00000000000177,ABC0177,Ford Ranger,2024,45072.00,Hatchback
178,377,VIN00000000000178,ABC0178,Ford Ranger,2020,9394.00,Hatchback
179,378,VIN00000000000179,ABC0179,Honda Civic,2020,19878.00,Hatchback
180,379,VIN00000000000180,ABC0180,Honda Civic,2020,15362.00,Crossover
181,380,VIN00000000000181,ABC0181,Suzuki Swift,2019,42286.00,Sedan
182,381,VIN00000000000182,ABC0182,Honda Civic,2020,19794.00,Sedan
183,382,VIN00000000000183,ABC0183,Mitsubishi Montero,2020,50177.00,Crossover
184,383,VIN00000000000184,ABC0184,Nissan Navara,2019,22572.00,Sedan
185,384,VIN00000000000185,ABC0185,Suzuki Swift,2020,15175.00,Sedan
186,385,VIN00000000000186,ABC0186,Toyota Corolla,2020,19255.00,Crossover
187,386,VIN00000000000187,ABC0187,Mitsubishi Montero,2020,53466.00,Hatchback
188,387,VIN00000000000188,ABC0188,Ford Ranger,2021,50141.00,Hatchback
189,388,VIN00000000000189,ABC0189,Honda Civic,2020,12439.00,Crossover
190,389,VIN00000000000190,ABC0190,Ford Ranger,2020,36471.00,Hatchback
191,390,VIN00000000000191,ABC0191,Suzuki Swift,2020,45956.00,Van
192,391,VIN00000000000192,ABC0192,Mitsubishi Montero,2018,40863.00,Sedan
193,392,VIN00000000000193,ABC0193,Ford Ranger,2022,37856.00,Sedan
194,393,VIN00000000000194,ABC0194,Mitsubishi Montero,2019,12363.00,SUV
195,394,VIN00000000000195,ABC0195,Hyundai Accent,2023,47139.00,Pickup
196,395,VIN00000000000196,ABC0196,Honda Civic,2021,17415.00,Pickup
197,396,VIN00000000000197,ABC0197,Ford Ranger,2020,53691.00,SUV
198,397,VIN00000000000198,ABC0198,Mitsubishi Montero,2021,36003.00,SUV
199,398,VIN00000000000199,ABC0199,Ford Ranger,2020,13342.00,SUV
200,399,VIN00000000000200,ABC0200,Suzuki Swift,2024,38948.00,Sedan
201,400,VIN00000000000201,ABC0201,Hyundai Accent,2020,39526.00,Van
202,401,VIN00000000000202,ABC0202,Honda Civic,2022,44140.00,Sedan
203,402,VIN00000000000203,ABC0203,Toyota Corolla,2021,36552.00,Crossover
204,403,VIN00000000000204,ABC0204,Ford Ranger,2020,29734.00,Crossover
205,404,VIN00000000000205,ABC0205,Ford Ranger,2017,23128.00,Pickup
206,405,VIN00000000000206,ABC0206,Toyota Corolla,2023,20340.00,SUV
207,406,VIN00000000000207,ABC0207,Hyundai Accent,2020,41974.00,Pickup
208,407,VIN00000000000208,ABC0208,Mitsubishi Montero,2020,34903.00,Crossover
209,408,VIN00000000000209,ABC0209,Hyundai Accent,2020,46279.00,Sedan
210,409,VIN00000000000210,ABC0210,Suzuki Swift,2020,46156.00,Crossover
211,410,VIN00000000000211,ABC0211,Ford Ranger,2019,30335.00,Hatchback
212,411,VIN00000000000212,ABC0212,Suzuki Swift,2020,49842.00,Sedan
213,412,VIN00000000000213,ABC0213,Honda Civic,2020,14923.00,Sedan
214,413,VIN00000000000214,ABC0214,Mitsubishi Montero,2023,11113.00,Pickup
215,414,VIN00000000000215,ABC0215,Suzuki Swift,2022,20556.00,Hatchback
216,415,VIN00000000000216,ABC0216,Suzuki Swift,2020,44737.00,SUV
217,416,VIN00000000000217,ABC0217,Suzuki Swift,2020,51784.00,Crossover
218,417,VIN00000000000218,ABC0218,Toyota Corolla,2024,36530.00,Hatchback
219,418,VIN00000000000219,ABC0219,Hyundai Accent,2020,24861.00,Van
220,419,VIN00000000000220,ABC0220,Honda Civic,2020,54004.00,Van
221,420,VIN00000000000221,ABC0221,Nissan Navara,2023,44250.00,Sedan
222,421,VIN00000000000222,ABC0222,Mitsubishi Montero,2020,17815.00,Hatchback
223,422,VIN00000000000223,ABC0223,Mitsubishi Montero,2020,28580.00,Sedan
224,423,VIN00000000000224,ABC0224,Suzuki Swift,2020,47577.00,Pickup
225,424,VIN00000000000225,ABC0225,Hyundai Accent,2019,18716.00,Crossover
226,425,VIN00000000000226,ABC0226,Suzuki Swift,2018,47128.00,Pickup
227,426,VIN00000000000227,ABC0227,Suzuki Swift,2019,34967.00,Crossover
228,427,VIN00000000000228,ABC0228,Mitsubishi Montero,2021,25162.00,Crossover
229,428,VIN00000000000229,ABC0229,Mitsubishi Montero,2020,10893.00,Pickup
230,429,VIN00000000000230,ABC0230,Honda Civic,2024,24304.00,Van
231,430,VIN00000000000231,ABC0231,Toyota Corolla,2024,51137.00,Crossover
232,431,VIN00000000000232,ABC0232,Nissan Navara,2023,39980.00,Hatchback
233,432,VIN00000000000233,ABC0233,Hyundai Accent,2020,38882.00,SUV
234,433,VIN00000000000234,ABC0234,Ford Ranger,2020,32917.00,SUV
235,434,VIN00000000000235,ABC0235,Toyota Corolla,2020,54309.00,Van
236,435,VIN00000000000236,ABC0236,Suzuki Swift,2020,21603.00,Hatchback
237,436,VIN00000000000237,ABC0237,Toyota Corolla,2017,27466.00,Hatchback
238,437,VIN00000000000238,ABC0238,Toyota Corolla,2017,42853.00,Hatchback
239,438,VIN00000000000239,ABC0239,Toyota Corolla,2021,14658.00,Hatchback
240,439,VIN00000000000240,ABC0240,Toyota Corolla,2020,19393.00,Hatchback
241,440,VIN00000000000241,ABC0241,Nissan Navara,2020,33827.00,Van
242,441,VIN00000000000242,ABC0242,Hyundai Accent,2019,39848.00,Van
243,442,VIN00000000000243,ABC0243,Nissan Navara,2020,29592.00,Van
244,443,VIN00000000000244,ABC0244,Ford Ranger,2023,24227.00,Pickup
245,444,VIN00000000000245,ABC0245,Hyundai Accent,2023,29133.00,SUV
246,445,VIN00000000000246,ABC0246,Ford Ranger,2022,34029.00,Van
247,446,VIN00000000000247,ABC0247,Suzuki Swift,2020,28628.00,Crossover
248,447,VIN00000000000248,ABC0248,Toyota Corolla,2022,18129.00,Sedan
249,448,VIN00000000000249,ABC0249,Toyota Corolla,2020,36541.00,Pickup
250,449,VIN00000000000250,ABC0250,Nissan Navara,2020,37871.00,Van
251,450,VIN00000000000251,ABC0251,Toyota Corolla,2017,46817.00,SUV
252,451,VIN00000000000252,ABC0252,Hyundai Accent,2021,17272.00,Crossover
253,452,VIN00000000000253,ABC0253,Toyota Corolla,2019,11359.00,Pickup
254,453,VIN00000000000254,ABC0254,Honda Civic,2024,12995.00,Sedan
255,454,VIN00000000000255,ABC0255,Honda Civic,2023,9959.00,Hatchback
256,455,VIN00000000000256,ABC0256,Suzuki Swift,2020,18650.00,Pickup
257,456,VIN00000000000257,ABC0257,Toyota Corolla,2023,42301.00,Crossover
258,457,VIN00000000000258,ABC0258,Hyundai Accent,2017,42172.00,Hatchback
259,458,VIN00000000000259,ABC0259,Honda Civic,2020,49031.00,Hatchback
260,459,VIN00000000000260,ABC0260,Suzuki Swift,2018,23458.00,Sedan
261,460,VIN00000000000261,ABC0261,Hyundai Accent,2017,43256.00,Van
262,461,VIN00000000000262,ABC0262,Hyundai Accent,2021,5521.00,SUV
263,462,VIN00000000000263,ABC0263,Suzuki Swift,2020,11556.00,SUV
264,463,VIN00000000000264,ABC0264,Suzuki Swift,2019,44369.00,Van
265,464,VIN00000000000265,ABC0265,Nissan Navara,2020,25074.00,Hatchback
266,465,VIN00000000000266,ABC0266,Ford Ranger,2020,37115.00,Hatchback
267,466,VIN00000000000267,ABC0267,Mitsubishi Montero,2020,18198.00,SUV
268,467,VIN00000000000268,ABC0268,Nissan Navara,2024,44294.00,Crossover
269,468,VIN00000000000269,ABC0269,Ford Ranger,2018,42289.00,Crossover
270,469,VIN00000000000270,ABC0270,Suzuki Swift,2024,16975.00,Crossover
271,470,VIN00000000000271,ABC0271,Honda Civic,2019,36173.00,SUV
272,471,VIN00000000000272,ABC0272,Suzuki Swift,2024,44779.00,Pickup
273,472,VIN00000000000273,ABC0273,Suzuki Swift,2020,42092.00,Crossover
274,473,VIN00000000000274,ABC0274,Nissan Navara,2020,44510.00,Crossover
275,474,VIN00000000000275,ABC0275,Suzuki Swift,2022,52337.00,Sedan
276,475,VIN00000000000276,ABC0276,Nissan Navara,2019,19439.00,Hatchback
277,476,VIN00000000000277,ABC0277,Suzuki Swift,2024,49959.00,Crossover
278,477,VIN00000000000278,ABC0278,Ford Ranger,2022,13347.00,Hatchback
279,478,VIN00000000000279,ABC0279,Nissan Navara,2020,9842.00,Sedan
280,479,VIN00000000000280,ABC0280,Honda Civic,2020,24838.00,Sedan
281,480,VIN00000000000281,ABC0281,Honda Civic,2022,52188.00,Pickup
282,481,VIN00000000000282,ABC0282,Ford Ranger,2020,48385.00,Crossover
283,482,VIN00000000000283,ABC0283,Hyundai Accent,2021,37369.00,Sedan
284,483,VIN00000000000284,ABC0284,Honda Civic,2020,54026.00,Van
285,484,VIN00000000000285,ABC0285,Hyundai Accent,2020,18800.00,Hatchback
286,485,VIN00000000000286,ABC0286,Suzuki Swift,2018,11944.00,Crossover
287,486,VIN00000000000287,ABC0287,Honda Civic,2022,35402.00,Van
288,487,VIN00000000000288,ABC0288,Suzuki Swift,2020,10029.00,Crossover
289,488,VIN00000000000289,ABC0289,Mitsubishi Montero,2022,41960.00,Hatchback
290,489,VIN00000000000290,ABC0290,Nissan Navara,2020,25887.00,Sedan
291,490,VIN00000000000291,ABC0291,Honda Civic,2023,26146.00,Van
292,491,VIN00000000000292,ABC0292,Hyundai Accent,2024,6401.00,SUV
293,492,VIN00000000000293,ABC0293,Hyundai Accent,2018,11503.00,Van
294,493,VIN00000000000294,ABC0294,Hyundai Accent,2020,37116.00,Crossover
295,494,VIN00000000000295,ABC0295,Mitsubishi Montero,2020,29521.00,SUV
296,495,VIN00000000000296,ABC0296,Honda Civic,2021,44701.00,SUV
297,496,VIN00000000000297,ABC0297,Toyota Corolla,2020,22330.00,Hatchback
298,497,VIN00000000000298,ABC0298,Ford Ranger,2020,44096.00,Van
299,498,VIN00000000000299,ABC0299,Honda Civic,2023,26850.00,Van
300,499,VIN00000000000300,ABC0300,Toyota Corolla,2017,50581.00,Pickup
301,500,VIN00000000000301,ABC0301,Toyota Corolla,2024,44575.00,SUV
302,501,VIN00000000000302,ABC0302,Nissan Navara,2022,38945.00,Sedan
303,502,VIN00000000000303,ABC0303,Mitsubishi Montero,2018,53869.00,Van
304,503,VIN00000000000304,ABC0304,Toyota Corolla,2020,47729.00,Crossover
305,504,VIN00000000000305,ABC0305,Honda Civic,2018,27872.00,SUV
306,505,VIN00000000000306,ABC0306,Hyundai Accent,2020,19033.00,Van
307,506,VIN00000000000307,ABC0307,Nissan Navara,2020,34102.00,Van
308,507,VIN00000000000308,ABC0308,Ford Ranger,2024,15929.00,SUV
309,508,VIN00000000000309,ABC0309,Suzuki Swift,2020,54580.00,Pickup
310,509,VIN00000000000310,ABC0310,Ford Ranger,2022,49067.00,SUV
311,510,VIN00000000000311,ABC0311,Mitsubishi Montero,2023,12307.00,Van
312,511,VIN00000000000312,ABC0312,Toyota Corolla,2020,26828.00,Crossover
313,512,VIN00000000000313,ABC0313,Honda Civic,2019,23917.00,Crossover
314,513,VIN00000000000314,ABC0314,Toyota Corolla,2024,44131.00,Crossover
315,514,VIN00000000000315,ABC0315,Mitsubishi Montero,2020,27263.00,Sedan
316,515,VIN00000000000316,ABC0316,Nissan Navara,2020,16476.00,Crossover
317,516,VIN00000000000317,ABC0317,Nissan Navara,2018,43361.00,Pickup
318,517,VIN00000000000318,ABC0318,Mitsubishi Montero,2020,37708.00,Hatchback
319,518,VIN00000000000319,ABC0319,Suzuki Swift,2020,44714.00,SUV
320,519,VIN00000000000320,ABC0320,Toyota Corolla,2020,51026.00,Sedan
321,520,VIN00000000000321,ABC0321,Nissan Navara,2020,27163.00,Sedan
322,521,VIN00000000000322,ABC0322,Honda Civic,2020,15882.00,Crossover
323,522,VIN00000000000323,ABC0323,Hyundai Accent,2020,37243.00,Crossover
324,523,VIN00000000000324,ABC0324,Honda Civic,2023,24094.00,Van
325,524,VIN00000000000325,ABC0325,Suzuki Swift,2021,50305.00,Sedan
326,525,VIN00000000000326,ABC0326,Toyota Corolla,2021,46957.00,Hatchback
327,526,VIN00000000000327,ABC0327,Toyota Corolla,2020,24226.00,Sedan
328,527,VIN00000000000328,ABC0328,Honda Civic,2018,28465.00,Pickup
329,528,VIN00000000000329,ABC0329,Nissan Navara,2024,27803.00,SUV
330,529,VIN00000000000330,ABC0330,Mitsubishi Montero,2017,16023.00,Hatchback
331,530,VIN00000000000331,ABC0331,Mitsubishi Montero,2020,12105.00,Pickup
332,531,VIN00000000000332,ABC0332,Suzuki Swift,2018,11546.00,Sedan
333,532,VIN00000000000333,ABC0333,Suzuki Swift,2019,26577.00,Crossover
334,533,VIN00000000000334,ABC0334,Hyundai Accent,2019,21931.00,Crossover
335,534,VIN00000000000335,ABC0335,Suzuki Swift,2020,41815.00,Sedan
336,535,VIN00000000000336,ABC0336,Toyota Corolla,2022,38997.00,Pickup
337,536,VIN00000000000337,ABC0337,Nissan Navara,2020,24734.00,Sedan
338,537,VIN00000000000338,ABC0338,Mitsubishi Montero,2023,18079.00,Hatchback
339,538,VIN00000000000339,ABC0339,Mitsubishi Montero,2018,17636.00,SUV
340,539,VIN00000000000340,ABC0340,Honda Civic,2020,53058.00,Crossover
341,540,VIN00000000000341,ABC0341,Ford Ranger,2020,38133.00,Crossover
342,541,VIN00000000000342,ABC0342,Suzuki Swift,2020,7813.00,Crossover
343,542,VIN00000000000343,ABC0343,Toyota Corolla,2023,47060.00,Van
344,543,VIN00000000000344,ABC0344,Toyota Corolla,2020,13306.00,Sedan
