id,job_order_id,service_id,description_of_work,estimated_duration,actual_duration,estimated_hours,actual_hours,estimated_amount,actual_amount
52,24,1,Change Oil,00:45:00,00:39:00,0.75,0.65,800,800
53,24,3,Replace Fuel Filter,00:45:00,00:47:24,0.75,0.79,550,550
54,24,58,General Mechanical Inspection & Check-Up,00:30:00,00:31:12,0.50,0.52,500,500
55,24,39,Coolant Flush,00:45:00,00:48:00,0.75,0.80,500,500
56,25,53,Top Overhaul,14:00:00,16:03:00,14.00,16.05,15000,15000
57,25,1,Change Oil,00:45:00,00:40:12,0.75,0.67,500,500
58,26,31,Replace Wheel Bearing,01:30:00,01:26:24,1.50,1.44,800,800
59,26,43,Engine Diagnostics & Electrical Scan,00:45:00,00:56:24,0.75,0.94,1500,1500
60,26,58,General Mechanical Inspection & Check-Up,00:30:00,00:30:36,0.50,0.51,500,500
61,27,36,Down Clutch / Pulldown Transmission,04:30:00,05:14:24,4.50,5.24,8500,8500
62,27,1,Change Oil,00:45:00,00:51:00,0.75,0.85,800,800
63,27,58,General Mechanical Inspection & Check-Up,00:30:00,00:26:24,0.50,0.44,550,550
64,27,48,Replace Fan Belt / Serpentine Belt,01:00:00,01:01:48,1.00,1.03,800,800
65,28,1,Change Oil,00:45:00,00:39:00,0.75,0.65,800,800
66,28,51,Replace Valve Cover Gasket,01:45:00,01:45:00,1.75,1.75,1200,1200
67,28,13,Brake Service & Cleaning,01:15:00,01:30:36,1.25,1.51,1200,1200
68,29,1,Change Oil,00:45:00,00:55:12,0.75,0.92,650,650
69,29,23,Replace Tie Rod End,01:00:00,01:07:12,1.00,1.12,1200,1200
70,29,22,Replace Suspension Bushing,02:30:00,02:58:48,2.50,2.98,400,400
71,29,21,Replace Shock Absorbers,02:00:00,01:57:00,2.00,1.95,1200,1200
72,29,18,Wheel Alignment,01:00:00,00:57:36,1.00,0.96,800,800
73,30,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:00:36,2.00,2.01,1500,1500
74,30,13,Brake Service & Cleaning,01:15:00,01:21:00,1.25,1.35,500,500
75,30,1,Change Oil,00:45:00,00:47:24,0.75,0.79,650,650
76,30,21,Replace Shock Absorbers,02:00:00,01:48:36,2.00,1.81,1500,1500
77,31,17,Brake Master / Wheel Cylinder Overhaul,01:30:00,01:42:00,1.50,1.70,800,800
78,31,54,General Engine Overhaul,23:59:59,23:59:59,24.00,26.54,500,500
79,31,13,Brake Service & Cleaning,01:15:00,01:04:12,1.25,1.07,800,800
80,32,1,Change Oil,00:45:00,00:54:36,0.75,0.91,800,800
81,32,13,Brake Service & Cleaning,01:15:00,01:33:36,1.25,1.56,800,800
82,32,3,Replace Fuel Filter,00:45:00,00:55:48,0.75,0.93,650,650
83,32,9,Cleaning EGR,03:30:00,03:27:36,3.50,3.46,4500,4500
84,33,21,Replace Shock Absorbers,02:00:00,01:42:36,2.00,1.71,1200,1200
85,33,27,Replace Stabilizer Link,00:45:00,00:46:12,0.75,0.77,600,600
86,34,40,Radiator Replacement / Repair,01:30:00,01:45:36,1.50,1.76,400,400
87,34,14,Replace Brake Pads,01:00:00,01:09:36,1.00,1.16,400,400
88,34,13,Brake Service & Cleaning,01:15:00,01:27:36,1.25,1.46,400,400
89,34,36,Down Clutch / Pulldown Transmission,04:30:00,04:02:24,4.50,4.04,400,400
90,34,35,Power Steering Pump Overhaul / Replacement,02:00:00,02:19:48,2.00,2.33,400,400
91,35,36,Down Clutch / Pulldown Transmission,04:30:00,04:49:12,4.50,4.82,4500,4500
92,36,1,Change Oil,00:45:00,00:40:12,0.75,0.67,600,600
93,36,22,Replace Suspension Bushing,02:30:00,02:15:36,2.50,2.26,1500,1500
94,36,13,Brake Service & Cleaning,01:15:00,01:07:48,1.25,1.13,2900,2900
95,36,51,Replace Valve Cover Gasket,01:45:00,01:29:24,1.75,1.49,800,800
96,37,36,Down Clutch / Pulldown Transmission,04:30:00,05:09:00,4.50,5.15,2000,2000
97,37,27,Replace Stabilizer Link,00:45:00,00:52:48,0.75,0.88,1000,1000
98,37,18,Wheel Alignment,01:00:00,01:12:36,1.00,1.21,1200,1200
99,37,58,General Mechanical Inspection & Check-Up,00:30:00,00:31:12,0.50,0.52,1500,1500
100,38,36,Down Clutch / Pulldown Transmission,04:30:00,04:45:36,4.50,4.76,12000,12000
101,40,3,Replace Fuel Filter,00:45:00,00:52:48,0.75,0.88,600,600
102,40,10,Throttle Body Cleaning,00:45:00,00:38:24,0.75,0.64,600,600
103,41,52,Reseal Oil Pan / Crankcase,02:00:00,01:58:48,2.00,1.98,1500,1500
104,41,58,General Mechanical Inspection & Check-Up,00:30:00,00:36:36,0.50,0.61,4500,4500
105,41,54,General Engine Overhaul,23:59:59,23:59:59,24.00,29.98,2500,2500
106,42,42,Replace Auxiliary Fan / Motor,01:00:00,00:52:48,1.00,0.88,1500,1500
107,43,58,General Mechanical Inspection & Check-Up,00:30:00,00:36:00,0.50,0.60,4000,4000
108,44,46,Starter Motor Repair / Replacement,01:30:00,01:25:12,1.50,1.42,1800,1800
109,44,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:19:12,2.00,2.32,4000,4000
110,44,17,Brake Master / Wheel Cylinder Overhaul,01:30:00,01:17:24,1.50,1.29,900,900
111,45,36,Down Clutch / Pulldown Transmission,04:30:00,04:53:24,4.50,4.89,2800,2800
112,46,51,Replace Valve Cover Gasket,01:45:00,01:43:48,1.75,1.73,1200,1200
113,47,18,Wheel Alignment,01:00:00,01:02:24,1.00,1.04,3000,3000
114,47,13,Brake Service & Cleaning,01:15:00,01:28:12,1.25,1.47,500,500
115,47,18,Wheel Alignment,01:00:00,00:59:24,1.00,0.99,900,900
116,48,36,Down Clutch / Pulldown Transmission,04:30:00,04:37:48,4.50,4.63,4500,4500
117,49,36,Down Clutch / Pulldown Transmission,04:30:00,04:55:12,4.50,4.92,3500,3500
118,49,22,Replace Suspension Bushing,02:30:00,02:27:00,2.50,2.45,1200,1200
119,49,33,Replace Axle Boot,01:00:00,01:12:00,1.00,1.20,500,500
120,49,51,Replace Valve Cover Gasket,01:45:00,01:46:48,1.75,1.78,850,850
121,50,52,Reseal Oil Pan / Crankcase,02:00:00,02:03:00,2.00,2.05,1600,1600
122,50,32,Replace CV Joint,01:30:00,01:38:24,1.50,1.64,2000,2000
123,50,21,Replace Shock Absorbers,02:00:00,02:09:36,2.00,2.16,1800,1800
124,50,48,Replace Fan Belt / Serpentine Belt,01:00:00,00:58:12,1.00,0.97,1200,1200
125,50,50,Replace Engine Support,01:30:00,01:26:24,1.50,1.44,3500,3500
126,50,13,Brake Service & Cleaning,01:15:00,01:27:00,1.25,1.45,1500,1500
127,51,14,Replace Brake Pads,01:00:00,00:58:48,1.00,0.98,500,500
128,51,33,Replace Axle Boot,01:00:00,01:07:12,1.00,1.12,1500,1500
129,51,24,Replace Rack End,01:15:00,01:10:48,1.25,1.18,3500,3500
130,51,22,Replace Suspension Bushing,02:30:00,02:38:24,2.50,2.64,4500,4500
131,51,18,Wheel Alignment,01:00:00,00:55:12,1.00,0.92,900,900
132,52,40,Radiator Replacement / Repair,01:30:00,01:34:12,1.50,1.57,3500,3500
133,52,54,General Engine Overhaul,23:59:59,23:59:59,24.00,27.67,8500,8500
134,52,51,Replace Valve Cover Gasket,01:45:00,02:01:48,1.75,2.03,1500,1500
135,52,45,Alternator Repair / Replacement,01:30:00,01:36:00,1.50,1.60,3000,3000
136,52,36,Down Clutch / Pulldown Transmission,04:30:00,04:04:48,4.50,4.08,12000,12000
137,52,20,Tire Rotation & Balancing,00:45:00,00:54:36,0.75,0.91,1200,1200
138,52,43,Engine Diagnostics & Electrical Scan,00:45:00,00:41:24,0.75,0.69,3500,3500
139,52,17,Brake Master / Wheel Cylinder Overhaul,01:30:00,01:50:24,1.50,1.84,1200,1200
140,52,10,Throttle Body Cleaning,00:45:00,00:39:00,0.75,0.65,800,800
141,52,52,Reseal Oil Pan / Crankcase,02:00:00,01:44:24,2.00,1.74,2800,2800
142,52,8,Intake Manifold Cleaning & Reseal,02:00:00,02:25:48,2.00,2.43,2000,2000
143,52,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,04:07:48,4.00,4.13,8500,8500
144,53,1,Change Oil,00:45:00,00:45:00,0.75,0.75,800,800
145,53,47,Electrical System & Wiring Repair,01:30:00,01:32:24,1.50,1.54,2500,2500
146,53,13,Brake Service & Cleaning,01:15:00,01:13:48,1.25,1.23,800,800
147,53,58,General Mechanical Inspection & Check-Up,00:30:00,00:27:36,0.50,0.46,350,350
148,53,3,Replace Fuel Filter,00:45:00,00:45:36,0.75,0.76,550,550
149,53,58,General Mechanical Inspection & Check-Up,00:30:00,00:36:36,0.50,0.61,700,700
150,53,15,Replace Brake Shoes,01:00:00,01:06:00,1.00,1.10,800,800
151,54,1,Change Oil,00:45:00,00:45:36,0.75,0.76,600,600
152,54,13,Brake Service & Cleaning,01:15:00,01:12:36,1.25,1.21,800,800
153,54,36,Down Clutch / Pulldown Transmission,04:30:00,05:31:48,4.50,5.53,2800,2800
154,55,1,Change Oil,00:45:00,00:51:00,0.75,0.85,600,600
155,55,13,Brake Service & Cleaning,01:15:00,01:13:48,1.25,1.23,800,800
156,55,10,Throttle Body Cleaning,00:45:00,00:44:24,0.75,0.74,550,550
157,55,56,Power Window Repair / Motor Replacement,01:15:00,01:32:24,1.25,1.54,500,500
158,56,9,Cleaning EGR,03:30:00,03:58:12,3.50,3.97,6500,6500
159,56,54,General Engine Overhaul,23:59:59,23:59:59,24.00,25.94,3500,3500
160,56,58,General Mechanical Inspection & Check-Up,00:30:00,00:32:24,0.50,0.54,500,500
161,56,35,Power Steering Pump Overhaul / Replacement,02:00:00,01:49:48,2.00,1.83,1800,1800
162,56,1,Change Oil,00:45:00,00:49:48,0.75,0.83,800,800
163,56,3,Replace Fuel Filter,00:45:00,00:50:24,0.75,0.84,550,550
164,56,51,Replace Valve Cover Gasket,01:45:00,01:30:36,1.75,1.51,2500,2500
165,57,36,Down Clutch / Pulldown Transmission,04:30:00,04:18:00,4.50,4.30,4000,4000
166,58,24,Replace Rack End,01:15:00,01:32:24,1.25,1.54,1600,1600
167,58,18,Wheel Alignment,01:00:00,01:08:24,1.00,1.14,900,900
168,60,53,Top Overhaul,14:00:00,15:46:12,14.00,15.77,6500,6500
169,60,54,General Engine Overhaul,23:59:59,23:59:59,24.00,26.84,1500,1500
170,61,1,Change Oil,00:45:00,00:56:24,0.75,0.94,800,800
171,61,13,Brake Service & Cleaning,01:15:00,01:19:48,1.25,1.33,1200,1200
172,61,4,Replace Air Filter,00:15:00,00:15:00,0.25,0.25,550,550
173,61,9,Cleaning EGR,03:30:00,04:00:36,3.50,4.01,4500,4500
174,61,58,General Mechanical Inspection & Check-Up,00:30:00,00:32:24,0.50,0.54,500,500
175,62,23,Replace Tie Rod End,01:00:00,01:06:36,1.00,1.11,800,800
176,62,22,Replace Suspension Bushing,02:30:00,02:36:36,2.50,2.61,600,600
177,62,31,Replace Wheel Bearing,01:30:00,01:27:36,1.50,1.46,600,600
178,62,18,Wheel Alignment,01:00:00,00:58:12,1.00,0.97,900,900
179,62,53,Top Overhaul,14:00:00,12:42:00,14.00,12.70,1800,1800
180,64,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,04:38:24,4.00,4.64,2800,2800
181,64,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,04:46:48,4.00,4.78,12000,12000
182,64,47,Electrical System & Wiring Repair,01:30:00,01:50:24,1.50,1.84,5500,5500
183,64,18,Wheel Alignment,01:00:00,00:55:48,1.00,0.93,3000,3000
184,64,43,Engine Diagnostics & Electrical Scan,00:45:00,00:47:24,0.75,0.79,1500,1500
185,64,13,Brake Service & Cleaning,01:15:00,01:05:24,1.25,1.09,1800,1800
186,65,58,General Mechanical Inspection & Check-Up,00:30:00,00:35:24,0.50,0.59,1800,1800
187,66,1,Change Oil,00:45:00,00:40:12,0.75,0.67,600,600
188,66,13,Brake Service & Cleaning,01:15:00,01:19:12,1.25,1.32,800,800
189,66,51,Replace Valve Cover Gasket,01:45:00,01:54:36,1.75,1.91,800,800
190,66,21,Replace Shock Absorbers,02:00:00,02:26:24,2.00,2.44,1200,1200
191,68,1,Change Oil,00:45:00,00:54:36,0.75,0.91,800,800
192,68,13,Brake Service & Cleaning,01:15:00,01:18:36,1.25,1.31,800,800
193,68,23,Replace Tie Rod End,01:00:00,01:01:48,1.00,1.03,1500,1500
194,68,22,Replace Suspension Bushing,02:30:00,02:14:24,2.50,2.24,2800,2800
195,69,22,Replace Suspension Bushing,02:30:00,02:52:48,2.50,2.88,7500,7500
196,69,31,Replace Wheel Bearing,01:30:00,01:27:36,1.50,1.46,2500,2500
197,70,21,Replace Shock Absorbers,02:00:00,02:17:24,2.00,2.29,1600,1600
198,70,22,Replace Suspension Bushing,02:30:00,02:19:12,2.50,2.32,1800,1800
199,70,23,Replace Tie Rod End,01:00:00,01:06:36,1.00,1.11,1500,1500
200,70,18,Wheel Alignment,01:00:00,00:52:48,1.00,0.88,2800,2800
201,72,24,Replace Rack End,01:15:00,01:04:12,1.25,1.07,10000,10000
202,72,22,Replace Suspension Bushing,02:30:00,02:24:00,2.50,2.40,1500,1500
203,72,21,Replace Shock Absorbers,02:00:00,02:12:00,2.00,2.20,1500,1500
204,72,27,Replace Stabilizer Link,00:45:00,00:55:12,0.75,0.92,600,600
205,72,18,Wheel Alignment,01:00:00,01:09:36,1.00,1.16,2500,2500
206,73,36,Down Clutch / Pulldown Transmission,04:30:00,05:27:00,4.50,5.45,12000,12000
207,74,1,Change Oil,00:45:00,00:45:36,0.75,0.76,600,600
208,74,15,Replace Brake Shoes,01:00:00,01:14:24,1.00,1.24,800,800
209,74,16,Rotor Disc Refacing / Resurfacing,02:00:00,01:54:00,2.00,1.90,1200,1200
210,74,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:03:36,2.00,2.06,1200,1200
211,74,21,Replace Shock Absorbers,02:00:00,01:55:48,2.00,1.93,1200,1200
212,76,36,Down Clutch / Pulldown Transmission,04:30:00,04:43:12,4.50,4.72,4500,4500
213,76,51,Replace Valve Cover Gasket,01:45:00,01:33:00,1.75,1.55,1500,1500
214,76,52,Reseal Oil Pan / Crankcase,02:00:00,01:51:00,2.00,1.85,2500,2500
215,76,47,Electrical System & Wiring Repair,01:30:00,01:20:24,1.50,1.34,350,350
216,76,58,General Mechanical Inspection & Check-Up,00:30:00,00:33:00,0.50,0.55,1500,1500
217,78,58,General Mechanical Inspection & Check-Up,00:30:00,00:26:24,0.50,0.44,25000,25000
218,79,1,Change Oil,00:45:00,00:47:24,0.75,0.79,450,450
219,79,1,Change Oil,00:45:00,00:41:24,0.75,0.69,350,350
220,80,9,Cleaning EGR,03:30:00,03:55:12,3.50,3.92,7500,7500
221,80,1,Change Oil,00:45:00,00:40:48,0.75,0.68,800,800
222,80,36,Down Clutch / Pulldown Transmission,04:30:00,04:11:24,4.50,4.19,1200,1200
223,80,13,Brake Service & Cleaning,01:15:00,01:32:24,1.25,1.54,1600,1600
224,80,3,Replace Fuel Filter,00:45:00,00:54:00,0.75,0.90,800,800
225,80,58,General Mechanical Inspection & Check-Up,00:30:00,00:30:00,0.50,0.50,500,500
226,81,36,Down Clutch / Pulldown Transmission,04:30:00,04:51:36,4.50,4.86,6500,6500
227,82,18,Wheel Alignment,01:00:00,01:11:24,1.00,1.19,900,900
228,82,58,General Mechanical Inspection & Check-Up,00:30:00,00:34:48,0.50,0.58,1200,1200
229,82,27,Replace Stabilizer Link,00:45:00,00:53:24,0.75,0.89,800,800
230,82,1,Change Oil,00:45:00,00:52:12,0.75,0.87,800,800
231,82,13,Brake Service & Cleaning,01:15:00,01:09:36,1.25,1.16,1200,1200
232,83,49,Replace Timing Belt / Chain,04:00:00,04:07:48,4.00,4.13,3500,3500
233,84,23,Replace Tie Rod End,01:00:00,00:55:12,1.00,0.92,1000,1000
234,84,15,Replace Brake Shoes,01:00:00,01:06:36,1.00,1.11,800,800
235,84,31,Replace Wheel Bearing,01:30:00,01:49:48,1.50,1.83,800,800
236,84,21,Replace Shock Absorbers,02:00:00,01:47:24,2.00,1.79,800,800
237,84,16,Rotor Disc Refacing / Resurfacing,02:00:00,01:46:12,2.00,1.77,1500,1500
238,86,1,Change Oil,00:45:00,00:41:24,0.75,0.69,800,800
239,86,13,Brake Service & Cleaning,01:15:00,01:15:36,1.25,1.26,800,800
240,86,3,Replace Fuel Filter,00:45:00,00:53:24,0.75,0.89,550,550
241,87,1,Change Oil,00:45:00,00:52:48,0.75,0.88,800,800
242,87,2,Change ATF / Transmission Fluid,00:45:00,00:51:00,0.75,0.85,800,800
243,87,13,Brake Service & Cleaning,01:15:00,01:29:24,1.25,1.49,800,800
244,87,12,Replace Spark Plugs,00:30:00,00:30:36,0.50,0.51,250,250
245,88,1,Change Oil,00:45:00,00:45:00,0.75,0.75,800,800
246,88,13,Brake Service & Cleaning,01:15:00,01:31:48,1.25,1.53,800,800
247,88,2,Change ATF / Transmission Fluid,00:45:00,00:41:24,0.75,0.69,800,800
248,88,12,Replace Spark Plugs,00:30:00,00:30:00,0.50,0.50,250,250
249,89,47,Electrical System & Wiring Repair,01:30:00,01:39:00,1.50,1.65,8000,8000
250,90,58,General Mechanical Inspection & Check-Up,00:30:00,00:37:12,0.50,0.62,4500,4500
251,91,1,Change Oil,00:45:00,00:43:12,0.75,0.72,800,800
252,91,13,Brake Service & Cleaning,01:15:00,01:21:00,1.25,1.35,1200,1200
253,92,49,Replace Timing Belt / Chain,04:00:00,03:46:12,4.00,3.77,6500,6500
254,92,1,Change Oil,00:45:00,00:38:24,0.75,0.64,600,600
255,92,23,Replace Tie Rod End,01:00:00,01:13:12,1.00,1.22,800,800
256,92,27,Replace Stabilizer Link,00:45:00,00:42:00,0.75,0.70,600,600
257,92,18,Wheel Alignment,01:00:00,01:00:00,1.00,1.00,800,800
258,92,13,Brake Service & Cleaning,01:15:00,01:09:36,1.25,1.16,400,400
259,92,41,Replace Water Pump,02:00:00,01:52:48,2.00,1.88,500,500
260,92,41,Replace Water Pump,02:00:00,02:19:48,2.00,2.33,650,650
261,93,1,Change Oil,00:45:00,00:48:00,0.75,0.80,800,800
262,93,13,Brake Service & Cleaning,01:15:00,01:32:24,1.25,1.54,1200,1200
263,94,37,Air Conditioning Cleaning & Freon Charge,03:00:00,03:07:48,3.00,3.13,4500,4500
264,94,37,Air Conditioning Cleaning & Freon Charge,03:00:00,03:01:12,3.00,3.02,500,500
265,95,43,Engine Diagnostics & Electrical Scan,00:45:00,00:47:24,0.75,0.79,3500,3500
266,96,22,Replace Suspension Bushing,02:30:00,02:21:00,2.50,2.35,3500,3500
267,97,1,Change Oil,00:45:00,00:52:12,0.75,0.87,800,800
268,97,13,Brake Service & Cleaning,01:15:00,01:04:48,1.25,1.08,1200,1200
269,97,3,Replace Fuel Filter,00:45:00,00:49:48,0.75,0.83,550,550
270,97,9,Cleaning EGR,03:30:00,03:57:00,3.50,3.95,4500,4500
271,97,58,General Mechanical Inspection & Check-Up,00:30:00,00:28:12,0.50,0.47,500,500
272,98,36,Down Clutch / Pulldown Transmission,04:30:00,03:52:12,4.50,3.87,2500,2500
273,98,51,Replace Valve Cover Gasket,01:45:00,02:03:36,1.75,2.06,250,250
274,99,53,Top Overhaul,14:00:00,14:43:12,14.00,14.72,8000,8000
275,100,12,Replace Spark Plugs,00:30:00,00:31:12,0.50,0.52,400,400
276,100,50,Replace Engine Support,01:30:00,01:20:24,1.50,1.34,1500,1500
277,100,21,Replace Shock Absorbers,02:00:00,02:21:36,2.00,2.36,1200,1200
278,100,32,Replace CV Joint,01:30:00,01:47:24,1.50,1.79,1800,1800
279,101,22,Replace Suspension Bushing,02:30:00,02:12:00,2.50,2.20,800,800
280,101,23,Replace Tie Rod End,01:00:00,01:10:48,1.00,1.18,1000,1000
281,101,27,Replace Stabilizer Link,00:45:00,00:49:48,0.75,0.83,600,600
282,101,18,Wheel Alignment,01:00:00,01:00:00,1.00,1.00,2500,2500
283,101,18,Wheel Alignment,01:00:00,01:12:36,1.00,1.21,800,800
284,101,22,Replace Suspension Bushing,02:30:00,02:12:36,2.50,2.21,500,500
285,102,43,Engine Diagnostics & Electrical Scan,00:45:00,00:48:36,0.75,0.81,850,850
286,102,52,Reseal Oil Pan / Crankcase,02:00:00,02:22:48,2.00,2.38,1500,1500
287,103,30,Replace Ball Joint,01:15:00,01:08:24,1.25,1.14,850,850
288,103,52,Reseal Oil Pan / Crankcase,02:00:00,01:52:12,2.00,1.87,1500,1500
289,104,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,04:58:48,4.00,4.98,3500,3500
290,105,36,Down Clutch / Pulldown Transmission,04:30:00,04:45:00,4.50,4.75,3500,3500
291,105,22,Replace Suspension Bushing,02:30:00,02:09:36,2.50,2.16,4500,4500
292,106,1,Change Oil,00:45:00,00:40:12,0.75,0.67,650,650
293,107,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,03:58:48,4.00,3.98,3500,3500
294,107,26,Overhaul / Replace Steering Rack & Pinion,04:00:00,03:24:00,4.00,3.40,3500,3500
295,108,1,Change Oil,00:45:00,00:40:48,0.75,0.68,850,850
296,108,14,Replace Brake Pads,01:00:00,00:55:48,1.00,0.93,600,600
297,108,13,Brake Service & Cleaning,01:15:00,01:04:48,1.25,1.08,600,600
298,108,3,Replace Fuel Filter,00:45:00,00:52:12,0.75,0.87,550,550
299,109,21,Replace Shock Absorbers,02:00:00,01:43:12,2.00,1.72,1200,1200
300,109,35,Power Steering Pump Overhaul / Replacement,02:00:00,01:44:24,2.00,1.74,1800,1800
301,110,1,Change Oil,00:45:00,00:41:24,0.75,0.69,650,650
302,110,14,Replace Brake Pads,01:00:00,01:00:00,1.00,1.00,1500,1500
303,112,34,Replace CV Joint & Axle Boot,01:45:00,01:45:36,1.75,1.76,4500,4500
304,112,18,Wheel Alignment,01:00:00,00:54:00,1.00,0.90,4500,4500
305,114,1,Change Oil,00:45:00,00:49:48,0.75,0.83,650,650
306,114,13,Brake Service & Cleaning,01:15:00,01:20:24,1.25,1.34,800,800
307,115,1,Change Oil,00:45:00,00:53:24,0.75,0.89,650,650
308,115,13,Brake Service & Cleaning,01:15:00,01:17:24,1.25,1.29,800,800
309,115,18,Wheel Alignment,01:00:00,01:04:48,1.00,1.08,900,900
310,116,22,Replace Suspension Bushing,02:30:00,02:53:24,2.50,2.89,5500,5500
311,116,47,Electrical System & Wiring Repair,01:30:00,01:31:48,1.50,1.53,1000,1000
312,116,18,Wheel Alignment,01:00:00,01:12:36,1.00,1.21,800,800
313,116,21,Replace Shock Absorbers,02:00:00,02:22:12,2.00,2.37,400,400
314,116,36,Down Clutch / Pulldown Transmission,04:30:00,04:02:24,4.50,4.04,4500,4500
315,117,1,Change Oil,00:45:00,00:45:00,0.75,0.75,650,650
316,117,13,Brake Service & Cleaning,01:15:00,01:22:12,1.25,1.37,600,600
317,117,16,Rotor Disc Refacing / Resurfacing,02:00:00,02:15:36,2.00,2.26,1500,1500
318,117,12,Replace Spark Plugs,00:30:00,00:31:48,0.50,0.53,200,200
