id,user_id,employees_id,action_performed,entity_type,entity_id,old_values,new_values,action_date
21,,174,deleted,job_orders,292,"{""id"": 292, ""is_active"": true}",,2026-07-29 03:51:48.312132
22,499,,created,users,272,,"{""id"": 272, ""is_active"": true}",2026-07-18 18:17:06.312132
23,,228,status_changed,job_orders,320,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-14 06:21:36.312132
24,,410,logged_in,employees,410,,,2026-07-09 01:36:11.312132
25,,120,claimed,retention_offers,179,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 471}",2026-07-25 22:09:14.312132
26,,492,rejected,service_tickets,450,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-13 21:55:05.312132
27,,141,deleted,job_orders,125,"{""id"": 125, ""is_active"": true}",,2026-07-30 19:15:44.312132
28,,188,rejected,service_tickets,342,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-30 21:07:04.312132
29,,499,status_changed,job_orders,414,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-17 02:01:01.312132
30,,426,approved,service_tickets,303,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-15 23:27:44.312132
31,,210,created,job_orders,152,,"{""id"": 152, ""is_active"": true}",2026-07-08 07:58:00.312132
32,267,,rejected,service_tickets,211,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-12 17:38:57.312132
33,,304,updated,job_orders,1,"{""amount"": 1124.08, ""record_id"": 1}","{""amount"": 2562.86, ""record_id"": 1}",2026-07-11 14:53:48.312132
34,,407,rejected,service_tickets,345,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-20 07:54:44.312132
35,,315,rejected,service_tickets,294,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-24 16:46:06.312132
36,317,,deleted,payments,446,"{""id"": 446, ""is_active"": true}",,2026-07-10 02:06:54.312132
37,,262,approved,service_tickets,282,"{""status"": ""pending""}","{""status"": ""approved""}",2026-08-04 23:30:04.312132
38,5,,approved,service_tickets,189,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-28 17:57:08.312132
39,,393,deleted,users,330,"{""id"": 330, ""is_active"": true}",,2026-07-29 21:56:10.312132
40,436,,claimed,retention_offers,111,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 276}",2026-07-25 13:08:27.312132
41,,407,approved,service_tickets,193,"{""status"": ""pending""}","{""status"": ""approved""}",2026-08-02 01:07:36.312132
42,,79,status_changed,job_orders,488,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-21 21:55:40.312132
43,451,,approved,service_tickets,54,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-21 16:07:00.312132
44,,378,created,payments,275,,"{""id"": 275, ""is_active"": true}",2026-07-15 00:04:35.312132
45,234,,created,payments,495,,"{""id"": 495, ""is_active"": true}",2026-07-24 19:04:48.312132
46,286,,deleted,vehicles,383,"{""id"": 383, ""is_active"": true}",,2026-07-26 14:50:25.312132
47,201,,status_changed,job_orders,232,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-11 01:14:57.312132
48,279,,created,vehicles,68,,"{""id"": 68, ""is_active"": true}",2026-07-13 09:38:38.312132
49,9,,claimed,retention_offers,456,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 253}",2026-07-15 17:32:21.312132
50,,65,deleted,vehicles,301,"{""id"": 301, ""is_active"": true}",,2026-07-23 23:29:41.312132
51,,93,approved,service_tickets,454,"{""status"": ""pending""}","{""status"": ""approved""}",2026-08-01 04:59:08.312132
52,91,,deleted,users,412,"{""id"": 412, ""is_active"": true}",,2026-07-07 18:41:32.312132
53,,372,approved,service_tickets,186,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-08 21:58:07.312132
54,380,,rejected,service_tickets,416,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-09 12:54:46.312132
55,,411,created,vehicles,300,,"{""id"": 300, ""is_active"": true}",2026-07-21 21:33:28.312132
56,,467,deleted,vehicles,215,"{""id"": 215, ""is_active"": true}",,2026-07-16 00:19:19.312132
57,,207,rejected,service_tickets,17,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-17 17:35:30.312132
58,,162,status_changed,job_orders,358,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-27 12:23:42.312132
59,,101,rejected,service_tickets,384,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-08 08:03:29.312132
60,,180,approved,service_tickets,292,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-22 13:14:49.312132
61,300,,approved,service_tickets,147,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-25 05:44:32.312132
62,,222,claimed,retention_offers,200,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 13}",2026-07-13 09:24:44.312132
63,129,,claimed,retention_offers,473,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 85}",2026-07-30 05:41:53.312132
64,,344,updated,job_orders,262,"{""amount"": 1481.70, ""record_id"": 262}","{""amount"": 3330.15, ""record_id"": 262}",2026-07-08 06:53:05.312132
65,56,,logged_in,users,56,,,2026-07-08 14:28:29.312132
66,,410,rejected,service_tickets,468,"{""status"": ""pending""}","{""status"": ""declined""}",2026-08-02 01:58:02.312132
67,432,,rejected,service_tickets,497,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-26 19:37:00.312132
68,,35,created,users,422,,"{""id"": 422, ""is_active"": true}",2026-07-13 00:03:25.312132
69,,295,deleted,vehicles,278,"{""id"": 278, ""is_active"": true}",,2026-07-15 13:45:52.312132
70,,291,updated,payments,386,"{""amount"": 1142.92, ""record_id"": 386}","{""amount"": 3177.94, ""record_id"": 386}",2026-07-16 05:53:05.312132
71,489,,logged_in,users,489,,,2026-07-11 09:53:35.312132
72,,34,approved,service_tickets,78,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-13 04:00:45.312132
73,,166,status_changed,job_orders,303,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-20 07:43:18.312132
74,,334,approved,service_tickets,317,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-27 14:51:58.312132
75,,255,deleted,vehicles,453,"{""id"": 453, ""is_active"": true}",,2026-07-12 00:30:51.312132
76,,392,updated,job_orders,188,"{""amount"": 977.10, ""record_id"": 188}","{""amount"": 1955.17, ""record_id"": 188}",2026-07-21 01:11:03.312132
77,234,,updated,users,143,"{""amount"": 1297.91, ""record_id"": 143}","{""amount"": 2304.23, ""record_id"": 143}",2026-08-01 14:07:23.312132
78,,151,deleted,job_orders,72,"{""id"": 72, ""is_active"": true}",,2026-07-21 12:36:46.312132
79,,293,status_changed,job_orders,314,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-13 10:37:59.312132
80,,249,logged_in,employees,249,,,2026-07-12 15:34:57.312132
81,,49,approved,service_tickets,213,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-15 21:04:28.312132
82,,228,claimed,retention_offers,422,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 238}",2026-07-12 01:19:21.312132
83,,220,created,vehicles,117,,"{""id"": 117, ""is_active"": true}",2026-07-19 00:28:49.312132
84,,56,status_changed,job_orders,163,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-18 10:41:08.312132
85,,495,approved,service_tickets,277,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-17 04:44:10.312132
86,,87,created,job_orders,210,,"{""id"": 210, ""is_active"": true}",2026-07-20 10:11:14.312132
87,309,,rejected,service_tickets,325,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-24 12:18:09.312132
88,,276,rejected,service_tickets,375,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-29 08:45:55.312132
89,,84,updated,vehicles,24,"{""amount"": 975.30, ""record_id"": 24}","{""amount"": 3064.89, ""record_id"": 24}",2026-07-17 03:15:23.312132
90,66,,status_changed,job_orders,337,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-12 19:16:21.312132
91,450,,claimed,retention_offers,110,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 116}",2026-07-21 08:29:37.312132
92,,202,claimed,retention_offers,49,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 465}",2026-08-04 12:38:27.312132
93,185,,deleted,vehicles,248,"{""id"": 248, ""is_active"": true}",,2026-08-04 02:19:39.312132
94,,455,created,job_orders,390,,"{""id"": 390, ""is_active"": true}",2026-07-15 13:54:51.312132
95,,372,approved,service_tickets,494,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-07 20:04:07.312132
96,,470,created,users,375,,"{""id"": 375, ""is_active"": true}",2026-07-18 00:17:00.312132
97,,55,status_changed,job_orders,43,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-27 02:19:51.312132
98,,278,deleted,job_orders,161,"{""id"": 161, ""is_active"": true}",,2026-07-11 18:46:21.312132
99,,246,status_changed,job_orders,288,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-10 12:13:18.312132
100,435,,deleted,payments,361,"{""id"": 361, ""is_active"": true}",,2026-08-04 11:39:45.312132
101,,43,updated,users,118,"{""amount"": 574.21, ""record_id"": 118}","{""amount"": 2146.71, ""record_id"": 118}",2026-07-17 20:43:46.312132
102,,330,rejected,service_tickets,499,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-17 04:47:56.312132
103,152,,created,vehicles,262,,"{""id"": 262, ""is_active"": true}",2026-07-31 10:35:38.312132
104,83,,approved,service_tickets,305,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-12 07:53:26.312132
105,,250,approved,service_tickets,206,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-20 13:32:07.312132
106,,96,approved,service_tickets,444,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-08 14:02:24.312132
107,,258,approved,service_tickets,481,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-17 12:42:52.312132
108,493,,created,job_orders,7,,"{""id"": 7, ""is_active"": true}",2026-07-27 10:33:22.312132
109,385,,claimed,retention_offers,119,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 143}",2026-07-11 20:16:26.312132
110,,407,claimed,retention_offers,422,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 150}",2026-07-13 17:29:02.312132
111,,162,status_changed,job_orders,62,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-23 07:14:24.312132
112,,466,updated,payments,437,"{""amount"": 1028.26, ""record_id"": 437}","{""amount"": 1630.61, ""record_id"": 437}",2026-07-31 12:32:35.312132
113,,432,deleted,users,496,"{""id"": 496, ""is_active"": true}",,2026-07-19 02:38:24.312132
114,,242,logged_in,employees,242,,,2026-07-25 19:36:58.312132
115,70,,logged_in,users,70,,,2026-07-10 15:02:42.312132
116,,283,rejected,service_tickets,111,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-11 03:52:03.312132
117,,294,logged_in,employees,294,,,2026-07-30 03:40:36.312132
118,,310,deleted,vehicles,400,"{""id"": 400, ""is_active"": true}",,2026-07-20 22:46:15.312132
119,,403,approved,service_tickets,191,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-17 14:46:35.312132
120,,385,updated,payments,142,"{""amount"": 1039.33, ""record_id"": 142}","{""amount"": 3499.85, ""record_id"": 142}",2026-07-24 04:05:44.312132
121,,349,updated,job_orders,206,"{""amount"": 1398.29, ""record_id"": 206}","{""amount"": 2235.04, ""record_id"": 206}",2026-07-12 21:17:59.312132
122,,85,logged_in,employees,85,,,2026-08-04 11:08:42.312132
123,,301,created,payments,132,,"{""id"": 132, ""is_active"": true}",2026-07-28 09:39:29.312132
124,,481,updated,users,307,"{""amount"": 945.36, ""record_id"": 307}","{""amount"": 1819.77, ""record_id"": 307}",2026-07-10 09:22:41.312132
125,,274,logged_in,employees,274,,,2026-07-30 23:59:39.312132
126,,149,logged_in,employees,149,,,2026-07-18 13:53:08.312132
127,,196,created,users,106,,"{""id"": 106, ""is_active"": true}",2026-07-18 17:31:19.312132
128,,128,logged_in,employees,128,,,2026-07-14 06:34:47.312132
129,118,,approved,service_tickets,264,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-09 19:01:16.312132
130,,320,approved,service_tickets,418,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-09 00:33:26.312132
131,,411,rejected,service_tickets,496,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-26 04:44:21.312132
132,,78,created,payments,85,,"{""id"": 85, ""is_active"": true}",2026-07-11 06:18:24.312132
133,,16,claimed,retention_offers,28,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 259}",2026-07-18 04:03:53.312132
134,,424,updated,job_orders,205,"{""amount"": 978.23, ""record_id"": 205}","{""amount"": 2255.28, ""record_id"": 205}",2026-07-12 13:22:32.312132
135,,299,logged_in,employees,299,,,2026-07-10 22:52:12.312132
674,,283,created,users,321,,"{""id"": 321, ""is_active"": true}",2026-07-26 02:19:27.312132
136,,159,rejected,service_tickets,351,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-20 07:39:29.312132
137,67,,logged_in,users,67,,,2026-07-20 20:41:56.312132
138,,350,rejected,service_tickets,84,"{""status"": ""pending""}","{""status"": ""declined""}",2026-08-02 06:32:46.312132
139,408,,created,vehicles,79,,"{""id"": 79, ""is_active"": true}",2026-07-23 17:14:48.312132
140,,336,updated,vehicles,119,"{""amount"": 664.97, ""record_id"": 119}","{""amount"": 1965.45, ""record_id"": 119}",2026-07-31 19:46:10.312132
141,,467,status_changed,job_orders,279,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-08-03 02:08:22.312132
142,,306,logged_in,employees,306,,,2026-07-25 06:24:47.312132
143,,207,deleted,job_orders,13,"{""id"": 13, ""is_active"": true}",,2026-07-10 17:37:42.312132
144,,224,logged_in,employees,224,,,2026-07-22 02:39:59.312132
145,,283,approved,service_tickets,163,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-16 01:01:20.312132
146,,346,rejected,service_tickets,226,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-30 23:19:13.312132
147,,4,status_changed,job_orders,182,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-24 06:09:42.312132
148,191,,status_changed,job_orders,294,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-12 01:02:36.312132
149,284,,rejected,service_tickets,377,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-31 02:29:07.312132
150,,109,created,payments,199,,"{""id"": 199, ""is_active"": true}",2026-07-20 06:06:10.312132
151,,415,claimed,retention_offers,40,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 226}",2026-07-30 16:03:54.312132
152,,261,status_changed,job_orders,15,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-21 19:36:09.312132
153,,464,approved,service_tickets,338,"{""status"": ""pending""}","{""status"": ""approved""}",2026-08-02 04:01:22.312132
154,,59,rejected,service_tickets,381,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-19 22:45:58.312132
155,,170,rejected,service_tickets,136,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-07 01:32:55.312132
156,,13,created,job_orders,271,,"{""id"": 271, ""is_active"": true}",2026-08-02 09:50:55.312132
157,486,,deleted,payments,92,"{""id"": 92, ""is_active"": true}",,2026-07-18 12:37:04.312132
158,,474,status_changed,job_orders,238,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-24 09:47:49.312132
159,360,,status_changed,job_orders,312,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-29 08:20:33.312132
160,128,,claimed,retention_offers,164,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 135}",2026-07-19 00:14:02.312132
161,,138,approved,service_tickets,40,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-20 17:35:25.312132
162,68,,deleted,job_orders,277,"{""id"": 277, ""is_active"": true}",,2026-07-21 17:01:35.312132
163,,471,logged_in,employees,471,,,2026-07-12 16:43:58.312132
164,,470,approved,service_tickets,259,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-18 17:28:50.312132
165,,77,claimed,retention_offers,277,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 372}",2026-08-04 16:45:19.312132
166,361,,deleted,job_orders,400,"{""id"": 400, ""is_active"": true}",,2026-07-22 05:23:19.312132
167,,175,rejected,service_tickets,470,"{""status"": ""pending""}","{""status"": ""declined""}",2026-08-04 09:33:44.312132
168,,461,updated,vehicles,132,"{""amount"": 705.72, ""record_id"": 132}","{""amount"": 1654.79, ""record_id"": 132}",2026-07-30 08:42:10.312132
169,,197,deleted,users,344,"{""id"": 344, ""is_active"": true}",,2026-07-20 08:11:24.312132
170,,71,updated,vehicles,196,"{""amount"": 1195.74, ""record_id"": 196}","{""amount"": 2309.68, ""record_id"": 196}",2026-08-04 14:50:55.312132
171,,301,approved,service_tickets,37,"{""status"": ""pending""}","{""status"": ""approved""}",2026-08-04 01:56:06.312132
172,,51,status_changed,job_orders,429,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-08-02 19:44:58.312132
173,,86,approved,service_tickets,338,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-23 08:46:01.312132
174,,37,claimed,retention_offers,170,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 223}",2026-07-31 10:38:10.312132
175,,210,logged_in,employees,210,,,2026-07-19 14:16:12.312132
176,,446,rejected,service_tickets,441,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-20 14:35:03.312132
177,390,,created,vehicles,217,,"{""id"": 217, ""is_active"": true}",2026-07-22 23:38:16.312132
178,352,,created,vehicles,212,,"{""id"": 212, ""is_active"": true}",2026-07-29 16:17:24.312132
179,,139,approved,service_tickets,212,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-15 10:04:46.312132
180,,65,approved,service_tickets,327,"{""status"": ""pending""}","{""status"": ""approved""}",2026-08-04 15:59:11.312132
181,,457,logged_in,employees,457,,,2026-07-14 10:51:27.312132
182,,212,rejected,service_tickets,251,"{""status"": ""pending""}","{""status"": ""declined""}",2026-08-03 12:56:03.312132
183,,320,created,vehicles,358,,"{""id"": 358, ""is_active"": true}",2026-07-11 15:13:46.312132
184,,258,claimed,retention_offers,181,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 212}",2026-08-03 07:29:59.312132
185,,350,claimed,retention_offers,132,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 457}",2026-07-16 05:39:03.312132
186,,459,updated,job_orders,224,"{""amount"": 790.46, ""record_id"": 224}","{""amount"": 1927.72, ""record_id"": 224}",2026-07-23 16:53:35.312132
187,,325,status_changed,job_orders,189,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-11 14:05:13.312132
188,,30,created,vehicles,191,,"{""id"": 191, ""is_active"": true}",2026-07-12 00:37:33.312132
189,,21,claimed,retention_offers,84,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 344}",2026-07-06 04:43:29.312132
190,,50,updated,users,215,"{""amount"": 862.85, ""record_id"": 215}","{""amount"": 2126.17, ""record_id"": 215}",2026-07-21 02:35:13.312132
191,423,,logged_in,users,423,,,2026-08-03 19:58:22.312132
192,,70,approved,service_tickets,159,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-29 22:16:42.312132
193,,327,rejected,service_tickets,322,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-12 02:10:29.312132
194,,137,logged_in,employees,137,,,2026-07-14 10:09:56.312132
195,,481,created,payments,185,,"{""id"": 185, ""is_active"": true}",2026-07-06 18:11:38.312132
196,,197,updated,job_orders,96,"{""amount"": 1132.51, ""record_id"": 96}","{""amount"": 2506.75, ""record_id"": 96}",2026-07-27 13:32:22.312132
197,365,,logged_in,users,365,,,2026-07-20 04:45:47.312132
198,,420,claimed,retention_offers,368,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 486}",2026-07-30 02:33:19.312132
199,,437,rejected,service_tickets,422,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-29 22:31:38.312132
200,,475,updated,job_orders,323,"{""amount"": 1413.34, ""record_id"": 323}","{""amount"": 3359.54, ""record_id"": 323}",2026-08-03 06:53:32.312132
201,,250,claimed,retention_offers,287,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 7}",2026-07-24 03:30:05.312132
202,,123,logged_in,employees,123,,,2026-07-19 17:53:47.312132
203,,405,claimed,retention_offers,222,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 445}",2026-07-22 20:08:04.312132
204,,109,logged_in,employees,109,,,2026-07-31 03:38:54.312132
205,342,,logged_in,users,342,,,2026-07-27 10:25:12.312132
206,,400,status_changed,job_orders,28,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-09 00:23:44.312132
207,356,,rejected,service_tickets,160,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-23 19:11:46.312132
208,,370,deleted,payments,446,"{""id"": 446, ""is_active"": true}",,2026-07-12 15:05:19.312132
209,,57,claimed,retention_offers,400,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 421}",2026-07-10 22:25:03.312132
210,,31,claimed,retention_offers,17,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 44}",2026-07-10 19:14:02.312132
211,,428,updated,payments,275,"{""amount"": 572.38, ""record_id"": 275}","{""amount"": 1527.64, ""record_id"": 275}",2026-07-23 00:36:09.312132
212,362,,approved,service_tickets,362,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-27 17:50:21.312132
213,,35,deleted,users,295,"{""id"": 295, ""is_active"": true}",,2026-07-06 15:00:10.312132
214,197,,approved,service_tickets,311,"{""status"": ""pending""}","{""status"": ""approved""}",2026-08-01 22:27:10.312132
215,,146,deleted,vehicles,399,"{""id"": 399, ""is_active"": true}",,2026-08-04 11:08:44.312132
216,,87,deleted,job_orders,383,"{""id"": 383, ""is_active"": true}",,2026-07-17 03:34:01.312132
217,95,,status_changed,job_orders,86,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-11 05:27:05.312132
218,194,,rejected,service_tickets,15,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-23 22:14:03.312132
219,,394,rejected,service_tickets,499,"{""status"": ""pending""}","{""status"": ""declined""}",2026-07-19 15:24:22.312132
220,,492,updated,payments,267,"{""amount"": 1110.82, ""record_id"": 267}","{""amount"": 2179.72, ""record_id"": 267}",2026-07-26 05:07:31.312132
221,,365,approved,service_tickets,325,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-28 14:36:43.312132
222,480,,approved,service_tickets,33,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-16 22:15:15.312132
223,304,,created,users,350,,"{""id"": 350, ""is_active"": true}",2026-07-23 11:39:19.312132
224,,473,logged_in,employees,473,,,2026-07-22 20:01:28.312132
225,339,,updated,job_orders,69,"{""amount"": 707.27, ""record_id"": 69}","{""amount"": 3432.72, ""record_id"": 69}",2026-08-02 02:54:02.312132
226,,80,created,vehicles,53,,"{""id"": 53, ""is_active"": true}",2026-07-23 14:33:14.312132
227,,477,deleted,payments,483,"{""id"": 483, ""is_active"": true}",,2026-07-21 14:02:21.312132
228,,72,logged_in,employees,72,,,2026-07-08 09:45:21.312132
229,25,,updated,vehicles,201,"{""amount"": 633.76, ""record_id"": 201}","{""amount"": 1662.18, ""record_id"": 201}",2026-07-15 10:39:20.312132
230,500,,updated,job_orders,118,"{""amount"": 674.68, ""record_id"": 118}","{""amount"": 3282.19, ""record_id"": 118}",2026-07-28 16:52:03.312132
231,,388,deleted,payments,141,"{""id"": 141, ""is_active"": true}",,2026-07-08 01:03:54.312132
232,110,,updated,users,215,"{""amount"": 1353.79, ""record_id"": 215}","{""amount"": 3077.11, ""record_id"": 215}",2026-08-01 01:01:27.312132
233,,81,status_changed,job_orders,136,"{""status"": ""inspecting""}","{""status"": ""in_progress""}",2026-07-08 19:20:11.312132
234,77,,updated,vehicles,65,"{""amount"": 1058.33, ""record_id"": 65}","{""amount"": 1561.21, ""record_id"": 65}",2026-07-07 18:20:55.312132
235,,102,claimed,retention_offers,290,"{""is_claimed"": false}","{""is_claimed"": true, ""claimed_on_job_order_id"": 494}",2026-07-20 15:53:02.312132
236,359,,logged_in,users,359,,,2026-07-22 20:47:37.312132
237,,496,updated,job_orders,70,"{""amount"": 1234.83, ""record_id"": 70}","{""amount"": 3040.33, ""record_id"": 70}",2026-08-03 23:25:07.312132
238,367,,logged_in,users,367,,,2026-07-27 15:02:31.312132
239,238,,approved,service_tickets,289,"{""status"": ""pending""}","{""status"": ""approved""}",2026-07-23 22:03:49.312132
240,486,,updated,users,91,"{""amount"": 981.95, ""record_id"": 91}","{""amount"": 2148.45, ""record_id"": 91}",2026-07-27 20:17:17.312132
241,,350,rejected,service_tickets,195,"{""status"": ""pending""}","{""status"": ""declined""}",2026-08-02 04:36:38.312132
