id,employee_id,query_category,context_vehicle_id,started_at
118,391,part_validation,885,2026-01-28 01:12:02.312132
119,27,prescriptive_diagnosis,76,2026-06-10 17:17:07.312132
120,477,part_validation,595,2026-05-21 18:09:07.312132
121,426,technical_manual,813,2026-06-22 00:09:21.312132
122,227,technical_manual,594,2025-10-20 02:23:50.312132
123,402,technical_manual,103,2025-12-23 05:58:32.312132
124,247,prescriptive_diagnosis,,2026-01-16 20:27:37.312132
125,487,technical_manual,696,2025-12-27 15:38:17.312132
126,223,part_validation,671,2025-12-28 18:44:19.312132
127,237,prescriptive_diagnosis,52,2026-06-20 21:52:23.312132
128,318,part_validation,,2026-02-01 10:03:08.312132
129,283,technical_manual,54,2026-03-22 13:21:57.312132
130,485,technical_manual,383,2026-01-30 05:25:27.312132
131,381,part_validation,856,2026-05-30 13:34:39.312132
132,114,prescriptive_diagnosis,423,2025-10-16 15:55:25.312132
133,350,part_validation,812,2026-05-29 15:41:10.312132
134,188,prescriptive_diagnosis,817,2026-03-12 23:21:04.312132
135,258,technical_manual,522,2025-08-20 06:47:12.312132
136,271,technical_manual,760,2026-04-07 07:52:57.312132
137,150,part_validation,,2026-07-11 05:00:46.312132
138,107,prescriptive_diagnosis,355,2026-07-18 12:24:44.312132
139,242,technical_manual,714,2026-07-12 07:40:57.312132
140,204,prescriptive_diagnosis,322,2026-04-04 06:39:52.312132
141,439,part_validation,496,2026-04-12 21:27:55.312132
142,64,technical_manual,,2026-03-12 13:55:14.312132
143,224,technical_manual,899,2026-03-20 10:29:32.312132
144,438,prescriptive_diagnosis,951,2025-09-06 21:27:02.312132
145,266,part_validation,,2026-05-03 00:17:41.312132
146,414,prescriptive_diagnosis,678,2026-07-24 09:41:24.312132
147,45,technical_manual,,2026-05-31 17:59:44.312132
148,198,part_validation,775,2025-09-03 20:29:21.312132
149,264,technical_manual,,2026-01-29 19:28:34.312132
150,405,part_validation,920,2026-06-17 22:30:06.312132
151,278,technical_manual,973,2026-05-30 11:16:26.312132
152,452,technical_manual,,2025-10-25 15:22:27.312132
153,365,part_validation,,2026-02-01 15:49:28.312132
154,11,part_validation,617,2026-03-21 10:22:55.312132
155,440,part_validation,564,2026-06-26 15:30:05.312132
156,64,prescriptive_diagnosis,,2025-08-19 02:00:37.312132
157,55,technical_manual,,2025-12-27 18:08:55.312132
158,321,technical_manual,,2026-07-01 00:14:23.312132
159,409,technical_manual,324,2025-11-11 01:31:41.312132
160,259,prescriptive_diagnosis,284,2025-08-26 09:24:28.312132
161,396,prescriptive_diagnosis,,2026-05-07 15:44:01.312132
162,16,prescriptive_diagnosis,206,2025-09-22 12:45:28.312132
163,206,technical_manual,927,2026-04-23 15:21:38.312132
164,2,technical_manual,,2025-08-08 21:56:25.312132
165,464,technical_manual,57,2025-09-25 11:07:53.312132
166,106,technical_manual,,2026-06-19 07:35:14.312132
167,248,part_validation,779,2026-01-05 02:23:31.312132
168,431,prescriptive_diagnosis,,2026-06-09 01:18:40.312132
169,353,technical_manual,,2026-05-21 03:31:25.312132
170,174,part_validation,,2026-02-28 09:13:57.312132
171,36,technical_manual,,2026-02-06 14:33:58.312132
172,404,prescriptive_diagnosis,584,2026-01-16 07:00:18.312132
173,93,technical_manual,891,2025-09-25 13:50:24.312132
174,389,technical_manual,694,2026-01-22 11:42:14.312132
175,435,prescriptive_diagnosis,,2026-08-03 01:15:35.312132
176,299,technical_manual,443,2026-01-17 00:23:56.312132
177,218,prescriptive_diagnosis,667,2025-09-09 06:20:49.312132
178,132,prescriptive_diagnosis,,2026-02-09 11:50:36.312132
179,67,technical_manual,291,2026-01-17 14:21:03.312132
180,377,technical_manual,,2025-08-21 14:30:36.312132
181,188,technical_manual,953,2026-03-16 14:17:04.312132
182,101,part_validation,318,2026-06-17 01:00:55.312132
183,198,technical_manual,446,2026-01-12 08:47:08.312132
184,464,part_validation,,2026-03-10 08:45:50.312132
185,237,prescriptive_diagnosis,65,2025-12-06 22:35:14.312132
186,44,part_validation,981,2026-01-24 12:27:52.312132
187,137,part_validation,111,2026-06-15 00:15:30.312132
188,337,technical_manual,61,2026-05-08 20:14:08.312132
189,96,part_validation,,2026-01-29 22:39:38.312132
190,225,technical_manual,,2026-03-01 09:28:00.312132
191,471,prescriptive_diagnosis,,2026-06-25 14:50:49.312132
192,349,part_validation,,2026-07-23 06:10:55.312132
193,405,part_validation,973,2026-08-04 14:43:56.312132
194,429,technical_manual,928,2026-02-27 16:38:34.312132
195,125,prescriptive_diagnosis,263,2026-05-20 11:31:33.312132
196,63,technical_manual,484,2025-08-11 23:18:23.312132
197,243,prescriptive_diagnosis,120,2026-07-06 05:20:33.312132
198,136,prescriptive_diagnosis,401,2025-10-29 17:41:43.312132
199,415,technical_manual,2,2026-06-22 03:36:29.312132
200,187,prescriptive_diagnosis,,2025-11-16 05:30:39.312132
201,130,part_validation,232,2026-02-12 15:50:57.312132
202,190,technical_manual,313,2025-11-24 15:42:34.312132
203,197,prescriptive_diagnosis,833,2025-12-31 13:52:20.312132
204,324,part_validation,903,2025-10-29 21:14:44.312132
205,471,technical_manual,,2026-03-14 11:30:28.312132
206,404,part_validation,129,2026-07-19 05:29:22.312132
207,92,technical_manual,,2026-02-19 01:17:03.312132
208,1,part_validation,672,2025-10-18 16:37:34.312132
209,58,prescriptive_diagnosis,230,2026-01-29 01:48:10.312132
210,155,technical_manual,424,2025-10-22 12:42:28.312132
211,154,part_validation,883,2025-08-22 23:36:38.312132
212,75,prescriptive_diagnosis,,2025-12-04 12:11:22.312132
213,448,part_validation,,2025-09-07 22:33:28.312132
214,140,prescriptive_diagnosis,,2025-12-11 17:08:04.312132
215,15,part_validation,,2026-07-03 22:10:38.312132
216,339,part_validation,317,2026-06-17 14:10:23.312132
217,439,part_validation,234,2025-10-03 07:32:49.312132
218,454,technical_manual,353,2026-05-29 20:23:01.312132
219,283,prescriptive_diagnosis,,2025-12-28 22:08:07.312132
220,111,prescriptive_diagnosis,337,2025-09-26 13:06:46.312132
221,118,technical_manual,881,2025-10-03 12:39:00.312132
222,128,prescriptive_diagnosis,837,2025-10-31 22:24:00.312132
223,454,part_validation,,2026-02-03 23:47:55.312132
224,338,prescriptive_diagnosis,,2026-02-09 07:07:00.312132
225,60,prescriptive_diagnosis,,2026-01-02 20:06:14.312132
226,86,prescriptive_diagnosis,,2026-01-19 02:39:40.312132
227,342,prescriptive_diagnosis,720,2026-07-07 12:00:05.312132
228,407,part_validation,945,2026-05-10 22:05:55.312132
229,46,prescriptive_diagnosis,288,2025-10-15 23:54:56.312132
230,232,part_validation,970,2026-02-09 12:50:44.312132
231,107,part_validation,323,2025-12-25 17:26:35.312132
232,137,technical_manual,583,2025-09-17 02:33:07.312132
233,479,prescriptive_diagnosis,249,2025-12-25 07:14:59.312132
234,94,part_validation,,2026-06-07 14:29:47.312132
235,484,part_validation,454,2026-01-13 20:49:19.312132
236,303,prescriptive_diagnosis,599,2026-04-29 06:27:58.312132
237,146,technical_manual,,2025-10-26 08:13:44.312132
238,319,prescriptive_diagnosis,,2026-02-11 14:57:47.312132
239,405,technical_manual,499,2026-02-16 01:16:35.312132
240,93,technical_manual,516,2026-05-26 17:34:38.312132
241,490,prescriptive_diagnosis,274,2025-09-02 20:33:44.312132
242,43,prescriptive_diagnosis,953,2026-06-09 01:41:57.312132
243,83,part_validation,362,2026-03-13 19:00:19.312132
244,286,part_validation,435,2026-06-14 00:04:03.312132
245,168,part_validation,957,2025-08-13 23:56:00.312132
246,391,part_validation,419,2025-11-06 21:50:49.312132
247,418,technical_manual,592,2025-11-15 23:13:54.312132
248,386,technical_manual,96,2025-09-30 02:04:04.312132
249,444,technical_manual,569,2025-12-30 18:17:22.312132
250,314,technical_manual,663,2026-01-11 03:25:06.312132
251,94,part_validation,145,2025-11-09 16:12:21.312132
252,171,part_validation,686,2025-10-03 17:29:38.312132
253,256,technical_manual,709,2026-02-21 00:55:55.312132
254,141,technical_manual,14,2026-02-03 16:06:55.312132
255,442,prescriptive_diagnosis,362,2026-05-04 21:22:37.312132
256,242,prescriptive_diagnosis,915,2026-07-21 10:05:06.312132
257,197,technical_manual,283,2026-03-15 00:55:13.312132
258,455,technical_manual,6,2026-06-10 15:36:51.312132
259,385,prescriptive_diagnosis,,2026-03-29 04:57:33.312132
260,140,technical_manual,666,2025-08-06 13:25:28.312132
261,406,technical_manual,,2026-01-06 01:22:50.312132
262,174,prescriptive_diagnosis,984,2026-07-27 05:57:31.312132
263,359,technical_manual,,2025-11-26 07:21:00.312132
264,358,part_validation,,2025-10-15 09:17:53.312132
265,419,technical_manual,34,2026-03-11 22:09:34.312132
266,446,technical_manual,,2026-06-22 01:33:32.312132
267,263,part_validation,710,2026-05-24 09:29:59.312132
268,146,prescriptive_diagnosis,8,2025-11-27 07:13:06.312132
269,386,technical_manual,893,2026-02-01 16:19:02.312132
270,341,technical_manual,172,2026-01-16 14:13:28.312132
271,397,part_validation,155,2026-04-22 01:48:49.312132
272,392,part_validation,,2026-02-21 08:19:47.312132
273,398,part_validation,452,2026-01-22 10:31:34.312132
274,249,prescriptive_diagnosis,705,2025-10-09 14:43:00.312132
275,155,technical_manual,,2026-03-04 18:56:36.312132
276,173,technical_manual,960,2025-08-29 01:13:20.312132
277,246,part_validation,499,2026-01-11 07:37:35.312132
278,382,part_validation,59,2025-10-06 22:18:02.312132
279,465,technical_manual,,2026-03-27 12:46:11.312132
280,28,prescriptive_diagnosis,328,2025-09-19 12:25:19.312132
281,121,prescriptive_diagnosis,,2026-05-03 15:54:07.312132
282,21,technical_manual,390,2025-11-26 11:44:50.312132
283,334,prescriptive_diagnosis,105,2025-11-20 23:44:13.312132
284,261,part_validation,,2026-04-14 07:49:26.312132
285,317,prescriptive_diagnosis,987,2026-05-13 00:39:31.312132
286,154,technical_manual,198,2026-07-02 08:12:10.312132
287,438,part_validation,351,2026-04-23 02:52:20.312132
288,357,part_validation,334,2026-05-27 10:18:51.312132
289,456,prescriptive_diagnosis,335,2025-08-13 08:21:52.312132
290,227,technical_manual,390,2025-09-23 18:41:51.312132
291,445,technical_manual,893,2025-08-24 23:56:49.312132
292,265,part_validation,483,2026-05-09 17:10:26.312132
293,12,technical_manual,,2026-07-18 22:20:49.312132
294,422,prescriptive_diagnosis,89,2025-12-27 09:33:02.312132
295,120,part_validation,,2026-05-27 05:18:23.312132
296,87,part_validation,818,2025-09-13 21:12:46.312132
297,403,technical_manual,148,2026-03-18 12:39:12.312132
298,422,technical_manual,235,2026-01-08 20:48:44.312132
299,268,part_validation,289,2026-07-16 14:49:05.312132
300,203,technical_manual,,2026-02-07 23:10:12.312132
