id,customer_user_id,assigned_employee_id,reference_type,reference_id,session_status,started_at,last_activity_at
21,368,342,service_ticket,89,admin_handling,2025-07-08 02:35:41.312132,2025-07-12 02:35:41.312132
22,422,394,job_order,214,admin_handling,2025-07-27 02:35:41.312132,2025-08-03 02:35:41.312132
23,367,169,job_order,,resolved,2025-11-12 02:35:41.312132,2025-11-17 02:35:41.312132
24,25,195,service_ticket,28,resolved,2025-12-04 02:35:41.312132,2025-12-08 02:35:41.312132
25,89,299,service_ticket,,resolved,2026-08-14 02:35:41.312132,2026-08-23 02:35:41.312132
26,189,223,general,,admin_handling,2025-07-19 02:35:41.312132,2025-07-28 02:35:41.312132
27,490,486,general,348,bot_handling,2026-02-11 02:35:41.312132,2026-02-16 02:35:41.312132
28,172,193,general,50,resolved,2025-12-25 02:35:41.312132,2025-12-26 02:35:41.312132
29,452,142,job_order,187,admin_handling,2025-08-19 02:35:41.312132,2025-08-23 02:35:41.312132
30,331,44,service_ticket,168,bot_handling,2025-06-11 02:35:41.312132,2025-06-14 02:35:41.312132
31,360,357,service_ticket,132,admin_handling,2026-02-20 02:35:41.312132,2026-03-06 02:35:41.312132
32,217,40,general,,admin_handling,2026-07-25 02:35:41.312132,2026-08-09 02:35:41.312132
33,455,242,job_order,,waiting_for_admin,2025-06-25 02:35:41.312132,2025-07-07 02:35:41.312132
34,320,456,job_order,462,admin_handling,2025-10-18 02:35:41.312132,2025-10-20 02:35:41.312132
35,229,376,service_ticket,196,bot_handling,2025-11-01 02:35:41.312132,2025-11-03 02:35:41.312132
36,315,250,job_order,,resolved,2026-03-28 02:35:41.312132,2026-04-06 02:35:41.312132
37,63,168,service_ticket,410,admin_handling,2025-12-03 02:35:41.312132,2025-12-10 02:35:41.312132
38,240,452,service_ticket,9,resolved,2025-12-16 02:35:41.312132,2025-12-18 02:35:41.312132
39,463,401,general,12,resolved,2025-11-20 02:35:41.312132,2025-11-27 02:35:41.312132
40,298,428,service_ticket,461,admin_handling,2025-09-02 02:35:41.312132,2025-09-11 02:35:41.312132
41,467,78,general,205,bot_handling,2025-04-12 02:35:41.312132,2025-04-18 02:35:41.312132
42,259,162,general,,bot_handling,2026-01-03 02:35:41.312132,2026-01-18 02:35:41.312132
43,362,262,general,453,resolved,2025-09-09 02:35:41.312132,2025-09-26 02:35:41.312132
44,87,396,general,191,waiting_for_admin,2025-06-04 02:35:41.312132,2025-06-15 02:35:41.312132
45,23,71,service_ticket,159,bot_handling,2026-08-06 02:35:41.312132,2026-08-12 02:35:41.312132
46,221,394,general,,waiting_for_admin,2025-07-07 02:35:41.312132,2025-07-09 02:35:41.312132
47,126,167,general,,bot_handling,2026-05-31 02:35:41.312132,2026-06-12 02:35:41.312132
48,323,153,job_order,,bot_handling,2026-04-03 02:35:41.312132,2026-04-12 02:35:41.312132
49,249,177,general,,resolved,2025-06-23 02:35:41.312132,2025-06-24 02:35:41.312132
50,406,431,general,88,admin_handling,2026-05-12 02:35:41.312132,2026-05-18 02:35:41.312132
51,450,470,service_ticket,148,bot_handling,2026-04-25 02:35:41.312132,2026-05-07 02:35:41.312132
52,348,216,general,123,admin_handling,2025-09-30 02:35:41.312132,2025-10-11 02:35:41.312132
53,334,311,service_ticket,218,resolved,2025-06-19 02:35:41.312132,2025-07-01 02:35:41.312132
54,414,12,general,,waiting_for_admin,2025-09-17 02:35:41.312132,2025-09-26 02:35:41.312132
55,253,263,job_order,308,waiting_for_admin,2026-03-14 02:35:41.312132,2026-03-31 02:35:41.312132
56,223,331,service_ticket,140,bot_handling,2026-05-29 02:35:41.312132,2026-06-10 02:35:41.312132
57,26,267,service_ticket,,bot_handling,2025-12-04 02:35:41.312132,2025-12-10 02:35:41.312132
58,219,428,service_ticket,15,resolved,2026-01-13 02:35:41.312132,2026-01-24 02:35:41.312132
59,247,75,job_order,,admin_handling,2026-06-13 02:35:41.312132,2026-06-23 02:35:41.312132
60,23,88,service_ticket,159,resolved,2026-07-30 02:35:41.312132,2026-08-10 02:35:41.312132
61,327,499,job_order,405,resolved,2026-05-01 02:35:41.312132,2026-05-06 02:35:41.312132
62,160,252,service_ticket,,bot_handling,2026-03-11 02:35:41.312132,2026-03-15 02:35:41.312132
63,460,210,service_ticket,,bot_handling,2025-06-14 02:35:41.312132,2025-06-23 02:35:41.312132
64,36,499,job_order,,waiting_for_admin,2025-05-18 02:35:41.312132,2025-05-28 02:35:41.312132
65,245,350,service_ticket,74,bot_handling,2026-01-04 02:35:41.312132,2026-01-09 02:35:41.312132
66,420,471,service_ticket,122,waiting_for_admin,2025-12-02 02:35:41.312132,2025-12-19 02:35:41.312132
67,91,336,general,237,bot_handling,2026-01-27 02:35:41.312132,2026-02-07 02:35:41.312132
68,46,31,general,129,waiting_for_admin,2025-10-14 02:35:41.312132,2025-10-30 02:35:41.312132
69,90,322,general,393,waiting_for_admin,2026-03-30 02:35:41.312132,2026-04-10 02:35:41.312132
70,358,200,service_ticket,312,waiting_for_admin,2026-04-19 02:35:41.312132,2026-04-23 02:35:41.312132
71,200,95,service_ticket,228,admin_handling,2025-07-16 02:35:41.312132,2025-07-25 02:35:41.312132
72,80,439,service_ticket,36,waiting_for_admin,2025-12-09 02:35:41.312132,2025-12-19 02:35:41.312132
73,246,444,general,290,admin_handling,2026-06-07 02:35:41.312132,2026-06-18 02:35:41.312132
74,79,108,job_order,227,waiting_for_admin,2025-04-27 02:35:41.312132,2025-04-29 02:35:41.312132
75,178,238,general,257,admin_handling,2025-08-12 02:35:41.312132,2025-08-27 02:35:41.312132
76,358,326,job_order,312,bot_handling,2026-04-20 02:35:41.312132,2026-04-30 02:35:41.312132
77,368,351,job_order,89,bot_handling,2025-07-09 02:35:41.312132,2025-07-16 02:35:41.312132
78,22,335,general,43,resolved,2025-08-04 02:35:41.312132,2025-08-16 02:35:41.312132
79,5,169,job_order,155,bot_handling,2026-02-04 02:35:41.312132,2026-02-20 02:35:41.312132
80,420,142,service_ticket,122,admin_handling,2025-12-10 02:35:41.312132,2025-12-15 02:35:41.312132
81,390,422,job_order,,waiting_for_admin,2025-08-10 02:35:41.312132,2025-08-26 02:35:41.312132
82,94,373,general,,resolved,2025-10-13 02:35:41.312132,2025-10-26 02:35:41.312132
83,188,407,job_order,61,waiting_for_admin,2025-12-28 02:35:41.312132,2026-01-07 02:35:41.312132
84,12,349,service_ticket,166,resolved,2025-08-30 02:35:41.312132,2025-09-08 02:35:41.312132
85,428,412,general,,bot_handling,2025-08-18 02:35:41.312132,2025-09-03 02:35:41.312132
86,36,479,job_order,,bot_handling,2025-05-17 02:35:41.312132,2025-05-22 02:35:41.312132
87,207,240,service_ticket,13,resolved,2026-07-18 02:35:41.312132,2026-07-23 02:35:41.312132
88,151,40,service_ticket,,bot_handling,2026-04-09 02:35:41.312132,2026-04-19 02:35:41.312132
89,327,111,general,405,admin_handling,2026-04-28 02:35:41.312132,2026-05-07 02:35:41.312132
90,368,436,job_order,89,resolved,2025-07-10 02:35:41.312132,2025-07-17 02:35:41.312132
91,444,404,service_ticket,202,bot_handling,2026-03-29 02:35:41.312132,2026-03-30 02:35:41.312132
92,240,78,job_order,9,waiting_for_admin,2025-12-17 02:35:41.312132,2025-12-27 02:35:41.312132
93,249,435,job_order,,bot_handling,2025-06-22 02:35:41.312132,2025-06-25 02:35:41.312132
94,404,368,general,190,bot_handling,2026-01-19 02:35:41.312132,2026-01-30 02:35:41.312132
95,344,295,general,,admin_handling,2025-08-19 02:35:41.312132,2025-08-26 02:35:41.312132
96,196,77,service_ticket,245,resolved,2025-10-20 02:35:41.312132,2025-11-02 02:35:41.312132
97,373,255,job_order,139,admin_handling,2025-11-22 02:35:41.312132,2025-11-28 02:35:41.312132
98,222,95,general,216,waiting_for_admin,2025-08-03 02:35:41.312132,2025-08-13 02:35:41.312132
99,386,341,job_order,211,resolved,2026-02-18 02:35:41.312132,2026-02-22 02:35:41.312132
100,451,8,general,,bot_handling,2025-07-24 02:35:41.312132,2025-07-31 02:35:41.312132
101,204,207,job_order,305,admin_handling,2025-06-25 02:35:41.312132,2025-07-07 02:35:41.312132
102,77,346,general,413,waiting_for_admin,2025-06-21 02:35:41.312132,2025-07-04 02:35:41.312132
103,209,414,service_ticket,,resolved,2026-05-19 02:35:41.312132,2026-05-30 02:35:41.312132
104,128,197,job_order,433,waiting_for_admin,2026-05-12 02:35:41.312132,2026-05-14 02:35:41.312132
105,421,438,service_ticket,,waiting_for_admin,2026-01-15 02:35:41.312132,2026-01-25 02:35:41.312132
106,159,373,general,284,resolved,2025-08-02 02:35:41.312132,2025-08-13 02:35:41.312132
107,493,243,general,33,resolved,2025-11-21 02:35:41.312132,2025-11-26 02:35:41.312132
108,79,12,job_order,227,waiting_for_admin,2025-04-22 02:35:41.312132,2025-04-29 02:35:41.312132
109,474,330,general,87,waiting_for_admin,2026-03-28 02:35:41.312132,2026-04-09 02:35:41.312132
110,242,82,service_ticket,,resolved,2025-11-26 02:35:41.312132,2025-12-07 02:35:41.312132
111,50,246,job_order,304,resolved,2025-09-29 02:35:41.312132,2025-10-10 02:35:41.312132
112,29,338,general,,bot_handling,2025-10-02 02:35:41.312132,2025-10-07 02:35:41.312132
113,105,156,service_ticket,,bot_handling,2025-09-23 02:35:41.312132,2025-10-06 02:35:41.312132
114,367,255,general,,bot_handling,2025-11-15 02:35:41.312132,2025-11-21 02:35:41.312132
115,352,255,general,,admin_handling,2025-05-16 02:35:41.312132,2025-05-21 02:35:41.312132
116,302,487,service_ticket,,resolved,2026-06-08 02:35:41.312132,2026-06-19 02:35:41.312132
117,115,496,service_ticket,,bot_handling,2025-05-04 02:35:41.312132,2025-05-16 02:35:41.312132
118,477,209,service_ticket,,resolved,2025-11-13 02:35:41.312132,2025-11-24 02:35:41.312132
119,396,50,general,,bot_handling,2026-02-24 02:35:41.312132,2026-02-28 02:35:41.312132
120,42,67,job_order,347,resolved,2026-01-05 02:35:41.312132,2026-01-09 02:35:41.312132
121,388,221,general,,bot_handling,2025-10-16 02:35:41.312132,2025-10-26 02:35:41.312132
122,167,398,service_ticket,,admin_handling,2025-08-23 02:35:41.312132,2025-09-03 02:35:41.312132
123,377,25,service_ticket,,waiting_for_admin,2026-06-23 02:35:41.312132,2026-07-04 02:35:41.312132
124,128,337,general,433,resolved,2026-05-10 02:35:41.312132,2026-05-13 02:35:41.312132
125,234,114,service_ticket,335,admin_handling,2025-11-07 02:35:41.312132,2025-11-17 02:35:41.312132
126,403,415,general,208,bot_handling,2026-04-04 02:35:41.312132,2026-04-15 02:35:41.312132
127,1,116,service_ticket,48,resolved,2025-12-20 02:35:41.312132,2025-12-24 02:35:41.312132
128,250,189,service_ticket,,resolved,2025-08-16 02:35:41.312132,2025-08-29 02:35:41.312132
129,429,359,job_order,183,bot_handling,2026-04-11 02:35:41.312132,2026-04-14 02:35:41.312132
130,464,420,job_order,66,resolved,2026-01-18 02:35:41.312132,2026-01-30 02:35:41.312132
131,121,310,general,207,resolved,2025-10-04 02:35:41.312132,2025-10-13 02:35:41.312132
132,27,69,service_ticket,19,admin_handling,2025-08-18 02:35:41.312132,2025-08-26 02:35:41.312132
133,497,483,service_ticket,,resolved,2026-08-10 02:35:41.312132,2026-08-20 02:35:41.312132
134,472,186,job_order,,admin_handling,2025-10-08 02:35:41.312132,2025-10-16 02:35:41.312132
135,397,167,job_order,,bot_handling,2026-07-13 02:35:41.312132,2026-07-25 02:35:41.312132
136,468,499,job_order,449,bot_handling,2025-10-07 02:35:41.312132,2025-10-10 02:35:41.312132
137,159,175,service_ticket,284,resolved,2025-07-28 02:35:41.312132,2025-08-04 02:35:41.312132
138,341,51,service_ticket,,resolved,2026-01-25 02:35:41.312132,2026-02-07 02:35:41.312132
139,90,295,job_order,393,waiting_for_admin,2026-03-26 02:35:41.312132,2026-04-04 02:35:41.312132
140,364,201,job_order,263,waiting_for_admin,2025-05-26 02:35:41.312132,2025-06-03 02:35:41.312132
141,92,2,general,,admin_handling,2026-03-28 02:35:41.312132,2026-04-03 02:35:41.312132
142,266,142,general,,admin_handling,2026-01-02 02:35:41.312132,2026-01-14 02:35:41.312132
143,207,200,job_order,13,admin_handling,2026-07-14 02:35:41.312132,2026-07-26 02:35:41.312132
144,467,343,service_ticket,205,admin_handling,2025-04-07 02:35:41.312132,2025-04-13 02:35:41.312132
145,108,497,job_order,,resolved,2026-03-26 02:35:41.312132,2026-03-30 02:35:41.312132
146,171,132,job_order,18,admin_handling,2025-12-29 02:35:41.312132,2025-12-31 02:35:41.312132
147,20,476,job_order,,resolved,2026-05-20 02:35:41.312132,2026-05-22 02:35:41.312132
148,7,278,general,,bot_handling,2026-01-17 02:35:41.312132,2026-01-24 02:35:41.312132
149,288,109,general,,waiting_for_admin,2025-06-17 02:35:41.312132,2025-06-25 02:35:41.312132
150,123,420,general,119,waiting_for_admin,2025-10-14 02:35:41.312132,2025-10-30 02:35:41.312132
151,173,428,general,,resolved,2025-10-15 02:35:41.312132,2025-10-18 02:35:41.312132
152,93,110,job_order,49,admin_handling,2026-07-03 02:35:41.312132,2026-07-15 02:35:41.312132
153,498,234,service_ticket,,bot_handling,2025-07-18 02:35:41.312132,2025-07-20 02:35:41.312132
154,119,433,job_order,,admin_handling,2025-10-08 02:35:41.312132,2025-10-19 02:35:41.312132
155,227,492,general,188,waiting_for_admin,2025-04-07 02:35:41.312132,2025-04-20 02:35:41.312132
156,339,88,service_ticket,360,resolved,2025-05-06 02:35:41.312132,2025-05-19 02:35:41.312132
157,216,244,service_ticket,,waiting_for_admin,2025-12-07 02:35:41.312132,2025-12-20 02:35:41.312132
158,326,120,general,,admin_handling,2025-09-10 02:35:41.312132,2025-09-10 02:35:41.312132
159,43,490,general,98,admin_handling,2026-06-27 02:35:41.312132,2026-07-10 02:35:41.312132
160,34,79,service_ticket,105,resolved,2026-07-24 02:35:41.312132,2026-08-01 02:35:41.312132
161,450,248,general,148,waiting_for_admin,2026-05-01 02:35:41.312132,2026-05-07 02:35:41.312132
162,390,287,service_ticket,,waiting_for_admin,2025-08-16 02:35:41.312132,2025-08-23 02:35:41.312132
163,450,496,general,148,waiting_for_admin,2026-04-30 02:35:41.312132,2026-05-10 02:35:41.312132
164,259,257,job_order,,admin_handling,2026-01-09 02:35:41.312132,2026-01-17 02:35:41.312132
165,147,53,general,56,resolved,2025-12-31 02:35:41.312132,2026-01-05 02:35:41.312132
166,466,89,service_ticket,5,waiting_for_admin,2026-01-11 02:35:41.312132,2026-01-25 02:35:41.312132
167,298,17,general,461,admin_handling,2025-08-31 02:35:41.312132,2025-09-14 02:35:41.312132
168,483,56,service_ticket,,admin_handling,2025-07-19 02:35:41.312132,2025-07-26 02:35:41.312132
169,35,483,general,,bot_handling,2025-06-18 02:35:41.312132,2025-06-25 02:35:41.312132
170,148,144,general,463,resolved,2026-02-05 02:35:41.312132,2026-02-12 02:35:41.312132
171,492,371,job_order,309,resolved,2025-11-09 02:35:41.312132,2025-11-15 02:35:41.312132
172,231,418,general,,admin_handling,2025-04-19 02:35:41.312132,2025-04-25 02:35:41.312132
173,404,34,general,190,admin_handling,2026-01-24 02:35:41.312132,2026-01-28 02:35:41.312132
174,311,62,job_order,173,waiting_for_admin,2025-04-21 02:35:41.312132,2025-04-29 02:35:41.312132
175,457,202,general,,admin_handling,2026-04-06 02:35:41.312132,2026-04-15 02:35:41.312132
176,436,75,general,30,admin_handling,2025-08-30 02:35:41.312132,2025-09-09 02:35:41.312132
177,58,429,service_ticket,,waiting_for_admin,2025-08-04 02:35:41.312132,2025-08-13 02:35:41.312132
178,320,66,service_ticket,462,admin_handling,2025-10-18 02:35:41.312132,2025-10-24 02:35:41.312132
179,21,149,general,118,bot_handling,2025-10-01 02:35:41.312132,2025-10-08 02:35:41.312132
180,76,234,general,100,admin_handling,2025-08-27 02:35:41.312132,2025-09-03 02:35:41.312132
181,2,372,service_ticket,362,waiting_for_admin,2025-09-27 02:35:41.312132,2025-10-05 02:35:41.312132
182,141,335,service_ticket,339,waiting_for_admin,2026-03-21 02:35:41.312132,2026-04-03 02:35:41.312132
183,334,356,general,218,resolved,2025-06-21 02:35:41.312132,2025-07-05 02:35:41.312132
184,223,326,general,140,waiting_for_admin,2026-06-01 02:35:41.312132,2026-06-15 02:35:41.312132
185,340,485,job_order,279,bot_handling,2026-05-08 02:35:41.312132,2026-05-19 02:35:41.312132
186,225,138,job_order,,bot_handling,2026-01-30 02:35:41.312132,2026-02-06 02:35:41.312132
187,87,184,general,191,bot_handling,2025-05-31 02:35:41.312132,2025-06-14 02:35:41.312132
188,467,362,service_ticket,205,resolved,2025-04-06 02:35:41.312132,2025-04-17 02:35:41.312132
189,486,51,service_ticket,206,admin_handling,2025-09-23 02:35:41.312132,2025-10-01 02:35:41.312132
190,122,110,general,,admin_handling,2025-08-29 02:35:41.312132,2025-09-13 02:35:41.312132
191,169,59,general,,waiting_for_admin,2025-06-13 02:35:41.312132,2025-07-01 02:35:41.312132
192,25,330,general,28,waiting_for_admin,2025-11-30 02:35:41.312132,2025-12-15 02:35:41.312132
193,282,110,job_order,51,admin_handling,2025-04-12 02:35:41.312132,2025-04-20 02:35:41.312132
194,23,178,service_ticket,159,admin_handling,2026-08-06 02:35:41.312132,2026-08-11 02:35:41.312132
195,412,360,general,321,waiting_for_admin,2026-07-02 02:35:41.312132,2026-07-06 02:35:41.312132
196,379,173,service_ticket,238,waiting_for_admin,2026-06-29 02:35:41.312132,2026-07-03 02:35:41.312132
197,181,181,general,242,resolved,2025-03-30 02:35:41.312132,2025-04-13 02:35:41.312132
198,200,477,job_order,228,admin_handling,2025-07-17 02:35:41.312132,2025-07-28 02:35:41.312132
199,221,96,job_order,,bot_handling,2025-07-04 02:35:41.312132,2025-07-08 02:35:41.312132
200,373,439,service_ticket,139,waiting_for_admin,2025-11-22 02:35:41.312132,2025-11-27 02:35:41.312132
201,143,90,service_ticket,197,admin_handling,2025-09-11 02:35:41.312132,2025-09-20 02:35:41.312132
202,312,297,job_order,469,waiting_for_admin,2026-05-01 02:35:41.312132,2026-05-06 02:35:41.312132
203,88,169,job_order,,admin_handling,2026-06-12 02:35:41.312132,2026-06-20 02:35:41.312132
204,167,128,job_order,,waiting_for_admin,2025-08-30 02:35:41.312132,2025-09-02 02:35:41.312132
205,461,338,general,125,bot_handling,2025-09-20 02:35:41.312132,2025-10-02 02:35:41.312132
206,37,362,job_order,,bot_handling,2026-07-16 02:35:41.312132,2026-07-22 02:35:41.312132
207,290,94,general,23,bot_handling,2026-06-04 02:35:41.312132,2026-06-11 02:35:41.312132
208,458,223,job_order,165,bot_handling,2025-12-11 02:35:41.312132,2025-12-19 02:35:41.312132
209,483,468,general,,waiting_for_admin,2025-07-11 02:35:41.312132,2025-07-19 02:35:41.312132
210,24,275,service_ticket,,resolved,2026-06-07 02:35:41.312132,2026-06-18 02:35:41.312132
211,9,270,job_order,,admin_handling,2026-02-12 02:35:41.312132,2026-02-13 02:35:41.312132
212,107,436,service_ticket,180,admin_handling,2025-05-25 02:35:41.312132,2025-05-29 02:35:41.312132
213,497,164,job_order,,admin_handling,2026-08-09 02:35:41.312132,2026-08-21 02:35:41.312132
214,300,56,service_ticket,40,bot_handling,2026-04-02 02:35:41.312132,2026-04-07 02:35:41.312132
215,422,305,service_ticket,214,bot_handling,2025-07-30 02:35:41.312132,2025-08-03 02:35:41.312132
216,104,135,job_order,241,bot_handling,2025-07-07 02:35:41.312132,2025-07-10 02:35:41.312132
217,276,243,general,,bot_handling,2025-05-05 02:35:41.312132,2025-05-11 02:35:41.312132
218,287,192,service_ticket,379,resolved,2025-08-08 02:35:41.312132,2025-08-17 02:35:41.312132
219,344,465,general,,admin_handling,2025-08-12 02:35:41.312132,2025-08-23 02:35:41.312132
220,416,39,general,,waiting_for_admin,2025-08-03 02:35:41.312132,2025-08-09 02:35:41.312132
221,216,14,job_order,,resolved,2025-12-04 02:35:41.312132,2025-12-18 02:35:41.312132
222,25,152,job_order,28,waiting_for_admin,2025-11-29 02:35:41.312132,2025-12-07 02:35:41.312132
223,414,345,job_order,,admin_handling,2025-09-16 02:35:41.312132,2025-09-18 02:35:41.312132
224,291,62,service_ticket,389,resolved,2025-06-19 02:35:41.312132,2025-07-05 02:35:41.312132
225,303,206,job_order,468,waiting_for_admin,2026-04-08 02:35:41.312132,2026-04-19 02:35:41.312132
226,296,300,job_order,3,resolved,2026-04-27 02:35:41.312132,2026-05-09 02:35:41.312132
227,129,217,job_order,79,admin_handling,2025-07-03 02:35:41.312132,2025-07-17 02:35:41.312132
228,303,44,job_order,468,bot_handling,2026-04-06 02:35:41.312132,2026-04-17 02:35:41.312132
229,100,55,service_ticket,337,bot_handling,2026-05-05 02:35:41.312132,2026-05-16 02:35:41.312132
230,154,415,general,378,bot_handling,2025-07-08 02:35:41.312132,2025-07-17 02:35:41.312132
231,16,357,service_ticket,91,resolved,2025-06-24 02:35:41.312132,2025-06-29 02:35:41.312132
232,454,443,service_ticket,451,waiting_for_admin,2026-02-24 02:35:41.312132,2026-02-26 02:35:41.312132
233,351,75,general,92,admin_handling,2025-04-14 02:35:41.312132,2025-04-27 02:35:41.312132
234,488,126,general,,waiting_for_admin,2025-06-20 02:35:41.312132,2025-07-03 02:35:41.312132
235,471,14,job_order,,bot_handling,2025-11-24 02:35:41.312132,2025-12-09 02:35:41.312132
236,367,170,service_ticket,,waiting_for_admin,2025-11-07 02:35:41.312132,2025-11-21 02:35:41.312132
237,399,169,general,104,waiting_for_admin,2026-01-01 02:35:41.312132,2026-01-13 02:35:41.312132
238,481,227,service_ticket,,admin_handling,2026-04-22 02:35:41.312132,2026-05-02 02:35:41.312132
239,331,140,general,168,bot_handling,2025-06-03 02:35:41.312132,2025-06-19 02:35:41.312132
240,17,433,service_ticket,409,waiting_for_admin,2026-02-03 02:35:41.312132,2026-02-06 02:35:41.312132
241,69,451,general,,bot_handling,2025-06-01 02:35:41.312132,2025-06-13 02:35:41.312132
242,457,495,service_ticket,,admin_handling,2026-04-07 02:35:41.312132,2026-04-13 02:35:41.312132
243,46,141,service_ticket,129,admin_handling,2025-10-21 02:35:41.312132,2025-10-22 02:35:41.312132
244,139,493,service_ticket,,bot_handling,2025-07-04 02:35:41.312132,2025-07-06 02:35:41.312132
245,130,313,service_ticket,,bot_handling,2025-12-12 02:35:41.312132,2025-12-23 02:35:41.312132
246,475,316,general,,admin_handling,2025-10-26 02:35:41.312132,2025-11-05 02:35:41.312132
247,364,354,job_order,263,bot_handling,2025-05-25 02:35:41.312132,2025-06-03 02:35:41.312132
248,164,48,general,53,admin_handling,2025-07-31 02:35:41.312132,2025-08-05 02:35:41.312132
249,392,11,service_ticket,,bot_handling,2025-05-05 02:35:41.312132,2025-05-12 02:35:41.312132
250,323,339,job_order,,waiting_for_admin,2026-04-03 02:35:41.312132,2026-04-07 02:35:41.312132
251,191,337,service_ticket,,resolved,2025-12-01 02:35:41.312132,2025-12-10 02:35:41.312132
252,28,378,job_order,,bot_handling,2025-06-04 02:35:41.312132,2025-06-16 02:35:41.312132
253,174,291,job_order,,admin_handling,2026-04-23 02:35:41.312132,2026-04-30 02:35:41.312132
254,488,370,general,,admin_handling,2025-06-25 02:35:41.312132,2025-07-03 02:35:41.312132
255,219,397,general,15,admin_handling,2026-01-16 02:35:41.312132,2026-01-23 02:35:41.312132
256,335,406,general,212,bot_handling,2025-10-09 02:35:41.312132,2025-10-17 02:35:41.312132
257,350,9,general,273,resolved,2026-07-19 02:35:41.312132,2026-07-30 02:35:41.312132
258,407,297,job_order,373,waiting_for_admin,2026-01-05 02:35:41.312132,2026-01-08 02:35:41.312132
259,140,431,general,297,admin_handling,2026-08-04 02:35:41.312132,2026-08-12 02:35:41.312132
260,211,443,job_order,240,bot_handling,2025-03-28 02:35:41.312132,2025-04-11 02:35:41.312132
261,192,141,service_ticket,,resolved,2026-05-18 02:35:41.312132,2026-05-30 02:35:41.312132
262,456,262,general,421,resolved,2026-04-12 02:35:41.312132,2026-04-23 02:35:41.312132
263,487,124,general,,waiting_for_admin,2025-08-16 02:35:41.312132,2025-08-27 02:35:41.312132
264,274,262,job_order,,bot_handling,2025-03-30 02:35:41.312132,2025-04-03 02:35:41.312132
265,479,204,service_ticket,151,bot_handling,2025-05-06 02:35:41.312132,2025-05-16 02:35:41.312132
266,44,311,job_order,81,waiting_for_admin,2026-02-16 02:35:41.312132,2026-03-01 02:35:41.312132
267,466,113,job_order,5,bot_handling,2026-01-20 02:35:41.312132,2026-01-20 02:35:41.312132
268,45,80,general,226,waiting_for_admin,2026-07-07 02:35:41.312132,2026-07-18 02:35:41.312132
269,329,113,general,58,bot_handling,2025-05-03 02:35:41.312132,2025-05-18 02:35:41.312132
270,285,181,general,27,admin_handling,2025-06-29 02:35:41.312132,2025-07-09 02:35:41.312132
271,239,149,service_ticket,346,waiting_for_admin,2025-07-01 02:35:41.312132,2025-07-13 02:35:41.312132
272,166,75,job_order,179,bot_handling,2025-07-20 02:35:41.312132,2025-07-28 02:35:41.312132
273,492,242,service_ticket,309,admin_handling,2025-11-07 02:35:41.312132,2025-11-23 02:35:41.312132
274,409,25,service_ticket,258,bot_handling,2026-06-13 02:35:41.312132,2026-06-25 02:35:41.312132
275,287,105,service_ticket,379,admin_handling,2025-08-12 02:35:41.312132,2025-08-20 02:35:41.312132
276,176,447,service_ticket,76,admin_handling,2025-07-07 02:35:41.312132,2025-07-18 02:35:41.312132
277,350,315,general,273,resolved,2026-07-22 02:35:41.312132,2026-08-03 02:35:41.312132
278,54,315,general,,waiting_for_admin,2025-09-18 02:35:41.312132,2025-09-27 02:35:41.312132
279,204,122,general,305,bot_handling,2025-06-26 02:35:41.312132,2025-07-12 02:35:41.312132
