id,user_id,vin,plate_number,vehicle_model,vehicle_year,mileage,vehicle_type
96,231,4286FCC11B0000096,GSM-0096,Nissan Navara,2013,7903.00,Van
97,103,0B3475B6370000097,UIS-0097,Honda CR-V,2026,10191.00,Van
98,431,813BFAD0260000098,CKO-0098,Hyundai Accent,2013,2620.00,Sedan
99,170,11E2EDA5A40000099,OZK-0099,Nissan Navara,2022,9553.00,Van
100,160,2D365106FC0000100,EIW-0100,Mitsubishi Montero Sport,2015,9179.00,Hatchback
101,413,4F5041F6290000101,IEH-0101,Toyota Fortuner,2019,5187.00,Hatchback
102,113,DF481A0EF60000102,JXQ-0102,Isuzu D-Max,2016,1988.00,Van
103,84,F01356240C0000103,AAA-0103,Honda Civic,2019,7019.00,Van
104,387,3D05D8ADDC0000104,PFT-0104,Suzuki Ertiga,2019,6168.00,Hatchback
105,487,1202244FA60000105,LTL-0105,Honda CR-V,2010,8893.00,SUV
106,462,AE500528D90000106,HYL-0106,Ford Ranger,2011,3865.00,Van
107,185,80DBBA7A7A0000107,GSX-0107,Hyundai Accent,2020,8801.00,Crossover
108,147,7ADD51292A0000108,VHG-0108,Hyundai Accent,2018,8511.00,Hatchback
109,59,F2A1141C400000109,IPC-0109,Nissan Navara,2011,6614.00,Van
110,86,0F6E2B58EF0000110,OVJ-0110,Hyundai Accent,2013,13589.00,Hatchback
111,248,D353FF82D70000111,QUR-0111,Honda CR-V,2025,1317.00,Pickup
112,271,7BC7D4D5BB0000112,DLI-0112,Suzuki Ertiga,2026,4469.00,Hatchback
113,261,A5AA0B942D0000113,QRC-0113,Mitsubishi Montero Sport,2013,6333.00,Crossover
114,67,DC918ADBBD0000114,UFM-0114,Mitsubishi Montero Sport,2024,5502.00,Van
115,17,E71AF0EB340000115,NQW-0115,Nissan Navara,2012,3393.00,Crossover
116,193,1DF0E76AE60000116,NJJ-0116,Toyota Vios,2018,8643.00,Pickup
117,205,B585F557A60000117,YVU-0117,Isuzu D-Max,2019,10988.00,Van
118,418,F241FECFC00000118,NSF-0118,Toyota Vios,2017,7786.00,Pickup
119,427,A9556CFD060000119,UJQ-0119,Nissan Navara,2024,9973.00,SUV
120,226,FDD9B9CB3A0000120,JNH-0120,Toyota Fortuner,2024,4088.00,Van
121,405,EF682388D30000121,BNN-0121,Honda Civic,2021,12686.00,Hatchback
122,465,122C3BF0140000122,VLO-0122,Toyota Fortuner,2015,4822.00,SUV
123,108,BDB1739DE70000123,HRZ-0123,Suzuki Ertiga,2020,2222.00,Hatchback
124,369,54708CB33B0000124,NMP-0124,Mitsubishi Montero Sport,2020,14481.00,SUV
125,373,22F8BB8B210000125,MQV-0125,Suzuki Ertiga,2020,5392.00,Sedan
126,254,C8DF64113B0000126,IIS-0126,Mitsubishi Montero Sport,2012,10595.00,Crossover
127,64,324168FEBB0000127,UPC-0127,Nissan Navara,2016,6448.00,Crossover
128,96,A76956B58F0000128,KMD-0128,Honda Civic,2010,3667.00,SUV
129,356,08FD1E5B440000129,CHT-0129,Toyota Vios,2019,4277.00,Crossover
130,199,FBB2826F330000130,RMQ-0130,Hyundai Accent,2015,5849.00,Crossover
131,222,B438235EAB0000131,LSP-0131,Honda CR-V,2020,12625.00,Sedan
132,94,857BB152230000132,MWW-0132,Ford Ranger,2010,7953.00,SUV
133,192,8589937FBD0000133,HZE-0133,Isuzu D-Max,2015,1676.00,Crossover
134,178,887BF095E40000134,VKX-0134,Honda CR-V,2025,13957.00,SUV
135,53,BFF6A4B6BA0000135,GIE-0135,Toyota Fortuner,2024,3282.00,SUV
136,98,CE0550A5E80000136,LLP-0136,Hyundai Accent,2025,1262.00,Sedan
137,341,5FACC3BF110000137,EQN-0137,Honda CR-V,2018,8404.00,Sedan
138,9,6749C2E8B50000138,UGX-0138,Nissan Navara,2015,6410.00,Hatchback
139,196,7B8AC3203B0000139,DJL-0139,Honda CR-V,2017,8544.00,SUV
140,363,66C79D65740000140,WJH-0140,Mitsubishi Montero Sport,2024,5542.00,Hatchback
141,478,C57DE78DC60000141,GJO-0141,Suzuki Ertiga,2019,9527.00,Hatchback
142,358,2CC8582C390000142,LIO-0142,Nissan Navara,2012,1925.00,Van
143,116,58521618F70000143,LZW-0143,Honda CR-V,2024,13120.00,Van
144,109,8A27FDC0E80000144,SFW-0144,Honda CR-V,2021,2401.00,Van
145,161,32DFA0A7B40000145,WKG-0145,Toyota Fortuner,2022,1422.00,Van
146,179,8A634872E20000146,PLJ-0146,Hyundai Accent,2010,6694.00,Pickup
147,133,8BC9CD08850000147,BEC-0147,Nissan Navara,2019,3922.00,Sedan
148,13,B823CA876F0000148,KDA-0148,Ford Ranger,2012,11889.00,Sedan
149,54,A9770A80730000149,LWJ-0149,Isuzu D-Max,2011,12349.00,Pickup
150,344,BF03947BD90000150,OCV-0150,Toyota Fortuner,2016,5554.00,Sedan
151,155,4287FFFDE80000151,BBV-0151,Toyota Vios,2021,6776.00,Pickup
152,200,32B001C9690000152,POT-0152,Honda Civic,2012,5679.00,Pickup
153,352,839E75AB830000153,UDD-0153,Mitsubishi Montero Sport,2019,9872.00,SUV
154,349,3BCA6D2E120000154,MLJ-0154,Hyundai Accent,2018,10536.00,Sedan
155,229,416E60F28B0000155,DXZ-0155,Toyota Fortuner,2011,7045.00,Sedan
156,64,B813F5BB260000156,TZA-0156,Suzuki Ertiga,2022,7769.00,SUV
157,491,6D843ABF690000157,STK-0157,Ford Ranger,2010,1349.00,Hatchback
158,88,EB9C3D60110000158,FZA-0158,Nissan Navara,2015,6368.00,Van
159,124,688EE73DAE0000159,YVO-0159,Hyundai Accent,2015,8345.00,Pickup
160,319,4B8E1CCB3E0000160,HDA-0160,Hyundai Accent,2017,5355.00,Pickup
161,230,DE4A28A23B0000161,NPS-0161,Honda Civic,2018,9041.00,Hatchback
162,67,94F6BD89930000162,VUC-0162,Hyundai Accent,2026,2228.00,Hatchback
163,104,5D48E05FEE0000163,KUH-0163,Toyota Vios,2020,5121.00,Van
164,410,7F42D4459C0000164,EBH-0164,Honda CR-V,2021,4235.00,Crossover
165,279,88F9B9E9410000165,HRL-0165,Nissan Navara,2010,12862.00,Pickup
166,330,341F9153F70000166,UOY-0166,Honda CR-V,2023,14749.00,Sedan
167,384,B51D14103E0000167,MRO-0167,Toyota Fortuner,2014,5577.00,Pickup
168,130,384286346F0000168,TSG-0168,Isuzu D-Max,2020,2642.00,SUV
169,265,B0C6CE8DD70000169,SDU-0169,Toyota Vios,2024,7881.00,Hatchback
170,330,93BE187E690000170,AIW-0170,Isuzu D-Max,2010,6994.00,SUV
171,143,42C0B79B920000171,ZIW-0171,Mitsubishi Montero Sport,2019,13875.00,Sedan
172,371,56B68409220000172,OTB-0172,Toyota Vios,2022,13034.00,Sedan
173,60,006FDA39850000173,IMT-0173,Suzuki Ertiga,2012,9360.00,Sedan
174,5,7CE3D524800000174,MTJ-0174,Hyundai Accent,2024,13983.00,Sedan
175,143,37B18993330000175,ADJ-0175,Hyundai Accent,2010,4344.00,Crossover
176,210,4965F0AFF40000176,BVZ-0176,Toyota Vios,2011,7924.00,Pickup
177,361,66369E396C0000177,OPE-0177,Hyundai Accent,2010,2233.00,Hatchback
178,280,3756B21B8D0000178,CEM-0178,Hyundai Accent,2014,2943.00,SUV
179,242,F4D5EA805F0000179,EPZ-0179,Ford Ranger,2011,13454.00,Sedan
180,140,640CC57C0C0000180,JKE-0180,Honda CR-V,2018,14709.00,Sedan
181,468,75FC2761E00000181,KFB-0181,Toyota Vios,2022,2663.00,Van
182,313,4FE7727F780000182,VPJ-0182,Suzuki Ertiga,2013,12133.00,Pickup
183,119,BA8B541ADC0000183,EXB-0183,Suzuki Ertiga,2019,10799.00,Van
184,84,DDD6A359120000184,VBV-0184,Mitsubishi Montero Sport,2022,3965.00,Crossover
185,338,E1EDD6FB9A0000185,PMF-0185,Ford Ranger,2023,6052.00,Van
186,378,1EFA62153E0000186,IWH-0186,Nissan Navara,2025,9319.00,Pickup
187,132,401AC17AD90000187,OBZ-0187,Toyota Fortuner,2021,10108.00,Pickup
188,402,AD3DB3C4330000188,IXR-0188,Suzuki Ertiga,2017,8648.00,Pickup
189,88,3270552ECB0000189,JGW-0189,Toyota Fortuner,2021,8239.00,Sedan
190,79,D229063C510000190,KBV-0190,Isuzu D-Max,2014,5122.00,Van
191,162,4CEFB4A1B20000191,LEA-0191,Hyundai Accent,2011,12432.00,Hatchback
192,389,C1B42DCD540000192,REG-0192,Mitsubishi Montero Sport,2026,7733.00,Van
193,202,89A5738C420000193,HYI-0193,Ford Ranger,2022,1846.00,Crossover
194,272,57C489C4CF0000194,TSK-0194,Ford Ranger,2011,12733.00,Van
195,430,474D23C7CB0000195,RDC-0195,Nissan Navara,2013,8405.00,Sedan
196,353,A9909964860000196,GKN-0196,Suzuki Ertiga,2024,10574.00,Van
197,440,AED08CDA220000197,EIT-0197,Toyota Vios,2025,2390.00,Hatchback
198,216,EC518D47E90000198,LUA-0198,Hyundai Accent,2018,10924.00,Hatchback
199,263,75670E3CD00000199,CNJ-0199,Hyundai Accent,2010,5092.00,Hatchback
200,484,0E1A8459E70000200,SEE-0200,Hyundai Accent,2017,8748.00,Crossover
201,216,DC443393CB0000201,MDQ-0201,Toyota Vios,2013,3003.00,SUV
202,319,6AF3C4F38E0000202,XTB-0202,Isuzu D-Max,2022,12338.00,Pickup
203,449,E65D6324160000203,CBD-0203,Toyota Fortuner,2025,2975.00,Crossover
204,102,B27FD0FC3F0000204,KNX-0204,Isuzu D-Max,2018,5321.00,Hatchback
205,390,907E53B4240000205,ARJ-0205,Honda Civic,2011,5164.00,Sedan
206,344,943EFF0E2D0000206,YCM-0206,Isuzu D-Max,2015,13803.00,Pickup
207,178,06172EE9B60000207,HOK-0207,Toyota Vios,2022,8815.00,Crossover
208,482,03769B7C7E0000208,MCS-0208,Honda Civic,2011,6404.00,Sedan
209,397,F2254A5FD20000209,ZBR-0209,Mitsubishi Montero Sport,2012,3835.00,Sedan
210,242,978357A12D0000210,TMA-0210,Toyota Fortuner,2020,4170.00,Sedan
211,72,E7FB7D10C40000211,UDD-0211,Toyota Fortuner,2010,8961.00,SUV
212,226,58429494F20000212,DLW-0212,Hyundai Accent,2011,10058.00,Pickup
213,316,CEBAA143110000213,WDX-0213,Nissan Navara,2019,4826.00,Sedan
214,270,A1F32786430000214,WAN-0214,Toyota Fortuner,2014,11274.00,Sedan
215,439,E5E895E48A0000215,WST-0215,Isuzu D-Max,2010,10835.00,SUV
216,479,9C1B04BE4D0000216,YMZ-0216,Hyundai Accent,2019,7273.00,Crossover
217,243,7FBA9A94150000217,YIU-0217,Mitsubishi Montero Sport,2022,13452.00,Pickup
218,167,0AF609D6A60000218,DUP-0218,Honda CR-V,2021,6656.00,Pickup
219,38,B5AADF4DD50000219,AHX-0219,Nissan Navara,2023,7194.00,SUV
220,456,75EDBDEE470000220,DUG-0220,Isuzu D-Max,2012,3617.00,Sedan
221,290,F0150B69C60000221,JWZ-0221,Ford Ranger,2023,3413.00,Crossover
222,171,AFC103E9C30000222,LGP-0222,Toyota Fortuner,2016,5373.00,Sedan
223,350,A92AF00A6B0000223,CYM-0223,Isuzu D-Max,2014,3478.00,Pickup
224,48,B319807F550000224,SYT-0224,Honda Civic,2014,4021.00,Pickup
225,275,38CBAB5CD60000225,MFT-0225,Ford Ranger,2011,8169.00,Pickup
226,47,0E23BA41CB0000226,IKB-0226,Toyota Vios,2011,9549.00,Van
227,55,B1B98843E20000227,GII-0227,Isuzu D-Max,2016,7467.00,Sedan
228,201,207A81C5C80000228,QVS-0228,Honda Civic,2012,9693.00,Van
229,101,F1FBE907580000229,FSA-0229,Nissan Navara,2016,11081.00,Van
230,300,F47F31599B0000230,VAJ-0230,Isuzu D-Max,2025,7845.00,Van
231,475,0E87A3A9F50000231,YOD-0231,Honda CR-V,2014,5374.00,Hatchback
232,354,F00AAAE9660000232,SHM-0232,Toyota Vios,2015,8192.00,Pickup
233,452,ADE0F74C770000233,EMZ-0233,Ford Ranger,2014,3828.00,Hatchback
234,183,8DB622A8C00000234,HBF-0234,Isuzu D-Max,2022,7060.00,Sedan
235,498,7696A4E0CE0000235,OPO-0235,Honda Civic,2013,8083.00,Crossover
236,24,D776657D9B0000236,DBK-0236,Toyota Fortuner,2012,10792.00,Pickup
237,214,06B963A0D90000237,NRP-0237,Toyota Fortuner,2010,8525.00,Van
238,66,95E33041F70000238,DTH-0238,Honda Civic,2014,2614.00,Van
239,54,ECBF136AE30000239,AOJ-0239,Suzuki Ertiga,2018,12697.00,Hatchback
240,391,4720F6AD750000240,HUX-0240,Ford Ranger,2015,6611.00,Pickup
241,309,9C85D0316D0000241,LEZ-0241,Toyota Vios,2015,13386.00,Pickup
242,18,69A5C069D00000242,FEV-0242,Toyota Vios,2024,9933.00,SUV
243,433,F7A9B7848B0000243,YNI-0243,Suzuki Ertiga,2020,4099.00,Pickup
244,234,CCF8DE91C20000244,DQW-0244,Hyundai Accent,2016,4189.00,Pickup
245,478,FD3EB6CEB90000245,LBE-0245,Honda CR-V,2018,8213.00,Crossover
246,481,312B77F87A0000246,GLA-0246,Toyota Vios,2025,7094.00,Van
247,484,F0C575DFD30000247,SRM-0247,Isuzu D-Max,2020,11863.00,Hatchback
248,272,E1EE3255240000248,NVB-0248,Ford Ranger,2010,4012.00,Crossover
249,260,D90B00E8630000249,BOQ-0249,Honda CR-V,2017,5779.00,Hatchback
250,124,315F5F9DE50000250,ATC-0250,Hyundai Accent,2014,11758.00,Pickup
251,100,FBE66C95450000251,KTR-0251,Hyundai Accent,2019,10403.00,Crossover
252,261,B7616E674C0000252,VQC-0252,Isuzu D-Max,2017,14087.00,Van
253,351,155A3B881E0000253,TGH-0253,Toyota Fortuner,2021,12511.00,SUV
254,32,F653346FB90000254,OHX-0254,Ford Ranger,2016,13921.00,Hatchback
255,156,D29389D6040000255,LZQ-0255,Suzuki Ertiga,2012,9356.00,SUV
256,277,E460EA6D040000256,XDC-0256,Honda Civic,2019,5027.00,Crossover
257,399,5FFE97A5470000257,SJF-0257,Toyota Vios,2010,13932.00,Crossover
258,497,903970C24F0000258,EAS-0258,Mitsubishi Montero Sport,2020,7358.00,SUV
259,366,6D212AAAEB0000259,RSS-0259,Isuzu D-Max,2021,12570.00,Sedan
260,426,BE0171ADAE0000260,KUG-0260,Mitsubishi Montero Sport,2018,3324.00,Crossover
261,50,708AAFF5CB0000261,PJU-0261,Hyundai Accent,2026,11393.00,Van
262,25,D4BB27C4F60000262,PCL-0262,Mitsubishi Montero Sport,2010,8167.00,Pickup
263,477,9050C701280000263,AWR-0263,Honda CR-V,2022,10271.00,Crossover
264,275,0A5F78C8E90000264,IFF-0264,Isuzu D-Max,2011,6562.00,Van
265,126,520A0638CA0000265,RJC-0265,Honda CR-V,2012,7955.00,SUV
266,409,CEEF1E30E30000266,GLE-0266,Toyota Fortuner,2026,10367.00,Crossover
267,355,73D7FBBD920000267,STO-0267,Honda Civic,2013,9791.00,Crossover
268,197,74C52CB3D20000268,OIE-0268,Toyota Vios,2020,3773.00,Sedan
269,149,BE87F2E10F0000269,PLI-0269,Mitsubishi Montero Sport,2024,1261.00,SUV
270,367,D23B6C430C0000270,JYJ-0270,Suzuki Ertiga,2010,11975.00,Sedan
271,260,F7EB9C65AF0000271,VLT-0271,Ford Ranger,2015,7510.00,Pickup
272,277,FDC313AED00000272,YBA-0272,Honda CR-V,2021,6811.00,Crossover
273,222,0D3CBB15D40000273,VKX-0273,Toyota Fortuner,2014,9165.00,Pickup
274,55,042A5412D50000274,ATT-0274,Ford Ranger,2024,13482.00,Sedan
275,136,3FD1D6234E0000275,JUU-0275,Suzuki Ertiga,2023,2476.00,SUV
276,326,83531E1BE40000276,YJE-0276,Toyota Fortuner,2015,11134.00,Sedan
277,120,BB7D9180DD0000277,SZV-0277,Suzuki Ertiga,2011,10605.00,SUV
278,113,C0F944EBC80000278,WPE-0278,Nissan Navara,2025,2655.00,Pickup
279,181,5DE280C8F80000279,XCV-0279,Mitsubishi Montero Sport,2012,5283.00,SUV
280,428,D6AFA3A3DA0000280,HPL-0280,Ford Ranger,2019,3987.00,Hatchback
281,260,93BF88C15D0000281,JGX-0281,Honda CR-V,2011,7501.00,SUV
282,43,3118E851F30000282,IUW-0282,Toyota Fortuner,2021,7964.00,Crossover
283,326,43C7EBC2430000283,NDJ-0283,Toyota Fortuner,2023,6961.00,Hatchback
284,98,FFB65F64530000284,TLE-0284,Toyota Fortuner,2013,6882.00,SUV
285,487,86F610BD4F0000285,OSL-0285,Nissan Navara,2016,13445.00,SUV
286,344,B71A8F3C600000286,LXM-0286,Hyundai Accent,2016,11362.00,Crossover
287,106,92903BFA3F0000287,ICK-0287,Ford Ranger,2012,5746.00,Sedan
288,222,7F385204770000288,STL-0288,Toyota Fortuner,2011,14750.00,Sedan
289,253,6CC5A7F39C0000289,FGI-0289,Honda Civic,2025,1347.00,Crossover
290,131,6B9028AFB50000290,WNU-0290,Ford Ranger,2012,13656.00,Sedan
291,367,5507ECF37C0000291,MDR-0291,Nissan Navara,2023,8345.00,Van
292,232,DBABCF43970000292,RCS-0292,Ford Ranger,2019,4256.00,SUV
293,393,421A0538610000293,JIK-0293,Toyota Vios,2011,11344.00,SUV
294,204,3FBE725E9D0000294,ZXF-0294,Toyota Fortuner,2016,7864.00,Pickup
295,64,9DCB2B30640000295,JSW-0295,Nissan Navara,2021,9678.00,Van
296,157,DA50B6E9370000296,WAA-0296,Hyundai Accent,2020,11695.00,Crossover
297,100,252CA0C2840000297,KAB-0297,Nissan Navara,2026,4778.00,Crossover
298,26,7D4A08CCC20000298,QGR-0298,Isuzu D-Max,2026,12413.00,SUV
299,364,66D8DB38920000299,PYC-0299,Honda Civic,2013,13820.00,Crossover
300,6,1D9596E3650000300,YMJ-0300,Honda Civic,2012,6636.00,Crossover
301,247,73E086A0ED0000301,HPS-0301,Mitsubishi Montero Sport,2022,5032.00,Sedan
302,72,B438DC73570000302,XTY-0302,Nissan Navara,2013,3219.00,Sedan
303,220,AC0A5DBAAF0000303,OPK-0303,Suzuki Ertiga,2024,7919.00,Hatchback
304,187,B31B4F01110000304,MDE-0304,Suzuki Ertiga,2011,14379.00,Van
305,495,90F28AB3F30000305,BJP-0305,Isuzu D-Max,2010,9598.00,Crossover
306,87,7E057479C30000306,APN-0306,Honda Civic,2015,2727.00,Hatchback
307,384,4FCA8F85B20000307,TBT-0307,Mitsubishi Montero Sport,2026,4423.00,Sedan
308,427,85234558270000308,GUS-0308,Honda Civic,2013,11520.00,SUV
309,463,8B326565B20000309,QJP-0309,Hyundai Accent,2013,1201.00,Van
310,390,55347B324C0000310,GQZ-0310,Honda Civic,2012,10869.00,Hatchback
311,5,4ABADBEDCC0000311,AZR-0311,Nissan Navara,2019,3575.00,Sedan
312,255,1E96766B390000312,PTX-0312,Hyundai Accent,2022,6774.00,Crossover
313,116,01122609A20000313,TMG-0313,Honda Civic,2012,5234.00,SUV
314,373,E90F0EE1810000314,VCD-0314,Mitsubishi Montero Sport,2021,3511.00,Hatchback
315,152,3D7EE28B830000315,PCQ-0315,Honda CR-V,2013,10444.00,SUV
316,168,0FB6B340810000316,AKK-0316,Ford Ranger,2024,4736.00,Van
317,46,6EC76D41F20000317,FBH-0317,Ford Ranger,2013,5470.00,Crossover
