job_order_id,source_file,is_synthetic,make,model,year,services_count,parts_count,service_subtotal,part_subtotal,grand_total
138,179.jpg,False,,Revo 500,7.25,7,14,21600.00,24600.00,46200.00
139,180.jpg,False,UNASSIGNED,UNASSIGNED,,1,5,1500.00,3050.00,4550.00
140,181.jpg,False,UNASSIGNED,UNASSIGNED,,1,2,4500.00,12000.00,16500.00
141,183.jpg,False,Toyota,Corolla Altis,2016,6,5,9700.00,3600.00,13300.00
142,184.jpg,False,Toyota,Corolla Altis,,0,7,0.00,14850.00,14850.00
143,185.jpg,False,Toyota,Corolla Altis,,2,8,5800.00,43350.00,49150.00
144,186.jpg,False,UNASSIGNED,UNASSIGNED,,3,3,4300.00,1350.00,5650.00
145,187.jpg,False,UNASSIGNED,UNASSIGNED,,1,0,1800.00,0.00,1800.00
146,189.jpg,False,Mitsubishi,MIRAGE,,2,1,2300.00,7000.00,9300.00
147,190.jpg,False,Toyota,Vios,2023,1,0,5500.00,0.00,5500.00
148,191.jpg,False,UNASSIGNED,UNASSIGNED,,3,4,28000.00,74200.00,102200.00
149,192.jpg,False,UNASSIGNED,UNASSIGNED,,2,1,2300.00,7000.00,9300.00
150,194.jpg,False,UNASSIGNED,UNASSIGNED,,4,3,4600.00,7500.00,12100.00
151,195.jpg,False,UNASSIGNED,UNASSIGNED,,1,1,800.00,4500.00,5300.00
152,196.jpg,False,Hyundai,Starex,2009,3,4,28000.00,74200.00,102200.00
153,197.jpg,False,Mitsubishi,Montero,,2,5,1650.00,5700.00,7350.00
154,198.jpg,False,Toyota,Vios,2012,5,6,10250.00,4300.00,14550.00
155,199.jpg,False,Mazda,CX7,2010,8,11,9300.00,50350.00,59650.00
156,200.jpg,False,Mitsubishi,Mirage,2011,3,5,1200.00,5400.00,6600.00
157,201.jpg,False,Toyota,Corolla Altis,2006,4,3,4600.00,1550.00,6150.00
158,202.jpg,False,Mitsubishi,L300,2016,5,4,6000.00,7100.00,13100.00
159,203.jpg,False,NISSAN,NAVARA,,2,1,7500.00,4800.00,12300.00
160,204.jpg,False,NISSAN,GRANDUER,1997,2,2,3300.00,3900.00,7200.00
161,205.jpg,False,Kia,Sorento,2014,1,1,2800.00,6800.00,9600.00
162,206.jpg,False,Kia,Sorento,2014,1,2,2800.00,7850.00,10650.00
163,207.jpg,False,Toyota,Hiace,,1,8,3500.00,10850.00,14350.00
164,208.jpg,False,Mitsubishi,L300,2018,2,1,1500.00,1200.00,2700.00
165,211.jpg,False,Mitsubishi,L200,2016,3,4,1800.00,5950.00,7750.00
166,212.jpg,False,Toyota,Fortuner,,1,7,25000.00,9690.00,34690.00
167,213.jpg,False,Mitsubishi,Mirage,,1,2,500.00,3050.00,3550.00
168,214.jpg,False,Toyota,Corolla Altis,1206,6,0,13550.00,0.00,13550.00
169,215.jpg,False,Toyota,Corolla Altis,2016,1,7,5000.00,13350.00,18350.00
170,216.jpg,False,Subaru,,2014,6,8,6550.00,44500.00,51050.00
171,217.jpg,False,Toyota,Corolla Altis,2016,5,5,13300.00,4000.00,17300.00
172,218.jpg,False,UNASSIGNED,UNASSIGNED,,2,15,58000.00,35700.00,93700.00
173,219.jpg,False,UNASSIGNED,UNASSIGNED,,2,6,4000.00,12950.00,16950.00
174,220.jpg,False,UNASSIGNED,UNASSIGNED,,5,13,7850.00,16180.00,24030.00
175,221.jpg,False,UNASSIGNED,UNASSIGNED,,2,6,4000.00,12950.00,16950.00
176,222.jpg,False,UNASSIGNED,UNASSIGNED,,2,14,40000.00,24150.00,64150.00
177,224.jpg,False,Toyota,Corolla Altis,2016,5,6,5400.00,13550.00,18950.00
178,225.jpg,False,Toyota,Corolla Altis,2015,2,4,1100.00,4600.00,5700.00
179,226.jpg,False,UNASSIGNED,UNASSIGNED,,1,3,500.00,5600.00,6100.00
180,227.jpg,False,UNASSIGNED,UNASSIGNED,,2,6,2500.00,12300.00,14800.00
181,228.jpg,False,Honda,Jazz,2012,3,6,2000.00,5450.00,7450.00
182,229.jpg,False,Honda,Jazz,,1,4,500.00,9100.00,9600.00
183,230.jpg,False,Toyota,Vios,2015,6,9,4150.00,6700.00,10850.00
184,231.jpg,False,NISSAN,,1998,3,3,2700.00,6550.00,9250.00
185,232.jpg,False,Mitsubishi,MIRAGE,,2,5,9000.00,2800.00,11800.00
186,233.jpg,False,Hyundai,Starex,,1,3,3500.00,47500.00,51000.00
187,234.jpg,False,Hyundai,Starex,,1,1,3500.00,66500.00,70000.00
188,235.jpg,False,Toyota,Innova,2015,8,12,19900.00,21800.00,41700.00
189,236.jpg,False,UNASSIGNED,UNASSIGNED,,4,6,2250.00,5100.00,7350.00
190,237.jpg,False,Nissan,Armada,17,3,2,5100.00,6500.00,11600.00
191,238.jpg,False,UNASSIGNED,UNASSIGNED,,5,1,5500.00,950.00,6450.00
192,239.jpg,False,UNASSIGNED,UNASSIGNED,,1,3,3500.00,35000.00,38500.00
193,240.jpg,False,Mitsubishi,Mirage,2022,7,0,11650.00,0.00,11650.00
194,241.jpg,False,UNASSIGNED,UNASSIGNED,,1,1,2500.00,6000.00,8500.00
195,242.jpg,False,Honda,Jazz,2012,0,3,0.00,6400.00,6400.00
196,243.jpg,False,Honda,Jazz,,5,10,3300.00,14550.00,17850.00
197,244.jpg,False,UNASSIGNED,UNASSIGNED,,1,2,1000.00,2750.00,3750.00
198,245.jpg,False,Toyota,Hilux,2022,3,1,3000.00,250.00,3250.00
199,246.jpg,False,UNASSIGNED,UNASSIGNED,,3,6,3000.00,5050.00,8050.00
200,247.jpg,False,UNASSIGNED,UNASSIGNED,,6,8,8700.00,19900.00,28600.00
201,248.jpg,False,Toyota,Fortuner,2015,3,6,3450.00,7500.00,10950.00
202,249.jpg,False,UNASSIGNED,UNASSIGNED,,2,3,2400.00,9700.00,12100.00
203,251.jpg,False,UNASSIGNED,UNASSIGNED,,9,0,9000.00,0.00,9000.00
204,253.jpg,False,UNASSIGNED,UNASSIGNED,,1,3,2500.00,21500.00,24000.00
205,254.jpg,False,Mitsubishi,Mirage,,1,0,15000.00,0.00,15000.00
206,255.jpg,False,Honda,,2017,1,2,1500.00,10100.00,11600.00
207,256.jpg,False,UNASSIGNED,UNASSIGNED,,4,7,4150.00,13400.00,17550.00
208,257.jpg,False,Mitsubishi,L300,,0,3,0.00,3900.00,3900.00
209,258.jpg,False,Hyundai,STAREX,,3,4,2400.00,7200.00,9600.00
210,259.jpg,False,Toyota,Avanza,2015,3,6,3200.00,5200.00,8400.00
211,260.jpg,False,Honda,City,2017,1,4,1500.00,16100.00,17600.00
212,261.jpg,False,Mitsubishi,Mirage,2019,1,7,15000.00,8300.00,23300.00
213,262.jpg,False,Honda,Jazz,2018,4,6,4300.00,12550.00,16850.00
214,265.jpg,False,Toyota,Vios,,3,2,1450.00,4650.00,6100.00
215,267.jpg,False,Hyundai,Starex,,5,7,4100.00,9400.00,13500.00
216,269.jpg,False,UNASSIGNED,UNASSIGNED,,2,4,23400.00,7950.00,31350.00
217,270.jpg,False,Toyota,Corolla Altis,,1,5,4500.00,37950.00,42450.00
218,271.jpg,False,Hyundai,Starex,,5,7,3900.00,9400.00,13300.00
219,272.jpg,False,Toyota,Corolla Altis,2004,2,10,7000.00,46600.00,53600.00
220,273.jpg,False,UNASSIGNED,UNASSIGNED,,7,6,14000.00,5700.00,19700.00
221,275.jpg,False,Mitsubishi,Montero,2013,7,16,13850.00,29050.00,42900.00
222,277.jpg,False,,,,4,7,4300.00,9000.00,13300.00
223,278.jpg,False,Mitsubishi,L300,2018,3,7,3000.00,8800.00,11800.00
224,279.jpg,False,Mitsubishi,L300,2018,4,7,3150.00,8900.00,12050.00
225,280.jpg,False,UNASSIGNED,UNASSIGNED,,5,9,4600.00,22000.00,26600.00
226,281.jpg,False,Mitsubishi,Montero,,1,13,25000.00,34650.00,59650.00
227,283.jpg,False,UNASSIGNED,UNASSIGNED,,1,0,4500.00,0.00,4500.00
228,284.jpg,False,Mazada,,2010,4,4,4450.00,8600.00,13050.00
229,285.jpg,False,Toyota,VIOS,2018,4,5,10000.00,18650.00,28650.00
230,286.jpg,False,Toyota,VIOS,,4,5,10000.00,15150.00,25150.00
231,287.jpg,False,Mitsubishi,MONTERO,2013,7,0,13850.00,0.00,13850.00
232,288.jpg,False,Toyota,VIOS,2018,4,5,10000.00,14000.00,24000.00
233,289.jpg,False,UNASSIGNED,UNASSIGNED,,0,2,0.00,3250.00,3250.00
234,290.jpg,False,Mazda,,2010,4,10,10150.00,19650.00,29800.00
235,291.jpg,False,Toyota,Vios,2018,4,0,8450.00,0.00,8450.00
236,292.jpg,False,UNASSIGNED,UNASSIGNED,,0,4,0.00,10500.00,10500.00
237,293.jpg,False,UNASSIGNED,UNASSIGNED,,2,6,900.00,8750.00,9650.00
238,295.jpg,False,UNASSIGNED,UNASSIGNED,,3,4,2550.00,8400.00,10950.00
239,296.jpg,False,Toyota,VIOS,2018,4,4,3850.00,14500.00,18350.00
240,298.jpg,False,hyundai,Starex,,2,5,1600.00,5700.00,7300.00
241,299.jpg,False,UNASSIGNED,UNASSIGNED,,0,3,0.00,55150.00,55150.00
242,300.jpg,False,UNASSIGNED,UNASSIGNED,,4,2,5300.00,5200.00,10500.00
243,302.jpg,False,Toyota,Corolla Altis,2007,1,6,15000.00,10325.00,25325.00
244,303.jpg,False,Mitsubishi,Mirage,,3,6,4200.00,13650.00,17850.00
245,305.jpg,False,Mitsubishi,Mirage,,1,8,800.00,13200.00,14000.00
246,307.jpg,False,UNASSIGNED,UNASSIGNED,,6,0,4750.00,0.00,4750.00
247,308.jpg,False,HYUNDAI,Santa fe,2013,0,13,0.00,45850.00,45850.00
248,309.jpg,False,Honda,Civic,,1,1,1200.00,4500.00,5700.00
249,310.jpg,False,BMW,,,2,0,5800.00,0.00,5800.00
250,311.jpg,False,Suzuki,,,3,3,2150.00,4200.00,6350.00
251,312.jpg,False,UNASSIGNED,UNASSIGNED,,6,7,4800.00,8900.00,13700.00
252,313.jpg,False,Innova,,,2,3,3550.00,11700.00,15250.00
253,317.jpg,False,Toyota,Vios,2017,4,8,5300.00,11250.00,16550.00
254,320.jpg,False,Toyota,Vios,,2,2,7100.00,1100.00,8200.00
255,321.jpg,False,Mitsubishi,Montero,2019,3,4,2200.00,5650.00,7850.00
256,322.jpg,False,Honda,Civic,2009,3,4,37400.00,4500.00,41900.00
257,323.jpg,False,HYUNDAI,H100,,1,5,5500.00,50950.00,56450.00
258,324.jpg,False,HYUNDAI,i100,,1,4,5500.00,50650.00,56150.00
259,325.jpg,False,TOYOTA,,,2,0,63000.00,0.00,63000.00
260,326.jpg,False,Toyota,VIOS,2004,5,4,15750.00,2550.00,18300.00
261,327.jpg,False,Toyota,Vios,2004,4,4,13750.00,2550.00,16300.00
262,328.jpg,False,UNASSIGNED,UNASSIGNED,,5,4,15150.00,5310.00,20460.00
263,329.jpg,False,Mitsubishi,Montero,2019,2,5,2050.00,5650.00,7700.00
264,330.jpg,False,Honda,Civic,2009,3,4,5900.00,6850.00,12750.00
265,331.jpg,False,UNASSIGNED,UNASSIGNED,,2,10,40000.00,16350.00,56350.00
266,332.jpg,False,UNASSIGNED,UNASSIGNED,,7,9,8900.00,11080.00,19980.00
267,333.jpg,False,Mitsubishi,Montero,,3,2,14500.00,2050.00,16550.00
268,334.jpg,False,Hyundai,Porter,,1,2,350.00,5150.00,5500.00
269,335.jpg,False,Toyota,Corolla Altis,2017,5,4,10000.00,8500.00,18500.00
270,336.jpg,False,Toyota,Hiace,2017,4,8,3850.00,9400.00,13250.00
271,337.jpg,False,Toyota,Hiace,2017,4,8,3850.00,9300.00,13150.00
272,338.jpg,False,Mitsubishi,Pajero,,4,8,9300.00,9910.00,19210.00
273,340.jpg,False,UNASSIGNED,UNASSIGNED,,8,11,10400.00,15550.00,25950.00
274,341.jpg,False,,Subaru,,3,2,6950.00,12250.00,19200.00
275,342.jpg,False,Mitsubishi,Adventure,2014,4,4,2450.00,2750.00,5200.00
276,343.jpg,False,UNASSIGNED,UNASSIGNED,,0,1,0.00,1500.00,1500.00
277,344.jpg,False,Toyota,Avanza,,3,5,1650.00,3500.00,5150.00
278,345.jpg,False,Subaru,,2012,3,6,7950.00,21100.00,29050.00
279,346.jpg,False,UNASSIGNED,UNASSIGNED,,3,6,7500.00,9400.00,16900.00
280,347.jpg,False,Isuzu,Dmax,2021,6,10,7650.00,49850.00,57500.00
281,348.jpg,False,Isuzu,Dmax,2021,7,11,8800.00,51119.99,59919.99
282,349.jpg,False,UNASSIGNED,UNASSIGNED,,2,0,50000.00,0.00,50000.00
283,350.jpg,False,Toyota,HiACE,,2,13,70000.00,67150.00,137150.00
284,351.jpg,False,Toyota,HiAce,,0,13,0.00,43390.00,43390.00
285,352.jpg,False,Toyota,HI-ACE,,0,17,0.00,77075.00,77075.00
286,354.jpg,False,,FX,,3,0,58500.00,0.00,58500.00
287,355.jpg,False,UNASSIGNED,UNASSIGNED,,0,5,0.00,18650.00,18650.00
288,356.jpg,False,Toyota,Vios,2014,1,3,1800.00,4900.00,6700.00
289,357.jpg,False,Toyota,VOIS,2017,4,7,6600.00,15050.00,21650.00
290,358.jpg,False,SUZUKI,,,0,6,0.00,5950.00,5950.00
291,359.jpg,False,Suzuki,,,0,6,0.00,6250.00,6250.00
292,360.jpg,False,UNASSIGNED,UNASSIGNED,,0,1,0.00,9600.00,9600.00
293,361.jpg,False,Hyundai,Tucson,,2,6,7000.00,16950.00,23950.00
294,362.jpg,False,Hyundai,STAREX,,3,2,3450.00,4100.00,7550.00
295,363.jpg,False,Hyundai,Starex,,0,6,0.00,5350.00,5350.00
296,365.jpg,False,Hyundai,Starex,,5,7,11450.00,9900.00,21350.00
297,366.jpg,False,Hyundai,Starex,,6,7,10450.00,9900.00,20350.00
298,367.jpg,False,UNASSIGNED,UNASSIGNED,,2,9,5500.00,18750.00,24250.00
299,368.jpg,False,,CRV,2019,1,7,3500.00,17200.00,20700.00
300,369.jpg,False,UNASSIGNED,UNASSIGNED,,1,0,3500.00,0.00,3500.00
301,370.jpg,False,Hyundai,Starex,,6,4,17800.00,5150.00,22950.00
302,371.jpg,False,Toyota,Wigo,,2,7,2300.00,4650.00,6950.00
303,373.jpg,False,Hyundai,Starex,95,5,5,16300.00,5400.00,21700.00
304,374.jpg,False,Hyundai,Starex,,6,5,18450.00,5400.00,23850.00
305,375.jpg,False,Toyota,Hiace,,0,4,0.00,44000.00,44000.00
306,376.jpg,False,UNASSIGNED,UNASSIGNED,,4,8,5350.00,13500.00,18850.00
307,377.jpg,False,Toyota,VIOS,2015,8,11,16450.00,20600.00,37050.00
308,378.jpg,False,Toyota,VIOS,2015,8,11,8550.00,18850.00,27400.00
309,379.jpg,False,UNASSIGNED,UNASSIGNED,,0,7,0.00,16950.00,16950.00
310,380.jpg,False,Toyota,Fortuner,,3,7,1900.00,7000.00,8900.00
311,381.jpg,False,UNASSIGNED,UNASSIGNED,,2,18,19500.00,33400.00,52900.00
312,384.jpg,False,Toyota,Corolla Altis,2011,4,7,3300.00,5050.00,8350.00
313,388.jpg,False,Toyota,VIOS,2017,1,2,800.00,600.00,1400.00
314,389.jpg,False,UNASSIGNED,UNASSIGNED,,0,5,0.00,44590.00,44590.00
315,386.jpg,False,,1.5,2015,3,5,10300.00,10350.00,20650.00
316,387.jpg,False,UNASSIGNED,UNASSIGNED,,4,17,22500.00,31950.00,54450.00
317,390.jpg,False,UNASSIGNED,UNASSIGNED,,3,5,7000.00,44800.00,51800.00
318,391.jpg,False,UNASSIGNED,UNASSIGNED,,0,5,0.00,0.00,0.00
319,392.jpg,False,UNASSIGNED,UNASSIGNED,,8,6,9700.00,11800.00,21500.00
320,394.jpg,False,UNASSIGNED,UNASSIGNED,,3,2,6100.00,21500.00,27600.00
