job_order_id,service_name,category,quantity,unit_price,total,base_duration_hours,include,is_synthetic
26,General Mechanical Inspection & Check-Up,General Service,1.0,500.0,500.0,0.5,True,False
27,Down Clutch / Pulldown Transmission,Transmission,1.0,8500.0,8500.0,4.5,True,False
27,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
27,General Mechanical Inspection & Check-Up,General Service,1.0,550.0,550.0,0.5,True,False
27,Replace Fan Belt / Serpentine Belt,Engine,1.0,800.0,800.0,1.0,True,False
28,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
28,Replace Valve Cover Gasket,Engine,1.0,1200.0,1200.0,1.75,True,False
28,Brake Service & Cleaning,Braking,1.0,1200.0,1200.0,1.25,True,False
29,Change Oil,Maintenance,1.0,650.0,650.0,0.75,True,False
29,Replace Tie Rod End,Steering & Suspension,1.0,1200.0,1200.0,1.0,True,False
29,Replace Suspension Bushing,Steering & Suspension,1.0,1750.0,1750.0,2.5,True,False
29,Replace Shock Absorbers,Steering & Suspension,1.0,1200.0,1200.0,2.0,True,False
29,Wheel Alignment,Steering & Suspension,1.0,800.0,800.0,1.0,True,False
30,Rotor Disc Refacing / Resurfacing,Braking,1.0,1500.0,1500.0,2.0,True,False
30,Brake Service & Cleaning,Braking,1.0,500.0,500.0,1.25,True,False
30,Change Oil,Maintenance,1.0,650.0,650.0,0.75,True,False
30,Replace Shock Absorbers,Steering & Suspension,1.0,1500.0,1500.0,2.0,True,False
31,Brake Master / Wheel Cylinder Overhaul,Braking,1.0,800.0,800.0,1.5,True,False
31,General Engine Overhaul,Engine Overhaul,1.0,24575.0,24575.0,24.0,True,False
31,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
32,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
32,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
32,Replace Fuel Filter,Maintenance,1.0,650.0,650.0,0.75,True,False
32,Cleaning EGR,Intake & Exhaust,1.0,4500.0,4500.0,3.5,True,False
33,Replace Shock Absorbers,Steering & Suspension,1.0,1200.0,1200.0,2.0,True,False
33,Replace Stabilizer Link,Steering & Suspension,1.0,600.0,600.0,0.75,True,False
34,Radiator Replacement / Repair,Engine Cooling,1.0,1450.0,1450.0,1.5,True,False
34,Replace Brake Pads,Braking,1.0,400.0,400.0,1.0,True,False
34,Brake Service & Cleaning,Braking,1.0,400.0,400.0,1.25,True,False
34,Down Clutch / Pulldown Transmission,Transmission,1.0,3400.0,3400.0,4.5,True,False
34,Power Steering Pump Overhaul / Replacement,Steering & Suspension,1.0,1700.0,1700.0,2.0,True,False
35,Down Clutch / Pulldown Transmission,Transmission,1.0,4500.0,4500.0,4.5,True,False
36,Change Oil,Maintenance,1.0,650.0,600.0,0.75,True,False
36,Replace Suspension Bushing,Steering & Suspension,1.0,1500.0,1500.0,2.5,True,False
36,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
36,Replace Valve Cover Gasket,Engine,1.0,800.0,800.0,1.75,True,False
37,Down Clutch / Pulldown Transmission,Transmission,1.0,2000.0,2000.0,4.5,True,False
37,Replace Stabilizer Link,Steering & Suspension,1.0,1000.0,1000.0,0.75,True,False
37,Wheel Alignment,Steering & Suspension,1.0,1200.0,1200.0,1.0,True,False
37,General Mechanical Inspection & Check-Up,General Service,1.0,1500.0,1500.0,0.5,True,False
38,Down Clutch / Pulldown Transmission,Transmission,1.0,3500.0,12000.0,4.5,True,False
40,Replace Fuel Filter,Maintenance,1.0,600.0,600.0,0.75,True,False
40,Throttle Body Cleaning,Intake & Exhaust,1.0,600.0,600.0,0.75,True,False
41,Reseal Oil Pan / Crankcase,Engine,1.0,1500.0,1500.0,2.0,True,False
41,General Mechanical Inspection & Check-Up,General Service,1.0,800.0,800.0,0.5,True,False
41,General Engine Overhaul,Engine Overhaul,1.0,26525.0,26525.0,24.0,True,False
42,Replace Auxiliary Fan / Motor,Engine Cooling,1.0,1500.0,1500.0,1.0,True,False
43,General Mechanical Inspection & Check-Up,General Service,1.0,800.0,800.0,0.5,True,False
44,Starter Motor Repair / Replacement,Diagnostics & Electrical,1.0,1800.0,1800.0,1.5,True,False
44,Rotor Disc Refacing / Resurfacing,Braking,1.0,4000.0,4000.0,2.0,True,False
44,Brake Master / Wheel Cylinder Overhaul,Braking,1.0,900.0,900.0,1.5,True,False
45,Down Clutch / Pulldown Transmission,Transmission,1.0,2800.0,2800.0,4.5,True,False
46,Replace Valve Cover Gasket,Engine,1.0,1200.0,1200.0,1.75,True,False
47,Wheel Alignment,Steering & Suspension,1.0,900.0,900.0,1.0,True,False
47,Brake Service & Cleaning,Braking,1.0,500.0,500.0,1.25,True,False
47,Wheel Alignment,Steering & Suspension,1.0,900.0,900.0,1.0,True,False
48,Down Clutch / Pulldown Transmission,Transmission,1.0,4500.0,4500.0,4.5,True,False
49,Down Clutch / Pulldown Transmission,Transmission,1.0,3500.0,3500.0,4.5,True,False
49,Replace Suspension Bushing,Steering & Suspension,1.0,1200.0,1200.0,2.5,True,False
49,Replace Axle Boot,Steering & Suspension,1.0,500.0,500.0,1.0,True,False
49,Replace Valve Cover Gasket,Engine,1.0,850.0,850.0,1.75,True,False
50,Reseal Oil Pan / Crankcase,Engine,1.0,1600.0,1600.0,2.0,True,False
50,Replace CV Joint,Steering & Suspension,1.0,2000.0,2000.0,1.5,True,False
50,Replace Shock Absorbers,Steering & Suspension,1.0,1800.0,1800.0,2.0,True,False
50,Replace Fan Belt / Serpentine Belt,Engine,1.0,1200.0,1200.0,1.0,True,False
50,Replace Engine Support,Engine,1.0,3500.0,3500.0,1.5,True,False
50,Brake Service & Cleaning,Braking,1.0,1500.0,1500.0,1.25,True,False
51,Replace Brake Pads,Braking,1.0,500.0,500.0,1.0,True,False
51,Replace Axle Boot,Steering & Suspension,1.0,1500.0,1500.0,1.0,True,False
51,Replace Rack End,Steering & Suspension,1.0,900.0,900.0,1.25,True,False
51,Replace Suspension Bushing,Steering & Suspension,1.0,4500.0,4500.0,2.5,True,False
51,Wheel Alignment,Steering & Suspension,1.0,900.0,900.0,1.0,True,False
52,Radiator Replacement / Repair,Engine Cooling,1.0,3500.0,3500.0,1.5,True,False
52,General Engine Overhaul,Engine Overhaul,1.0,8500.0,8500.0,24.0,True,False
52,Replace Valve Cover Gasket,Engine,1.0,1500.0,1500.0,1.75,True,False
52,Alternator Repair / Replacement,Diagnostics & Electrical,1.0,3000.0,3000.0,1.5,True,False
52,Down Clutch / Pulldown Transmission,Transmission,1.0,3925.0,3925.0,4.5,True,False
52,Tire Rotation & Balancing,Steering & Suspension,1.0,1200.0,1200.0,0.75,True,False
52,Engine Diagnostics & Electrical Scan,Diagnostics & Electrical,1.0,3500.0,3500.0,0.75,True,False
52,Brake Master / Wheel Cylinder Overhaul,Braking,1.0,1200.0,1200.0,1.5,True,False
52,Throttle Body Cleaning,Intake & Exhaust,1.0,800.0,800.0,0.75,True,False
52,Reseal Oil Pan / Crankcase,Engine,1.0,2800.0,2800.0,2.0,True,False
52,Intake Manifold Cleaning & Reseal,Intake & Exhaust,1.0,2000.0,2000.0,2.0,True,False
52,Overhaul / Replace Steering Rack & Pinion,Steering & Suspension,1.0,8500.0,8500.0,4.0,True,False
53,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
53,Electrical System & Wiring Repair,Diagnostics & Electrical,1.0,2500.0,2500.0,1.5,True,False
53,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
53,General Mechanical Inspection & Check-Up,General Service,1.0,350.0,350.0,0.5,True,False
53,Replace Fuel Filter,Maintenance,1.0,550.0,550.0,0.75,True,False
53,General Mechanical Inspection & Check-Up,General Service,1.0,700.0,700.0,0.5,True,False
53,Replace Brake Shoes,Braking,1.0,800.0,800.0,1.0,True,False
54,Change Oil,Maintenance,1.0,600.0,600.0,0.75,True,False
54,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
54,Down Clutch / Pulldown Transmission,Transmission,1.0,2800.0,2800.0,4.5,True,False
55,Change Oil,Maintenance,1.0,600.0,600.0,0.75,True,False
55,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
55,Throttle Body Cleaning,Intake & Exhaust,1.0,550.0,550.0,0.75,True,False
55,Power Window Repair / Motor Replacement,Body & Accessories,1.0,500.0,500.0,1.25,True,False
56,Cleaning EGR,Intake & Exhaust,1.0,6500.0,6500.0,3.5,True,False
56,General Engine Overhaul,Engine Overhaul,1.0,25375.0,25375.0,24.0,True,False
56,General Mechanical Inspection & Check-Up,General Service,1.0,500.0,500.0,0.5,True,False
56,Power Steering Pump Overhaul / Replacement,Steering & Suspension,1.0,1800.0,1800.0,2.0,True,False
56,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
56,Replace Fuel Filter,Maintenance,1.0,550.0,550.0,0.75,True,False
56,Replace Valve Cover Gasket,Engine,1.0,2500.0,2500.0,1.75,True,False
57,Down Clutch / Pulldown Transmission,Transmission,1.0,4000.0,4000.0,4.5,True,False
58,Replace Rack End,Steering & Suspension,1.0,1600.0,1600.0,1.25,True,False
58,Wheel Alignment,Steering & Suspension,1.0,900.0,900.0,1.0,True,False
60,Top Overhaul,Engine Overhaul,1.0,6500.0,6500.0,14.0,True,False
60,General Engine Overhaul,Engine Overhaul,1.0,20400.0,20400.0,24.0,True,False
61,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
61,Brake Service & Cleaning,Braking,1.0,1200.0,1200.0,1.25,True,False
61,Replace Air Filter,Maintenance,1.0,550.0,550.0,0.25,True,False
61,Cleaning EGR,Intake & Exhaust,1.0,4500.0,4500.0,3.5,True,False
61,General Mechanical Inspection & Check-Up,General Service,1.0,500.0,500.0,0.5,True,False
62,Replace Tie Rod End,Steering & Suspension,1.0,800.0,800.0,1.0,True,False
62,Replace Suspension Bushing,Steering & Suspension,1.0,600.0,600.0,2.5,True,False
62,Replace Wheel Bearing,Steering & Suspension,1.0,600.0,600.0,1.5,True,False
62,Wheel Alignment,Steering & Suspension,1.0,900.0,900.0,1.0,True,False
62,Top Overhaul,Engine Overhaul,1.0,18600.0,18600.0,14.0,True,False
64,Overhaul / Replace Steering Rack & Pinion,Steering & Suspension,1.0,4500.0,2800.0,4.0,True,False
64,Overhaul / Replace Steering Rack & Pinion,Steering & Suspension,1.0,12000.0,12000.0,4.0,True,False
64,Electrical System & Wiring Repair,Diagnostics & Electrical,1.0,5500.0,5500.0,1.5,True,False
64,Wheel Alignment,Steering & Suspension,1.0,900.0,900.0,1.0,True,False
64,Engine Diagnostics & Electrical Scan,Diagnostics & Electrical,1.0,1500.0,1500.0,0.75,True,False
64,Brake Service & Cleaning,Braking,1.0,1800.0,1800.0,1.25,True,False
65,General Mechanical Inspection & Check-Up,General Service,1.0,1800.0,1800.0,0.5,True,False
66,Change Oil,Maintenance,1.0,600.0,600.0,0.75,True,False
66,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
66,Replace Valve Cover Gasket,Engine,1.0,800.0,800.0,1.75,True,False
66,Replace Shock Absorbers,Steering & Suspension,1.0,1200.0,1200.0,2.0,True,False
68,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
68,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
68,Replace Tie Rod End,Steering & Suspension,1.0,1500.0,1500.0,1.0,True,False
68,Replace Suspension Bushing,Steering & Suspension,1.0,2800.0,2800.0,2.5,True,False
69,Replace Suspension Bushing,Steering & Suspension,1.0,1800.0,1800.0,2.5,True,False
69,Replace Wheel Bearing,Steering & Suspension,1.0,2500.0,2500.0,1.5,True,False
70,Replace Shock Absorbers,Steering & Suspension,1.0,1600.0,1600.0,2.0,True,False
70,Replace Suspension Bushing,Steering & Suspension,1.0,1800.0,1800.0,2.5,True,False
70,Replace Tie Rod End,Steering & Suspension,1.0,1500.0,1500.0,1.0,True,False
70,Wheel Alignment,Steering & Suspension,1.0,900.0,900.0,1.0,True,False
72,Replace Rack End,Steering & Suspension,1.0,900.0,900.0,1.25,True,False
72,Replace Suspension Bushing,Steering & Suspension,1.0,1500.0,1500.0,2.5,True,False
72,Replace Shock Absorbers,Steering & Suspension,1.0,1500.0,1500.0,2.0,True,False
72,Replace Stabilizer Link,Steering & Suspension,1.0,600.0,600.0,0.75,True,False
72,Wheel Alignment,Steering & Suspension,1.0,2500.0,2500.0,1.0,True,False
73,Down Clutch / Pulldown Transmission,Transmission,1.0,3475.0,3475.0,4.5,True,False
74,Change Oil,Maintenance,1.0,600.0,600.0,0.75,True,False
74,Replace Brake Shoes,Braking,1.0,800.0,800.0,1.0,True,False
74,Rotor Disc Refacing / Resurfacing,Braking,1.0,1200.0,1200.0,2.0,True,False
74,Rotor Disc Refacing / Resurfacing,Braking,1.0,1200.0,1200.0,2.0,True,False
74,Replace Shock Absorbers,Steering & Suspension,1.0,1200.0,1200.0,2.0,True,False
76,Down Clutch / Pulldown Transmission,Transmission,1.0,4500.0,4500.0,4.5,True,False
76,Replace Valve Cover Gasket,Engine,1.0,1500.0,1500.0,1.75,True,False
76,Reseal Oil Pan / Crankcase,Engine,1.0,2500.0,2500.0,2.0,True,False
76,Electrical System & Wiring Repair,Diagnostics & Electrical,1.0,2450.0,2450.0,1.5,True,False
76,General Mechanical Inspection & Check-Up,General Service,1.0,1500.0,1500.0,0.5,True,False
78,General Mechanical Inspection & Check-Up,General Service,1.0,800.0,800.0,0.5,True,False
79,Change Oil,Maintenance,1.0,450.0,450.0,0.75,True,False
79,Change Oil,Maintenance,1.0,350.0,350.0,0.75,True,False
80,Cleaning EGR,Intake & Exhaust,1.0,7500.0,7500.0,3.5,True,False
80,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
80,Down Clutch / Pulldown Transmission,Transmission,1.0,3425.0,3425.0,4.5,True,False
80,Brake Service & Cleaning,Braking,1.0,1600.0,1600.0,1.25,True,False
80,Replace Fuel Filter,Maintenance,1.0,800.0,800.0,0.75,True,False
80,General Mechanical Inspection & Check-Up,General Service,1.0,500.0,500.0,0.5,True,False
81,Down Clutch / Pulldown Transmission,Transmission,1.0,6500.0,6500.0,4.5,True,False
82,Wheel Alignment,Steering & Suspension,1.0,900.0,900.0,1.0,True,False
82,General Mechanical Inspection & Check-Up,General Service,1.0,1200.0,1200.0,0.5,True,False
82,Replace Stabilizer Link,Steering & Suspension,1.0,800.0,800.0,0.75,True,False
82,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
82,Brake Service & Cleaning,Braking,1.0,1200.0,1200.0,1.25,True,False
83,Replace Timing Belt / Chain,Engine,1.0,3500.0,3500.0,4.0,True,False
84,Replace Tie Rod End,Steering & Suspension,1.0,1000.0,1000.0,1.0,True,False
84,Replace Brake Shoes,Braking,1.0,800.0,800.0,1.0,True,False
84,Replace Wheel Bearing,Steering & Suspension,1.0,800.0,800.0,1.5,True,False
84,Replace Shock Absorbers,Steering & Suspension,1.0,800.0,800.0,2.0,True,False
84,Rotor Disc Refacing / Resurfacing,Braking,1.0,1500.0,1500.0,2.0,True,False
86,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
86,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
86,Replace Fuel Filter,Maintenance,1.0,550.0,550.0,0.75,True,False
87,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
87,Change ATF / Transmission Fluid,Transmission,1.0,800.0,800.0,0.75,True,False
87,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
87,Replace Spark Plugs,Ignition & Electrical,1.0,250.0,250.0,0.5,True,False
88,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
88,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
88,Change ATF / Transmission Fluid,Transmission,1.0,800.0,800.0,0.75,True,False
88,Replace Spark Plugs,Ignition & Electrical,1.0,250.0,250.0,0.5,True,False
89,Electrical System & Wiring Repair,Diagnostics & Electrical,1.0,2550.0,2550.0,1.5,True,False
90,General Mechanical Inspection & Check-Up,General Service,1.0,800.0,800.0,0.5,True,False
91,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
91,Brake Service & Cleaning,Braking,1.0,1200.0,1200.0,1.25,True,False
92,Replace Timing Belt / Chain,Engine,1.0,6500.0,6500.0,4.0,True,False
92,Change Oil,Maintenance,1.0,600.0,600.0,0.75,True,False
92,Replace Tie Rod End,Steering & Suspension,1.0,800.0,800.0,1.0,True,False
92,Replace Stabilizer Link,Steering & Suspension,1.0,600.0,600.0,0.75,True,False
92,Wheel Alignment,Steering & Suspension,1.0,800.0,800.0,1.0,True,False
92,Brake Service & Cleaning,Braking,1.0,400.0,400.0,1.25,True,False
92,Replace Water Pump,Engine Cooling,1.0,2725.0,2725.0,2.0,True,False
92,Replace Water Pump,Engine Cooling,1.0,2650.0,2650.0,2.0,True,False
93,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
93,Brake Service & Cleaning,Braking,1.0,1200.0,1200.0,1.25,True,False
94,Air Conditioning Cleaning & Freon Charge,Climate Control,1.0,4500.0,4500.0,3.0,True,False
94,Air Conditioning Cleaning & Freon Charge,Climate Control,1.0,3550.0,3550.0,3.0,True,False
95,Engine Diagnostics & Electrical Scan,Diagnostics & Electrical,1.0,3500.0,3500.0,0.75,True,False
96,Replace Suspension Bushing,Steering & Suspension,1.0,3500.0,3500.0,2.5,True,False
97,Change Oil,Maintenance,1.0,800.0,800.0,0.75,True,False
97,Brake Service & Cleaning,Braking,1.0,1200.0,1200.0,1.25,True,False
97,Replace Fuel Filter,Maintenance,1.0,550.0,550.0,0.75,True,False
97,Cleaning EGR,Intake & Exhaust,1.0,4500.0,4500.0,3.5,True,False
97,General Mechanical Inspection & Check-Up,General Service,1.0,500.0,500.0,0.5,True,False
98,Down Clutch / Pulldown Transmission,Transmission,1.0,2500.0,2500.0,4.5,True,False
98,Replace Valve Cover Gasket,Engine,1.0,1350.0,1350.0,1.75,True,False
99,Top Overhaul,Engine Overhaul,1.0,8000.0,8000.0,14.0,True,False
100,Replace Spark Plugs,Ignition & Electrical,1.0,400.0,400.0,0.5,True,False
100,Replace Engine Support,Engine,1.0,1500.0,1500.0,1.5,True,False
100,Replace Shock Absorbers,Steering & Suspension,1.0,1200.0,1200.0,2.0,True,False
100,Replace CV Joint,Steering & Suspension,1.0,1800.0,1800.0,1.5,True,False
101,Replace Suspension Bushing,Steering & Suspension,1.0,800.0,800.0,2.5,True,False
101,Replace Tie Rod End,Steering & Suspension,1.0,1000.0,1000.0,1.0,True,False
101,Replace Stabilizer Link,Steering & Suspension,1.0,600.0,600.0,0.75,True,False
101,Wheel Alignment,Steering & Suspension,1.0,2500.0,2500.0,1.0,True,False
101,Wheel Alignment,Steering & Suspension,1.0,800.0,800.0,1.0,True,False
101,Replace Suspension Bushing,Steering & Suspension,1.0,1450.0,1450.0,2.5,True,False
102,Engine Diagnostics & Electrical Scan,Diagnostics & Electrical,1.0,850.0,850.0,0.75,True,False
102,Reseal Oil Pan / Crankcase,Engine,1.0,1500.0,1500.0,2.0,True,False
103,Replace Ball Joint,Steering & Suspension,1.0,850.0,850.0,1.25,True,False
103,Reseal Oil Pan / Crankcase,Engine,1.0,1500.0,1500.0,2.0,True,False
104,Overhaul / Replace Steering Rack & Pinion,Steering & Suspension,1.0,3500.0,3500.0,4.0,True,False
105,Down Clutch / Pulldown Transmission,Transmission,1.0,3500.0,3500.0,4.5,True,False
105,Replace Suspension Bushing,Steering & Suspension,1.0,4500.0,4500.0,2.5,True,False
106,Change Oil,Maintenance,1.0,650.0,650.0,0.75,True,False
107,Overhaul / Replace Steering Rack & Pinion,Steering & Suspension,1.0,3500.0,3500.0,4.0,True,False
107,Overhaul / Replace Steering Rack & Pinion,Steering & Suspension,1.0,3500.0,3500.0,4.0,True,False
108,Change Oil,Maintenance,1.0,850.0,850.0,0.75,True,False
108,Replace Brake Pads,Braking,1.0,600.0,600.0,1.0,True,False
108,Brake Service & Cleaning,Braking,1.0,600.0,600.0,1.25,True,False
108,Replace Fuel Filter,Maintenance,1.0,550.0,550.0,0.75,True,False
109,Replace Shock Absorbers,Steering & Suspension,1.0,1200.0,1200.0,2.0,True,False
109,Power Steering Pump Overhaul / Replacement,Steering & Suspension,1.0,1800.0,1800.0,2.0,True,False
110,Change Oil,Maintenance,1.0,650.0,650.0,0.75,True,False
110,Replace Brake Pads,Braking,1.0,1500.0,1500.0,1.0,True,False
112,Replace CV Joint & Axle Boot,Steering & Suspension,1.0,4500.0,4500.0,1.75,True,False
112,Wheel Alignment,Steering & Suspension,1.0,900.0,900.0,1.0,True,False
114,Change Oil,Maintenance,1.0,650.0,650.0,0.75,True,False
114,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
115,Change Oil,Maintenance,1.0,650.0,650.0,0.75,True,False
115,Brake Service & Cleaning,Braking,1.0,800.0,800.0,1.25,True,False
115,Wheel Alignment,Steering & Suspension,1.0,900.0,900.0,1.0,True,False
116,Replace Suspension Bushing,Steering & Suspension,1.0,1525.0,1525.0,2.5,True,False
116,Electrical System & Wiring Repair,Diagnostics & Electrical,1.0,1000.0,1000.0,1.5,True,False
116,Wheel Alignment,Steering & Suspension,1.0,800.0,800.0,1.0,True,False
116,Replace Shock Absorbers,Steering & Suspension,1.0,1200.0,1200.0,2.0,True,False
116,Down Clutch / Pulldown Transmission,Transmission,1.0,4500.0,4500.0,4.5,True,False
117,Change Oil,Maintenance,1.0,650.0,650.0,0.75,True,False
117,Brake Service & Cleaning,Braking,1.0,600.0,600.0,1.25,True,False
117,Rotor Disc Refacing / Resurfacing,Braking,1.0,1500.0,1500.0,2.0,True,False
117,Replace Spark Plugs,Ignition & Electrical,1.0,200.0,200.0,0.5,True,False
118,Change Oil,Maintenance,1.0,650.0,650.0,0.75,True,False
118,Brake Master / Wheel Cylinder Overhaul,Braking,1.0,600.0,600.0,1.5,True,False
118,Rotor Disc Refacing / Resurfacing,Braking,1.0,1500.0,1500.0,2.0,True,False
118,Replace Spark Plugs,Ignition & Electrical,1.0,200.0,200.0,0.5,True,False
120,Wheel Alignment,Steering & Suspension,1.0,900.0,900.0,1.0,True,False
120,Replace Suspension Bushing,Steering & Suspension,1.0,2000.0,2000.0,2.5,True,False
120,Replace Tie Rod End,Steering & Suspension,1.0,500.0,500.0,1.0,True,False
120,Replace Tie Rod End,Steering & Suspension,1.0,500.0,500.0,1.0,True,False
120,Change Oil,Maintenance,1.0,850.0,850.0,0.75,True,False
120,Rotor Disc Refacing / Resurfacing,Braking,1.0,2500.0,2500.0,2.0,True,False
