id,job_order_id,section_id,task_title,note,task_status,completed_at,price,billable,scheduled_date,mechanic_id,estimated_finish
34,232,in_progress,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
35,49,received,Check fluid levels,Auto-generated task note based on service history.,completed,2026-01-16 05:43:03.293298,,True,,,
36,102,received,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
37,277,quotation,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
38,100,in_progress,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
39,142,received,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
40,277,inspecting,Check tire pressure,Auto-generated task note based on service history.,completed,2026-05-26 03:42:01.293298,,True,,,
41,385,complete,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
42,62,received,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
43,490,inspecting,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-04-03 07:58:31.293298,,True,,,
44,38,quotation,Inspect brake pads,Auto-generated task note based on service history.,completed,2025-09-27 19:56:19.293298,,True,,,
45,104,quotation,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
46,314,complete,Finalize quotation,Auto-generated task note based on service history.,completed,2026-01-02 05:27:07.293298,,True,,,
47,198,inspecting,Inspect brake pads,Auto-generated task note based on service history.,completed,2025-08-12 14:37:25.293298,,True,,,
48,49,inspecting,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-01-15 09:43:03.293298,,True,,,
49,38,quotation,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
50,220,in_progress,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
51,459,inspecting,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
52,323,complete,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
53,104,inspecting,Clean interior,Auto-generated task note based on service history.,completed,2026-01-06 10:25:49.293298,,True,,,
54,477,inspecting,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
55,286,inspecting,Finalize quotation,Auto-generated task note based on service history.,completed,2026-03-16 17:09:02.293298,,True,,,
56,346,quotation,Check tire pressure,Auto-generated task note based on service history.,completed,2025-08-16 21:06:08.293298,,True,,,
57,191,received,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
58,7,inspecting,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
59,296,complete,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-03-06 15:51:12.293298,,True,,,
60,409,quotation,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
61,258,inspecting,Check tire pressure,Auto-generated task note based on service history.,completed,2026-02-08 11:24:43.293298,,True,,,
62,104,in_progress,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
63,143,inspecting,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
64,430,inspecting,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
65,40,quotation,Final check,Auto-generated task note based on service history.,completed,2025-09-18 03:08:33.293298,,True,,,
66,182,quotation,Test drive vehicle,Auto-generated task note based on service history.,completed,2025-11-15 11:14:26.293298,,True,,,
67,111,in_progress,Final check,Auto-generated task note based on service history.,pending,,,True,,,
68,154,received,Clean interior,Auto-generated task note based on service history.,completed,2025-09-03 00:01:53.293298,,True,,,
69,333,in_progress,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
70,139,in_progress,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
71,187,in_progress,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
72,309,complete,Perform alignment,Auto-generated task note based on service history.,completed,2026-03-20 02:21:58.293298,,True,,,
73,307,in_progress,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
74,359,received,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
75,100,in_progress,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
76,286,complete,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-03-16 15:09:02.293298,,True,,,
77,154,received,Inspect brake pads,Auto-generated task note based on service history.,completed,2025-09-03 05:01:53.293298,,True,,,
78,253,in_progress,Clean interior,Auto-generated task note based on service history.,completed,2026-07-18 17:11:50.293298,,True,,,
79,265,in_progress,Check fluid levels,Auto-generated task note based on service history.,completed,2025-11-05 19:21:56.293298,,True,,,
80,172,inspecting,Test drive vehicle,Auto-generated task note based on service history.,completed,2025-12-21 15:23:20.293298,,True,,,
81,460,quotation,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
82,191,inspecting,Final check,Auto-generated task note based on service history.,completed,2026-06-27 18:06:58.293298,,True,,,
83,200,complete,Final check,Auto-generated task note based on service history.,pending,,,True,,,
84,426,inspecting,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
85,229,in_progress,Check tire pressure,Auto-generated task note based on service history.,completed,2026-02-18 11:05:51.293298,,True,,,
86,237,quotation,Perform alignment,Auto-generated task note based on service history.,completed,2025-11-29 18:31:21.293298,,True,,,
87,447,in_progress,Final check,Auto-generated task note based on service history.,completed,2026-05-17 17:28:26.293298,,True,,,
88,150,quotation,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
89,153,received,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
90,456,quotation,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
91,495,inspecting,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
92,475,quotation,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
93,118,inspecting,Clean interior,Auto-generated task note based on service history.,completed,2025-12-31 00:16:19.293298,,True,,,
94,291,in_progress,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
95,82,inspecting,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
96,421,quotation,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
97,309,inspecting,Perform alignment,Auto-generated task note based on service history.,completed,2026-03-20 02:21:58.293298,,True,,,
98,394,in_progress,Test drive vehicle,Auto-generated task note based on service history.,completed,2025-08-19 20:09:33.293298,,True,,,
99,229,inspecting,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-02-18 00:05:51.293298,,True,,,
100,162,in_progress,Clean interior,Auto-generated task note based on service history.,completed,2025-10-11 22:31:35.293298,,True,,,
101,83,complete,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
102,456,received,Final check,Auto-generated task note based on service history.,completed,2026-07-12 22:11:03.293298,,True,,,
103,54,received,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
104,457,quotation,Clean interior,Auto-generated task note based on service history.,completed,2026-07-15 01:35:30.293298,,True,,,
105,169,in_progress,Test drive vehicle,Auto-generated task note based on service history.,completed,2025-12-12 09:27:32.293298,,True,,,
106,121,in_progress,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
107,17,quotation,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
108,358,in_progress,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
109,155,quotation,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
110,333,complete,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
111,161,quotation,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
112,450,received,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
113,249,inspecting,Clean interior,Auto-generated task note based on service history.,completed,2025-12-27 21:32:27.293298,,True,,,
114,254,received,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
115,410,in_progress,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
116,277,inspecting,Final check,Auto-generated task note based on service history.,pending,,,True,,,
117,21,quotation,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
118,395,quotation,Test drive vehicle,Auto-generated task note based on service history.,completed,2025-10-27 07:46:23.293298,,True,,,
119,114,received,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
120,15,inspecting,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
121,314,quotation,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
122,510,received,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
123,396,inspecting,Finalize quotation,Auto-generated task note based on service history.,completed,2026-01-14 05:37:35.293298,,True,,,
124,22,inspecting,Finalize quotation,Auto-generated task note based on service history.,completed,2025-09-29 21:22:30.293298,,True,,,
125,82,in_progress,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
126,179,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
127,344,inspecting,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
128,173,quotation,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
129,38,complete,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
130,69,in_progress,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
131,340,in_progress,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
132,320,quotation,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
133,143,inspecting,Check fluid levels,Auto-generated task note based on service history.,completed,2026-07-12 01:02:39.293298,,True,,,
134,461,quotation,Final check,Auto-generated task note based on service history.,pending,,,True,,,
135,239,received,Finalize quotation,Auto-generated task note based on service history.,completed,2026-07-25 13:01:18.293298,,True,,,
136,126,in_progress,Check fluid levels,Auto-generated task note based on service history.,completed,2025-10-26 13:58:05.293298,,True,,,
137,277,quotation,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
138,262,received,Inspect brake pads,Auto-generated task note based on service history.,completed,2025-09-05 05:09:04.293298,,True,,,
139,330,received,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
140,57,received,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
141,271,complete,Check fluid levels,Auto-generated task note based on service history.,completed,2025-10-11 04:06:26.293298,,True,,,
142,366,received,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
143,261,complete,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
144,299,received,Check tire pressure,Auto-generated task note based on service history.,completed,2025-11-07 00:38:59.293298,,True,,,
145,51,in_progress,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
146,168,quotation,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
147,92,complete,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
148,377,complete,Check tire pressure,Auto-generated task note based on service history.,completed,2025-09-17 23:14:37.293298,,True,,,
149,499,quotation,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-04-15 19:24:06.293298,,True,,,
150,453,received,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
151,479,quotation,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
152,12,complete,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
153,397,quotation,Final check,Auto-generated task note based on service history.,pending,,,True,,,
154,440,received,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
155,185,in_progress,Finalize quotation,Auto-generated task note based on service history.,completed,2026-08-07 05:23:50.293298,,True,,,
156,65,inspecting,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
157,143,inspecting,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
158,16,inspecting,Clean interior,Auto-generated task note based on service history.,completed,2026-04-02 14:23:16.293298,,True,,,
159,225,complete,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
160,495,inspecting,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
161,444,complete,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
162,484,inspecting,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
163,349,in_progress,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
164,458,inspecting,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
165,192,complete,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
166,436,received,Perform alignment,Auto-generated task note based on service history.,completed,2025-09-30 07:31:37.293298,,True,,,
167,354,in_progress,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
168,69,quotation,Check fluid levels,Auto-generated task note based on service history.,completed,2026-07-10 15:12:01.293298,,True,,,
169,125,received,Check fluid levels,Auto-generated task note based on service history.,completed,2026-04-05 14:34:28.293298,,True,,,
170,3,in_progress,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
171,228,quotation,Final check,Auto-generated task note based on service history.,completed,2026-02-09 10:40:33.293298,,True,,,
172,249,received,Clean interior,Auto-generated task note based on service history.,completed,2025-12-27 22:32:27.293298,,True,,,
173,433,in_progress,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
174,157,in_progress,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
175,156,in_progress,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-02-11 01:41:07.293298,,True,,,
176,475,quotation,Final check,Auto-generated task note based on service history.,pending,,,True,,,
177,353,in_progress,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
178,132,inspecting,Final check,Auto-generated task note based on service history.,completed,2026-06-01 01:41:20.293298,,True,,,
179,178,in_progress,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
180,500,inspecting,Final check,Auto-generated task note based on service history.,completed,2026-03-10 05:00:33.293298,,True,,,
181,357,complete,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
182,88,received,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-01-15 00:46:13.293298,,True,,,
183,8,received,Check fluid levels,Auto-generated task note based on service history.,completed,2025-10-08 15:21:17.293298,,True,,,
184,212,in_progress,Final check,Auto-generated task note based on service history.,completed,2026-02-03 17:17:18.293298,,True,,,
185,96,in_progress,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
186,336,quotation,Test drive vehicle,Auto-generated task note based on service history.,completed,2025-09-22 01:37:31.293298,,True,,,
187,450,received,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
188,458,quotation,Clean interior,Auto-generated task note based on service history.,completed,2026-04-12 04:23:56.293298,,True,,,
189,77,received,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
190,260,inspecting,Final check,Auto-generated task note based on service history.,completed,2025-11-30 05:27:08.293298,,True,,,
191,488,received,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
192,191,inspecting,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-06-27 22:06:58.293298,,True,,,
193,64,inspecting,Finalize quotation,Auto-generated task note based on service history.,completed,2026-05-10 19:33:16.293298,,True,,,
194,293,quotation,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
195,319,inspecting,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
196,298,complete,Perform alignment,Auto-generated task note based on service history.,completed,2026-06-19 06:07:39.293298,,True,,,
197,227,in_progress,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
198,198,quotation,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
199,318,received,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
200,132,in_progress,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-05-31 10:41:20.293298,,True,,,
201,300,complete,Check fluid levels,Auto-generated task note based on service history.,completed,2025-08-16 01:23:05.293298,,True,,,
202,140,quotation,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
203,297,received,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
204,426,quotation,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
205,90,received,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
206,387,complete,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
207,20,received,Inspect brake pads,Auto-generated task note based on service history.,in_progress,,,True,,,
208,338,in_progress,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
209,307,received,Finalize quotation,Auto-generated task note based on service history.,completed,2025-11-28 18:29:06.293298,,True,,,
210,225,received,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
211,163,inspecting,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
212,296,quotation,Perform alignment,Auto-generated task note based on service history.,completed,2026-03-07 13:51:12.293298,,True,,,
213,294,received,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
214,262,inspecting,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
215,107,inspecting,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
216,306,complete,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
217,82,complete,Clean interior,Auto-generated task note based on service history.,completed,2026-02-11 17:41:43.293298,,True,,,
218,4,inspecting,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
219,327,quotation,Clean interior,Auto-generated task note based on service history.,completed,2026-06-26 23:23:25.293298,,True,,,
220,176,in_progress,Perform alignment,Auto-generated task note based on service history.,completed,2025-11-11 08:33:13.293298,,True,,,
221,75,inspecting,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
222,205,in_progress,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
223,503,inspecting,Clean interior,Auto-generated task note based on service history.,completed,2026-08-04 02:35:38.293298,,True,,,
224,103,complete,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
225,213,quotation,Final check,Auto-generated task note based on service history.,completed,2026-03-20 01:33:43.293298,,True,,,
226,182,received,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
227,193,inspecting,Final check,Auto-generated task note based on service history.,pending,,,True,,,
228,91,complete,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
229,13,in_progress,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-04-11 14:51:07.293298,,True,,,
230,22,received,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
231,294,quotation,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
232,244,in_progress,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
233,58,complete,Check fluid levels,Auto-generated task note based on service history.,completed,2026-04-07 08:33:57.293298,,True,,,
234,108,received,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
235,95,in_progress,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
236,466,complete,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
237,341,complete,Finalize quotation,Auto-generated task note based on service history.,completed,2026-05-16 18:39:01.293298,,True,,,
238,478,received,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
239,268,complete,Inspect brake pads,Auto-generated task note based on service history.,completed,2026-02-09 02:25:13.293298,,True,,,
240,254,received,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
241,74,quotation,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
242,103,complete,Finalize quotation,Auto-generated task note based on service history.,completed,2026-05-03 22:23:16.293298,,True,,,
243,340,received,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
244,42,inspecting,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
245,22,received,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
246,407,quotation,Finalize quotation,Auto-generated task note based on service history.,in_progress,,,True,,,
247,312,in_progress,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
248,239,received,Final check,Auto-generated task note based on service history.,pending,,,True,,,
249,517,received,Perform alignment,Auto-generated task note based on service history.,completed,2026-06-09 21:35:38.293298,,True,,,
250,199,inspecting,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
251,237,quotation,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
252,405,complete,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
253,143,inspecting,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
254,431,quotation,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
255,193,inspecting,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
256,206,quotation,Check fluid levels,Auto-generated task note based on service history.,completed,2025-10-30 10:30:32.293298,,True,,,
257,474,complete,Finalize quotation,Auto-generated task note based on service history.,completed,2026-06-20 11:27:25.293298,,True,,,
258,228,received,Final check,Auto-generated task note based on service history.,pending,,,True,,,
259,69,quotation,Perform alignment,Auto-generated task note based on service history.,completed,2026-07-09 18:12:01.293298,,True,,,
260,401,inspecting,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
261,31,in_progress,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-04-24 11:08:10.293298,,True,,,
262,226,quotation,Check tire pressure,Auto-generated task note based on service history.,completed,2026-04-22 06:21:21.293298,,True,,,
263,470,received,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
264,297,inspecting,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
265,439,inspecting,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
266,10,inspecting,Clean interior,Auto-generated task note based on service history.,pending,,,True,,,
267,85,complete,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
268,416,inspecting,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
269,208,complete,Check tire pressure,Auto-generated task note based on service history.,completed,2025-12-18 13:57:04.293298,,True,,,
270,462,inspecting,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
271,12,complete,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
272,165,inspecting,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
273,382,inspecting,Check tire pressure,Auto-generated task note based on service history.,completed,2025-11-09 22:15:28.293298,,True,,,
274,104,complete,Test drive vehicle,Auto-generated task note based on service history.,in_progress,,,True,,,
275,238,inspecting,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
276,390,inspecting,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
277,393,inspecting,Finalize quotation,Auto-generated task note based on service history.,completed,2026-03-20 16:16:07.293298,,True,,,
278,250,received,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
279,151,received,Inspect brake pads,Auto-generated task note based on service history.,completed,2025-11-05 22:59:09.293298,,True,,,
280,193,inspecting,Final check,Auto-generated task note based on service history.,completed,2025-09-04 07:56:13.293298,,True,,,
281,318,complete,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
282,484,complete,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
283,301,in_progress,Final check,Auto-generated task note based on service history.,completed,2025-09-29 15:53:13.293298,,True,,,
284,220,received,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
285,145,inspecting,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
286,115,complete,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
287,520,complete,Check fluid levels,Auto-generated task note based on service history.,in_progress,,,True,,,
288,497,inspecting,Finalize quotation,Auto-generated task note based on service history.,pending,,,True,,,
289,288,inspecting,Test drive vehicle,Auto-generated task note based on service history.,completed,2026-07-06 13:13:35.293298,,True,,,
290,446,in_progress,Perform alignment,Auto-generated task note based on service history.,completed,2025-10-17 23:54:55.293298,,True,,,
291,7,quotation,Perform alignment,Auto-generated task note based on service history.,in_progress,,,True,,,
292,406,in_progress,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
293,143,received,Final check,Auto-generated task note based on service history.,pending,,,True,,,
294,489,quotation,Test drive vehicle,Auto-generated task note based on service history.,completed,2025-11-30 11:21:04.293298,,True,,,
295,41,in_progress,Check tire pressure,Auto-generated task note based on service history.,pending,,,True,,,
296,101,received,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
297,491,inspecting,Clean interior,Auto-generated task note based on service history.,in_progress,,,True,,,
298,294,in_progress,Check fluid levels,Auto-generated task note based on service history.,completed,2025-09-17 10:59:29.293298,,True,,,
299,510,received,Inspect brake pads,Auto-generated task note based on service history.,pending,,,True,,,
300,131,inspecting,Final check,Auto-generated task note based on service history.,in_progress,,,True,,,
301,432,inspecting,Finalize quotation,Auto-generated task note based on service history.,completed,2025-10-18 21:28:02.293298,,True,,,
302,175,inspecting,Check tire pressure,Auto-generated task note based on service history.,in_progress,,,True,,,
303,207,quotation,Test drive vehicle,Auto-generated task note based on service history.,pending,,,True,,,
304,507,in_progress,Check fluid levels,Auto-generated task note based on service history.,pending,,,True,,,
305,220,quotation,Test drive vehicle,Auto-generated task note based on service history.,completed,2025-11-04 13:05:20.293298,,True,,,
306,168,complete,Perform alignment,Auto-generated task note based on service history.,pending,,,True,,,
307,337,in_progress,Perform alignment,Auto-generated task note based on service history.,completed,2026-05-09 10:16:38.293298,,True,,,
