id,employee_id,query_category,context_vehicle_id,started_at
62,182,prescriptive_diagnosis,543,2025-09-11 07:11:56.293298
63,7,technical_manual,,2026-04-21 14:21:47.293298
64,499,part_validation,,2026-04-27 10:52:55.293298
65,479,part_validation,669,2025-10-31 10:48:23.293298
66,487,part_validation,,2025-12-04 12:49:54.293298
67,399,technical_manual,955,2025-09-04 23:39:39.293298
68,26,part_validation,,2025-10-03 10:32:40.293298
69,465,technical_manual,884,2026-03-27 21:23:10.293298
70,365,part_validation,716,2025-11-10 00:27:06.293298
71,107,prescriptive_diagnosis,978,2025-08-24 17:44:01.293298
72,397,prescriptive_diagnosis,995,2026-05-21 22:54:40.293298
73,426,part_validation,313,2025-09-06 10:53:58.293298
74,218,prescriptive_diagnosis,322,2026-02-23 01:08:58.293298
75,134,technical_manual,,2026-03-22 20:20:22.293298
76,137,technical_manual,766,2025-08-22 16:10:32.293298
77,147,prescriptive_diagnosis,416,2026-01-01 09:21:01.293298
78,83,prescriptive_diagnosis,380,2026-07-26 06:54:22.293298
79,165,part_validation,,2026-06-10 05:47:42.293298
80,66,part_validation,738,2026-03-14 01:18:49.293298
81,376,prescriptive_diagnosis,475,2026-02-05 08:15:50.293298
82,218,prescriptive_diagnosis,,2026-06-02 07:12:17.293298
83,6,part_validation,384,2025-08-22 15:34:10.293298
84,466,prescriptive_diagnosis,424,2026-02-11 23:37:00.293298
85,431,technical_manual,272,2025-11-03 12:24:23.293298
86,230,part_validation,79,2026-05-27 02:29:32.293298
87,204,technical_manual,940,2026-06-02 03:17:15.293298
88,114,part_validation,,2025-11-23 11:50:48.293298
89,301,technical_manual,769,2025-11-18 17:31:57.293298
90,145,prescriptive_diagnosis,377,2025-11-30 11:02:20.293298
91,206,technical_manual,215,2026-05-17 04:42:07.293298
92,474,prescriptive_diagnosis,744,2025-10-05 08:33:43.293298
93,121,prescriptive_diagnosis,,2026-01-18 19:56:56.293298
94,497,technical_manual,579,2026-04-19 13:01:14.293298
95,7,technical_manual,430,2026-06-30 18:52:37.293298
96,94,part_validation,,2026-02-06 09:07:49.293298
97,94,prescriptive_diagnosis,,2025-09-14 08:10:41.293298
98,38,part_validation,125,2026-06-04 19:25:10.293298
99,334,technical_manual,,2025-11-27 10:27:01.293298
100,312,technical_manual,157,2025-11-22 07:26:59.293298
101,248,technical_manual,232,2026-05-15 05:43:42.293298
102,283,technical_manual,,2026-06-18 05:23:47.293298
103,155,prescriptive_diagnosis,,2026-07-28 04:36:27.293298
104,253,technical_manual,385,2026-04-15 08:46:48.293298
105,115,technical_manual,141,2026-05-29 02:43:31.293298
106,404,part_validation,,2025-08-15 10:57:56.293298
107,91,part_validation,,2025-08-07 01:48:36.293298
108,95,part_validation,712,2025-10-22 23:11:25.293298
109,433,part_validation,,2026-04-09 03:09:30.293298
110,388,part_validation,,2025-11-25 22:40:39.293298
111,398,prescriptive_diagnosis,824,2026-02-11 05:18:50.293298
112,298,prescriptive_diagnosis,642,2026-04-07 22:01:48.293298
113,309,technical_manual,161,2025-12-24 00:17:14.293298
114,415,technical_manual,888,2026-04-02 07:04:01.293298
115,386,prescriptive_diagnosis,539,2025-10-03 23:21:15.293298
116,241,prescriptive_diagnosis,294,2026-07-25 10:31:00.293298
117,7,part_validation,575,2025-11-22 15:27:41.293298
118,447,prescriptive_diagnosis,830,2026-01-28 21:27:21.293298
119,83,part_validation,712,2026-06-03 22:54:07.293298
120,377,prescriptive_diagnosis,,2026-06-04 06:12:43.293298
121,375,part_validation,918,2026-06-12 09:16:24.293298
122,244,prescriptive_diagnosis,276,2026-04-25 03:36:01.293298
123,282,part_validation,851,2025-08-15 23:37:29.293298
124,423,technical_manual,,2025-10-23 20:43:34.293298
125,237,technical_manual,,2025-10-07 05:56:53.293298
126,264,part_validation,444,2026-05-16 20:19:01.293298
127,497,prescriptive_diagnosis,,2025-08-15 22:01:33.293298
128,9,part_validation,254,2025-12-07 21:12:25.293298
129,398,technical_manual,212,2026-06-13 22:10:06.293298
130,267,technical_manual,532,2025-11-30 01:10:08.293298
131,228,part_validation,517,2026-08-02 01:13:36.293298
132,136,technical_manual,565,2026-08-02 09:52:44.293298
133,245,part_validation,825,2025-08-09 10:27:12.293298
134,448,technical_manual,,2026-03-23 10:05:23.293298
135,401,technical_manual,710,2026-06-29 09:13:07.293298
136,351,prescriptive_diagnosis,807,2025-11-12 19:35:23.293298
137,333,prescriptive_diagnosis,,2025-09-15 13:41:12.293298
138,325,part_validation,278,2026-02-22 13:44:04.293298
139,287,prescriptive_diagnosis,,2026-07-02 10:00:58.293298
140,393,part_validation,,2025-11-05 12:05:43.293298
141,409,technical_manual,752,2025-10-06 14:37:50.293298
142,324,prescriptive_diagnosis,,2025-10-16 12:26:06.293298
143,359,part_validation,877,2025-12-28 19:58:44.293298
144,493,prescriptive_diagnosis,204,2026-04-06 22:40:50.293298
145,15,technical_manual,,2025-10-16 19:58:16.293298
146,164,technical_manual,907,2026-05-15 21:25:55.293298
147,457,part_validation,,2026-02-12 18:55:43.293298
148,389,prescriptive_diagnosis,,2026-06-11 01:49:57.293298
149,474,prescriptive_diagnosis,,2026-05-26 22:04:11.293298
150,282,technical_manual,594,2025-11-24 19:06:33.293298
151,65,part_validation,693,2025-10-19 19:17:31.293298
152,413,part_validation,954,2026-01-27 09:18:42.293298
153,240,prescriptive_diagnosis,38,2026-01-04 09:26:58.293298
154,21,part_validation,920,2026-03-24 19:42:16.293298
155,270,part_validation,510,2026-07-05 23:02:42.293298
156,433,prescriptive_diagnosis,,2026-04-09 21:01:00.293298
157,486,prescriptive_diagnosis,391,2025-10-13 05:17:52.293298
158,174,prescriptive_diagnosis,,2025-11-16 02:24:26.293298
159,237,technical_manual,,2026-02-05 08:54:59.293298
160,180,technical_manual,216,2025-10-03 01:31:40.293298
161,329,technical_manual,435,2025-09-27 08:52:15.293298
162,251,prescriptive_diagnosis,791,2025-09-26 22:43:46.293298
163,155,prescriptive_diagnosis,51,2026-05-22 22:40:53.293298
164,162,part_validation,210,2026-06-17 17:52:51.293298
165,410,technical_manual,345,2026-03-20 00:49:57.293298
166,137,technical_manual,,2025-10-25 12:43:31.293298
167,102,part_validation,567,2026-04-13 12:32:41.293298
168,199,technical_manual,,2026-07-02 20:34:31.293298
169,19,technical_manual,,2026-05-05 19:48:05.293298
170,279,technical_manual,381,2025-12-25 13:58:44.293298
171,17,prescriptive_diagnosis,675,2026-06-29 12:11:20.293298
172,354,technical_manual,610,2025-12-10 20:55:53.293298
173,330,part_validation,896,2025-11-03 11:58:40.293298
174,329,prescriptive_diagnosis,218,2026-06-11 10:11:10.293298
175,234,technical_manual,,2026-04-02 11:36:19.293298
176,258,prescriptive_diagnosis,623,2026-01-18 00:19:45.293298
177,346,technical_manual,698,2025-12-20 07:45:40.293298
178,351,part_validation,125,2026-02-04 09:20:18.293298
179,57,part_validation,566,2025-10-26 15:14:18.293298
180,314,technical_manual,,2026-05-13 07:37:03.293298
181,199,prescriptive_diagnosis,901,2026-01-01 15:23:27.293298
182,158,prescriptive_diagnosis,922,2025-11-14 16:21:43.293298
183,317,part_validation,531,2026-05-31 18:32:25.293298
184,252,part_validation,46,2025-12-03 13:32:10.293298
185,309,part_validation,353,2025-12-04 09:15:34.293298
186,493,part_validation,707,2025-11-05 12:52:28.293298
187,292,technical_manual,951,2026-01-25 23:42:19.293298
188,203,part_validation,,2026-06-29 23:44:38.293298
189,213,prescriptive_diagnosis,,2026-01-15 12:42:22.293298
190,194,prescriptive_diagnosis,60,2026-03-26 12:06:21.293298
191,321,prescriptive_diagnosis,635,2026-07-12 17:19:26.293298
192,293,technical_manual,730,2025-12-10 14:11:44.293298
193,191,technical_manual,353,2026-05-26 08:06:12.293298
194,60,technical_manual,854,2026-01-24 23:02:57.293298
195,456,part_validation,532,2025-10-12 16:35:03.293298
196,257,technical_manual,,2026-04-05 00:39:06.293298
197,265,part_validation,,2025-08-19 21:02:41.293298
198,165,technical_manual,,2026-04-24 17:58:25.293298
199,12,part_validation,320,2026-04-09 16:33:36.293298
200,45,technical_manual,778,2025-11-01 08:28:50.293298
201,411,technical_manual,284,2026-08-03 00:24:11.293298
202,124,part_validation,663,2026-02-03 00:55:31.293298
203,238,technical_manual,394,2026-02-21 21:47:16.293298
204,239,prescriptive_diagnosis,665,2025-12-14 17:54:37.293298
205,55,technical_manual,569,2025-10-20 19:15:28.293298
206,217,technical_manual,857,2026-04-26 05:56:02.293298
207,12,part_validation,996,2025-11-13 12:46:48.293298
208,36,part_validation,,2026-01-28 21:40:01.293298
209,47,technical_manual,577,2026-02-26 12:54:38.293298
210,407,technical_manual,60,2026-07-16 22:32:05.293298
211,485,technical_manual,781,2026-05-30 23:06:45.293298
212,253,technical_manual,608,2026-01-11 06:36:20.293298
213,386,part_validation,,2026-07-09 11:31:12.293298
214,216,technical_manual,,2026-05-09 15:16:38.293298
215,154,part_validation,164,2026-04-04 07:49:52.293298
216,449,part_validation,673,2026-03-29 23:14:09.293298
217,114,part_validation,423,2026-05-08 07:19:26.293298
218,481,prescriptive_diagnosis,292,2025-10-14 13:31:40.293298
219,61,prescriptive_diagnosis,752,2026-04-16 21:28:04.293298
220,499,part_validation,,2025-09-03 23:50:31.293298
221,144,prescriptive_diagnosis,56,2025-09-20 16:20:33.293298
222,68,prescriptive_diagnosis,553,2026-06-01 14:55:19.293298
223,229,part_validation,,2026-06-01 12:26:28.293298
224,92,prescriptive_diagnosis,,2026-04-14 21:47:55.293298
225,453,technical_manual,306,2026-05-24 03:16:12.293298
226,496,part_validation,532,2026-04-14 05:18:55.293298
227,101,prescriptive_diagnosis,692,2025-08-25 01:23:17.293298
228,300,technical_manual,490,2026-06-06 14:22:13.293298
229,286,prescriptive_diagnosis,567,2026-03-05 12:52:57.293298
230,321,technical_manual,736,2026-02-09 04:28:24.293298
231,218,technical_manual,246,2026-06-07 19:03:29.293298
232,340,prescriptive_diagnosis,933,2026-01-04 08:28:23.293298
233,466,technical_manual,621,2025-11-04 23:17:27.293298
234,73,prescriptive_diagnosis,760,2026-05-13 01:28:11.293298
235,213,prescriptive_diagnosis,681,2026-05-25 05:03:23.293298
236,130,prescriptive_diagnosis,235,2026-04-06 02:12:07.293298
237,307,technical_manual,,2025-09-09 21:46:46.293298
238,208,technical_manual,817,2026-07-18 11:46:02.293298
239,184,technical_manual,574,2026-02-09 02:42:22.293298
240,199,part_validation,53,2026-06-08 01:50:39.293298
241,289,part_validation,225,2025-12-07 05:39:20.293298
242,46,prescriptive_diagnosis,,2026-04-05 21:24:49.293298
243,335,part_validation,779,2025-08-30 09:50:37.293298
244,206,technical_manual,768,2026-01-01 17:49:59.293298
245,205,prescriptive_diagnosis,,2025-08-31 17:55:09.293298
246,400,technical_manual,467,2025-09-27 15:55:55.293298
247,432,part_validation,345,2025-09-09 06:33:45.293298
248,216,part_validation,636,2025-08-23 13:56:11.293298
249,318,prescriptive_diagnosis,,2026-05-29 11:07:35.293298
250,354,prescriptive_diagnosis,,2026-05-19 10:44:05.293298
251,11,part_validation,666,2025-12-30 21:15:22.293298
252,465,part_validation,428,2025-08-11 08:00:14.293298
253,134,prescriptive_diagnosis,630,2026-01-08 08:33:34.293298
254,237,technical_manual,173,2026-02-12 12:51:18.293298
255,417,technical_manual,530,2026-05-05 21:23:47.293298
256,173,prescriptive_diagnosis,598,2025-11-23 19:49:06.293298
257,109,technical_manual,,2026-01-31 21:59:15.293298
258,29,prescriptive_diagnosis,316,2026-06-19 21:29:31.293298
259,172,part_validation,170,2025-12-13 01:41:17.293298
260,284,technical_manual,26,2026-04-30 02:37:19.293298
261,298,part_validation,,2025-08-31 14:44:35.293298
262,125,part_validation,262,2026-01-21 01:23:25.293298
263,240,part_validation,,2025-09-20 14:58:02.293298
264,309,technical_manual,716,2026-03-17 03:22:27.293298
265,139,prescriptive_diagnosis,285,2025-12-13 19:54:51.293298
266,123,part_validation,743,2026-01-20 21:20:42.293298
267,179,technical_manual,,2025-10-19 20:27:08.293298
268,432,technical_manual,322,2026-01-27 02:28:31.293298
269,107,part_validation,678,2025-08-29 10:09:46.293298
270,499,part_validation,81,2026-03-24 12:55:00.293298
271,187,part_validation,,2025-11-27 16:10:41.293298
272,243,prescriptive_diagnosis,506,2026-03-02 01:43:29.293298
273,80,part_validation,258,2025-11-01 01:37:56.293298
274,272,part_validation,362,2025-12-18 23:02:10.293298
275,110,prescriptive_diagnosis,109,2026-01-12 03:36:28.293298
276,263,prescriptive_diagnosis,1000,2026-01-13 07:09:30.293298
277,217,prescriptive_diagnosis,102,2026-02-26 08:32:18.293298
278,14,prescriptive_diagnosis,681,2026-06-20 04:28:17.293298
279,157,part_validation,,2026-05-17 03:01:55.293298
280,500,technical_manual,,2026-01-31 06:16:35.293298
281,384,prescriptive_diagnosis,961,2026-04-06 12:51:19.293298
282,308,prescriptive_diagnosis,91,2026-02-28 12:53:26.293298
283,213,technical_manual,281,2025-10-27 15:08:32.293298
284,41,prescriptive_diagnosis,,2025-11-07 09:49:42.293298
285,128,part_validation,,2026-03-04 08:26:52.293298
286,136,part_validation,947,2025-10-27 11:50:04.293298
287,390,technical_manual,364,2025-09-17 12:41:58.293298
288,250,technical_manual,918,2026-06-15 10:58:31.293298
289,312,prescriptive_diagnosis,272,2025-12-24 20:56:32.293298
290,170,technical_manual,121,2026-06-23 10:47:28.293298
291,366,part_validation,457,2025-11-16 16:09:16.293298
292,350,technical_manual,,2026-06-01 19:21:10.293298
293,60,technical_manual,,2026-07-17 23:02:56.293298
294,55,technical_manual,,2025-10-02 07:34:20.293298
295,173,prescriptive_diagnosis,,2025-09-05 04:43:56.293298
296,52,part_validation,,2026-01-06 21:15:33.293298
297,277,part_validation,439,2025-09-01 23:47:17.293298
298,461,technical_manual,,2026-02-14 18:55:37.293298
299,113,prescriptive_diagnosis,623,2025-11-22 07:39:52.293298
300,35,prescriptive_diagnosis,,2025-12-08 16:40:07.293298
