id,customer_user_id,assigned_employee_id,reference_type,reference_id,session_status,started_at,last_activity_at
51,176,324,job_order,78,resolved,2026-06-17 02:35:38.293298,2026-06-25 02:35:38.293298
52,225,189,job_order,,waiting_for_admin,2026-01-18 02:35:38.293298,2026-01-31 02:35:38.293298
53,416,190,service_ticket,231,resolved,2025-06-07 02:35:38.293298,2025-06-22 02:35:38.293298
54,431,162,job_order,,waiting_for_admin,2026-06-22 02:35:38.293298,2026-06-25 02:35:38.293298
55,143,254,service_ticket,,waiting_for_admin,2025-11-27 02:35:38.293298,2025-12-12 02:35:38.293298
56,69,328,general,330,waiting_for_admin,2026-04-13 02:35:38.293298,2026-04-20 02:35:38.293298
57,252,54,general,380,admin_handling,2025-08-18 02:35:38.293298,2025-08-21 02:35:38.293298
58,364,246,general,94,resolved,2025-06-15 02:35:38.293298,2025-06-19 02:35:38.293298
59,95,142,general,,admin_handling,2025-09-05 02:35:38.293298,2025-09-20 02:35:38.293298
60,458,260,general,,admin_handling,2025-09-12 02:35:38.293298,2025-09-25 02:35:38.293298
61,438,420,job_order,350,resolved,2025-11-25 02:35:38.293298,2025-12-05 02:35:38.293298
62,42,59,general,115,bot_handling,2026-08-05 02:35:38.293298,2026-08-13 02:35:38.293298
63,465,268,general,,admin_handling,2025-05-07 02:35:38.293298,2025-05-22 02:35:38.293298
64,165,465,job_order,403,waiting_for_admin,2025-07-30 02:35:38.293298,2025-08-06 02:35:38.293298
65,379,166,general,80,admin_handling,2025-08-01 02:35:38.293298,2025-08-17 02:35:38.293298
66,459,159,general,,waiting_for_admin,2025-10-05 02:35:38.293298,2025-10-15 02:35:38.293298
67,411,294,service_ticket,444,admin_handling,2025-04-04 02:35:38.293298,2025-04-17 02:35:38.293298
68,328,105,general,,waiting_for_admin,2025-10-28 02:35:38.293298,2025-11-14 02:35:38.293298
69,356,281,general,218,resolved,2026-01-27 02:35:38.293298,2026-01-31 02:35:38.293298
70,35,17,general,99,resolved,2026-07-19 02:35:38.293298,2026-07-26 02:35:38.293298
71,436,237,job_order,372,waiting_for_admin,2026-08-09 02:35:38.293298,2026-08-20 02:35:38.293298
72,299,426,general,136,waiting_for_admin,2025-04-30 02:35:38.293298,2025-05-07 02:35:38.293298
73,80,42,general,,waiting_for_admin,2025-06-07 02:35:38.293298,2025-06-12 02:35:38.293298
74,125,28,job_order,212,admin_handling,2026-05-24 02:35:38.293298,2026-06-07 02:35:38.293298
75,309,274,general,334,waiting_for_admin,2026-07-09 02:35:38.293298,2026-07-18 02:35:38.293298
76,66,134,service_ticket,358,bot_handling,2026-06-12 02:35:38.293298,2026-06-21 02:35:38.293298
77,430,295,service_ticket,,resolved,2026-05-11 02:35:38.293298,2026-05-21 02:35:38.293298
78,112,158,service_ticket,105,resolved,2025-12-24 02:35:38.293298,2025-12-30 02:35:38.293298
79,74,145,job_order,,waiting_for_admin,2025-04-07 02:35:38.293298,2025-04-15 02:35:38.293298
80,134,228,general,269,admin_handling,2026-01-13 02:35:38.293298,2026-01-21 02:35:38.293298
81,160,371,general,158,resolved,2025-06-22 02:35:38.293298,2025-06-26 02:35:38.293298
82,19,239,job_order,276,bot_handling,2025-06-17 02:35:38.293298,2025-06-23 02:35:38.293298
83,71,493,job_order,342,admin_handling,2026-02-05 02:35:38.293298,2026-02-12 02:35:38.293298
84,483,386,job_order,360,bot_handling,2025-03-31 02:35:38.293298,2025-04-12 02:35:38.293298
85,2,278,general,,waiting_for_admin,2026-05-16 02:35:38.293298,2026-05-22 02:35:38.293298
86,207,88,service_ticket,95,admin_handling,2026-01-09 02:35:38.293298,2026-01-16 02:35:38.293298
87,211,455,general,264,waiting_for_admin,2025-05-17 02:35:38.293298,2025-05-26 02:35:38.293298
88,168,380,job_order,,resolved,2025-07-27 02:35:38.293298,2025-08-04 02:35:38.293298
89,175,117,job_order,313,admin_handling,2025-03-27 02:35:38.293298,2025-04-03 02:35:38.293298
90,19,297,general,276,bot_handling,2025-06-16 02:35:38.293298,2025-06-28 02:35:38.293298
91,332,56,service_ticket,,waiting_for_admin,2025-12-12 02:35:38.293298,2025-12-25 02:35:38.293298
92,474,95,service_ticket,347,admin_handling,2025-04-30 02:35:38.293298,2025-05-08 02:35:38.293298
93,436,387,general,372,admin_handling,2026-08-05 02:35:38.293298,2026-08-14 02:35:38.293298
94,468,444,general,254,bot_handling,2025-08-18 02:35:38.293298,2025-08-26 02:35:38.293298
95,165,236,service_ticket,403,resolved,2025-08-04 02:35:38.293298,2025-08-08 02:35:38.293298
96,107,80,service_ticket,66,bot_handling,2026-01-26 02:35:38.293298,2026-02-07 02:35:38.293298
97,81,493,general,299,waiting_for_admin,2026-07-18 02:35:38.293298,2026-07-26 02:35:38.293298
98,489,300,service_ticket,289,resolved,2025-10-04 02:35:38.293298,2025-10-17 02:35:38.293298
99,33,80,general,288,waiting_for_admin,2026-07-08 02:35:38.293298,2026-07-15 02:35:38.293298
100,178,103,general,61,admin_handling,2025-09-12 02:35:38.293298,2025-09-22 02:35:38.293298
101,131,263,general,64,resolved,2025-06-15 02:35:38.293298,2025-06-23 02:35:38.293298
102,301,444,job_order,30,waiting_for_admin,2026-06-22 02:35:38.293298,2026-06-27 02:35:38.293298
103,177,262,service_ticket,,admin_handling,2025-08-19 02:35:38.293298,2025-08-27 02:35:38.293298
104,484,164,job_order,273,bot_handling,2025-10-13 02:35:38.293298,2025-10-18 02:35:38.293298
105,91,485,job_order,260,admin_handling,2026-01-07 02:35:38.293298,2026-01-16 02:35:38.293298
106,117,223,job_order,87,bot_handling,2025-08-09 02:35:38.293298,2025-08-20 02:35:38.293298
107,232,160,service_ticket,210,bot_handling,2026-04-19 02:35:38.293298,2026-04-22 02:35:38.293298
108,371,371,service_ticket,,admin_handling,2025-07-05 02:35:38.293298,2025-07-10 02:35:38.293298
109,198,442,general,,admin_handling,2026-03-01 02:35:38.293298,2026-03-11 02:35:38.293298
110,451,175,general,354,waiting_for_admin,2026-01-27 02:35:38.293298,2026-02-09 02:35:38.293298
111,457,67,general,,bot_handling,2025-11-22 02:35:38.293298,2025-12-01 02:35:38.293298
112,485,82,service_ticket,162,bot_handling,2026-07-31 02:35:38.293298,2026-08-11 02:35:38.293298
113,469,80,service_ticket,149,resolved,2025-08-28 02:35:38.293298,2025-09-06 02:35:38.293298
114,356,425,job_order,218,waiting_for_admin,2026-01-24 02:35:38.293298,2026-02-05 02:35:38.293298
115,253,408,service_ticket,,waiting_for_admin,2025-08-17 02:35:38.293298,2025-08-28 02:35:38.293298
116,89,35,job_order,383,waiting_for_admin,2026-04-03 02:35:38.293298,2026-04-10 02:35:38.293298
117,62,482,general,197,waiting_for_admin,2025-06-06 02:35:38.293298,2025-06-12 02:35:38.293298
118,149,106,service_ticket,,bot_handling,2025-07-11 02:35:38.293298,2025-07-13 02:35:38.293298
119,310,194,service_ticket,281,resolved,2026-01-31 02:35:38.293298,2026-02-15 02:35:38.293298
120,141,371,general,,waiting_for_admin,2026-02-17 02:35:38.293298,2026-02-18 02:35:38.293298
121,348,403,general,,waiting_for_admin,2025-09-07 02:35:38.293298,2025-09-14 02:35:38.293298
122,459,477,service_ticket,,waiting_for_admin,2025-10-05 02:35:38.293298,2025-10-14 02:35:38.293298
123,70,382,service_ticket,51,bot_handling,2026-03-29 02:35:38.293298,2026-04-01 02:35:38.293298
124,119,46,service_ticket,,waiting_for_admin,2025-07-08 02:35:38.293298,2025-07-19 02:35:38.293298
125,201,71,service_ticket,,resolved,2025-11-27 02:35:38.293298,2025-12-13 02:35:38.293298
126,115,137,job_order,,admin_handling,2025-12-21 02:35:38.293298,2025-12-31 02:35:38.293298
127,295,276,general,185,waiting_for_admin,2026-07-12 02:35:38.293298,2026-07-23 02:35:38.293298
128,57,175,general,344,resolved,2025-12-30 02:35:38.293298,2026-01-11 02:35:38.293298
129,93,113,general,,admin_handling,2026-06-12 02:35:38.293298,2026-06-30 02:35:38.293298
130,224,334,service_ticket,,resolved,2025-08-08 02:35:38.293298,2025-08-10 02:35:38.293298
131,473,344,general,,resolved,2025-08-02 02:35:38.293298,2025-08-18 02:35:38.293298
132,238,416,service_ticket,319,resolved,2025-08-04 02:35:38.293298,2025-08-05 02:35:38.293298
133,218,236,general,,waiting_for_admin,2026-02-19 02:35:38.293298,2026-02-28 02:35:38.293298
134,248,373,service_ticket,,admin_handling,2026-05-09 02:35:38.293298,2026-05-14 02:35:38.293298
135,353,214,general,10,admin_handling,2025-10-02 02:35:38.293298,2025-10-13 02:35:38.293298
136,157,345,general,,resolved,2026-06-03 02:35:38.293298,2026-06-14 02:35:38.293298
137,190,142,job_order,268,waiting_for_admin,2025-04-04 02:35:38.293298,2025-04-13 02:35:38.293298
138,7,467,job_order,93,resolved,2025-04-14 02:35:38.293298,2025-04-24 02:35:38.293298
139,320,281,general,21,bot_handling,2026-05-10 02:35:38.293298,2026-05-10 02:35:38.293298
140,64,116,service_ticket,,waiting_for_admin,2025-09-13 02:35:38.293298,2025-09-25 02:35:38.293298
141,113,302,general,246,admin_handling,2025-04-28 02:35:38.293298,2025-05-03 02:35:38.293298
142,58,233,job_order,163,waiting_for_admin,2025-12-05 02:35:38.293298,2025-12-12 02:35:38.293298
143,64,351,job_order,,admin_handling,2025-09-14 02:35:38.293298,2025-09-21 02:35:38.293298
144,120,190,job_order,24,bot_handling,2026-07-31 02:35:38.293298,2026-08-07 02:35:38.293298
145,292,500,general,245,waiting_for_admin,2025-05-01 02:35:38.293298,2025-05-07 02:35:38.293298
146,492,16,job_order,,admin_handling,2026-07-08 02:35:38.293298,2026-07-22 02:35:38.293298
147,297,219,job_order,133,bot_handling,2026-05-14 02:35:38.293298,2026-05-18 02:35:38.293298
148,190,201,job_order,268,resolved,2025-04-05 02:35:38.293298,2025-04-15 02:35:38.293298
149,254,245,service_ticket,65,admin_handling,2026-06-25 02:35:38.293298,2026-07-06 02:35:38.293298
150,461,100,job_order,8,waiting_for_admin,2026-04-03 02:35:38.293298,2026-04-09 02:35:38.293298
151,452,496,service_ticket,77,bot_handling,2025-12-22 02:35:38.293298,2026-01-03 02:35:38.293298
152,228,42,general,151,bot_handling,2025-07-03 02:35:38.293298,2025-07-11 02:35:38.293298
153,239,29,job_order,,bot_handling,2026-01-20 02:35:38.293298,2026-01-23 02:35:38.293298
154,349,53,job_order,,bot_handling,2026-06-27 02:35:38.293298,2026-07-11 02:35:38.293298
155,15,31,service_ticket,,waiting_for_admin,2025-12-23 02:35:38.293298,2026-01-01 02:35:38.293298
156,375,161,service_ticket,37,resolved,2026-05-26 02:35:38.293298,2026-06-04 02:35:38.293298
157,355,213,service_ticket,242,resolved,2025-09-29 02:35:38.293298,2025-10-07 02:35:38.293298
158,408,169,service_ticket,70,waiting_for_admin,2026-06-11 02:35:38.293298,2026-06-21 02:35:38.293298
159,132,260,general,98,admin_handling,2025-11-03 02:35:38.293298,2025-11-20 02:35:38.293298
160,246,48,general,,waiting_for_admin,2026-01-01 02:35:38.293298,2026-01-09 02:35:38.293298
161,162,152,general,492,bot_handling,2025-07-10 02:35:38.293298,2025-07-14 02:35:38.293298
162,54,142,job_order,468,bot_handling,2026-04-12 02:35:38.293298,2026-04-14 02:35:38.293298
163,152,205,job_order,1,waiting_for_admin,2025-12-04 02:35:38.293298,2025-12-10 02:35:38.293298
164,325,148,service_ticket,,resolved,2025-04-30 02:35:38.293298,2025-05-08 02:35:38.293298
165,59,30,job_order,,waiting_for_admin,2025-09-01 02:35:38.293298,2025-09-03 02:35:38.293298
166,80,193,general,,bot_handling,2025-06-04 02:35:38.293298,2025-06-18 02:35:38.293298
167,140,496,service_ticket,129,bot_handling,2025-04-20 02:35:38.293298,2025-04-30 02:35:38.293298
168,138,92,service_ticket,,bot_handling,2025-09-20 02:35:38.293298,2025-10-02 02:35:38.293298
169,302,141,general,482,admin_handling,2025-08-02 02:35:38.293298,2025-08-14 02:35:38.293298
170,394,408,job_order,157,bot_handling,2025-09-24 02:35:38.293298,2025-10-03 02:35:38.293298
171,410,270,job_order,,admin_handling,2025-07-30 02:35:38.293298,2025-08-11 02:35:38.293298
172,41,465,job_order,478,resolved,2026-03-02 02:35:38.293298,2026-03-14 02:35:38.293298
173,311,228,general,26,waiting_for_admin,2025-09-27 02:35:38.293298,2025-10-05 02:35:38.293298
174,77,328,job_order,,admin_handling,2026-02-15 02:35:38.293298,2026-02-28 02:35:38.293298
175,74,88,job_order,,admin_handling,2025-04-03 02:35:38.293298,2025-04-15 02:35:38.293298
176,347,265,service_ticket,,waiting_for_admin,2025-11-02 02:35:38.293298,2025-11-08 02:35:38.293298
177,382,472,job_order,113,waiting_for_admin,2026-02-19 02:35:38.293298,2026-02-25 02:35:38.293298
178,91,214,service_ticket,260,bot_handling,2026-01-09 02:35:38.293298,2026-01-13 02:35:38.293298
179,322,408,job_order,,waiting_for_admin,2025-07-06 02:35:38.293298,2025-07-22 02:35:38.293298
180,34,465,general,71,admin_handling,2026-01-09 02:35:38.293298,2026-01-16 02:35:38.293298
181,93,367,general,,admin_handling,2026-06-16 02:35:38.293298,2026-06-30 02:35:38.293298
182,478,309,job_order,217,bot_handling,2025-11-23 02:35:38.293298,2025-11-28 02:35:38.293298
183,93,219,general,,resolved,2026-06-19 02:35:38.293298,2026-06-29 02:35:38.293298
184,52,319,service_ticket,,resolved,2026-04-06 02:35:38.293298,2026-04-18 02:35:38.293298
185,419,329,job_order,,admin_handling,2025-10-20 02:35:38.293298,2025-11-02 02:35:38.293298
186,451,406,general,354,admin_handling,2026-01-29 02:35:38.293298,2026-02-02 02:35:38.293298
187,432,360,job_order,,admin_handling,2026-06-14 02:35:38.293298,2026-06-20 02:35:38.293298
188,424,475,service_ticket,38,admin_handling,2025-05-29 02:35:38.293298,2025-06-11 02:35:38.293298
189,430,379,job_order,,bot_handling,2026-05-03 02:35:38.293298,2026-05-21 02:35:38.293298
190,458,208,job_order,,waiting_for_admin,2025-09-18 02:35:38.293298,2025-09-25 02:35:38.293298
191,258,246,job_order,365,bot_handling,2025-08-11 02:35:38.293298,2025-08-19 02:35:38.293298
192,126,152,job_order,,bot_handling,2026-07-11 02:35:38.293298,2026-07-13 02:35:38.293298
193,94,352,job_order,,bot_handling,2025-10-18 02:35:38.293298,2025-10-30 02:35:38.293298
194,149,442,job_order,,resolved,2025-07-03 02:35:38.293298,2025-07-15 02:35:38.293298
195,225,421,general,,waiting_for_admin,2026-01-20 02:35:38.293298,2026-01-29 02:35:38.293298
196,13,280,service_ticket,,resolved,2025-04-19 02:35:38.293298,2025-04-30 02:35:38.293298
197,305,396,job_order,309,bot_handling,2025-08-07 02:35:38.293298,2025-08-17 02:35:38.293298
198,356,265,general,218,bot_handling,2026-01-30 02:35:38.293298,2026-02-05 02:35:38.293298
199,47,458,job_order,191,resolved,2026-05-12 02:35:38.293298,2026-05-21 02:35:38.293298
200,311,367,general,26,admin_handling,2025-10-05 02:35:38.293298,2025-10-10 02:35:38.293298
201,12,417,general,85,waiting_for_admin,2025-06-24 02:35:38.293298,2025-07-02 02:35:38.293298
202,215,490,general,177,resolved,2025-08-04 02:35:38.293298,2025-08-19 02:35:38.293298
203,251,394,general,259,admin_handling,2025-05-04 02:35:38.293298,2025-05-14 02:35:38.293298
204,316,272,general,86,waiting_for_admin,2025-08-01 02:35:38.293298,2025-08-12 02:35:38.293298
205,487,467,job_order,,waiting_for_admin,2025-04-07 02:35:38.293298,2025-04-17 02:35:38.293298
206,287,95,job_order,106,bot_handling,2026-06-07 02:35:38.293298,2026-06-10 02:35:38.293298
207,165,221,general,403,resolved,2025-08-01 02:35:38.293298,2025-08-06 02:35:38.293298
208,441,321,general,,resolved,2025-07-21 02:35:38.293298,2025-07-23 02:35:38.293298
209,343,412,general,50,admin_handling,2026-01-27 02:35:38.293298,2026-02-04 02:35:38.293298
210,384,273,job_order,,bot_handling,2025-12-19 02:35:38.293298,2025-12-27 02:35:38.293298
211,316,285,general,86,resolved,2025-07-26 02:35:38.293298,2025-08-09 02:35:38.293298
212,208,103,general,204,resolved,2026-04-18 02:35:38.293298,2026-04-23 02:35:38.293298
213,163,320,job_order,473,resolved,2025-12-23 02:35:38.293298,2026-01-07 02:35:38.293298
214,407,172,job_order,63,bot_handling,2026-05-02 02:35:38.293298,2026-05-16 02:35:38.293298
215,54,372,job_order,468,admin_handling,2026-04-11 02:35:38.293298,2026-04-17 02:35:38.293298
216,10,437,service_ticket,404,resolved,2026-03-17 02:35:38.293298,2026-03-25 02:35:38.293298
217,491,60,service_ticket,463,bot_handling,2025-04-10 02:35:38.293298,2025-04-18 02:35:38.293298
218,295,498,job_order,185,bot_handling,2026-07-12 02:35:38.293298,2026-07-21 02:35:38.293298
219,87,75,job_order,,bot_handling,2026-05-16 02:35:38.293298,2026-05-22 02:35:38.293298
220,282,378,job_order,132,waiting_for_admin,2026-07-21 02:35:38.293298,2026-07-29 02:35:38.293298
221,140,38,service_ticket,129,admin_handling,2025-04-20 02:35:38.293298,2025-04-28 02:35:38.293298
222,461,452,service_ticket,8,resolved,2026-03-31 02:35:38.293298,2026-04-17 02:35:38.293298
223,91,164,job_order,260,admin_handling,2026-01-07 02:35:38.293298,2026-01-17 02:35:38.293298
224,285,266,general,374,resolved,2025-11-18 02:35:38.293298,2025-11-28 02:35:38.293298
225,1,33,service_ticket,,waiting_for_admin,2025-11-02 02:35:38.293298,2025-11-12 02:35:38.293298
226,147,262,general,312,resolved,2025-11-30 02:35:38.293298,2025-12-12 02:35:38.293298
227,260,349,job_order,,waiting_for_admin,2026-04-04 02:35:38.293298,2026-04-15 02:35:38.293298
228,474,280,service_ticket,347,bot_handling,2025-05-03 02:35:38.293298,2025-05-15 02:35:38.293298
229,449,115,service_ticket,,bot_handling,2025-10-13 02:35:38.293298,2025-10-22 02:35:38.293298
230,108,362,job_order,84,resolved,2025-12-17 02:35:38.293298,2025-12-23 02:35:38.293298
231,285,410,job_order,374,admin_handling,2025-11-22 02:35:38.293298,2025-11-24 02:35:38.293298
232,392,326,general,147,waiting_for_admin,2025-09-05 02:35:38.293298,2025-09-10 02:35:38.293298
233,78,463,general,230,admin_handling,2025-04-06 02:35:38.293298,2025-04-18 02:35:38.293298
234,230,94,general,486,bot_handling,2025-08-27 02:35:38.293298,2025-09-09 02:35:38.293298
235,292,121,job_order,245,waiting_for_admin,2025-04-28 02:35:38.293298,2025-05-07 02:35:38.293298
236,369,407,job_order,341,waiting_for_admin,2025-11-20 02:35:38.293298,2025-11-30 02:35:38.293298
237,273,412,service_ticket,271,resolved,2025-09-27 02:35:38.293298,2025-10-03 02:35:38.293298
238,366,401,general,,bot_handling,2026-01-11 02:35:38.293298,2026-01-26 02:35:38.293298
239,460,287,service_ticket,,waiting_for_admin,2025-08-12 02:35:38.293298,2025-08-27 02:35:38.293298
240,389,315,job_order,,waiting_for_admin,2026-06-22 02:35:38.293298,2026-06-25 02:35:38.293298
241,195,290,service_ticket,223,admin_handling,2025-08-13 02:35:38.293298,2025-08-20 02:35:38.293298
242,86,490,general,353,waiting_for_admin,2025-11-29 02:35:38.293298,2025-12-15 02:35:38.293298
243,246,133,service_ticket,,bot_handling,2025-12-25 02:35:38.293298,2026-01-02 02:35:38.293298
244,329,119,general,,resolved,2025-05-11 02:35:38.293298,2025-05-29 02:35:38.293298
245,291,29,service_ticket,,bot_handling,2026-07-18 02:35:38.293298,2026-07-24 02:35:38.293298
246,292,361,job_order,245,waiting_for_admin,2025-04-27 02:35:38.293298,2025-05-11 02:35:38.293298
247,76,390,service_ticket,82,waiting_for_admin,2025-11-08 02:35:38.293298,2025-11-21 02:35:38.293298
248,419,150,job_order,,resolved,2025-10-18 02:35:38.293298,2025-10-24 02:35:38.293298
249,460,50,service_ticket,,waiting_for_admin,2025-08-19 02:35:38.293298,2025-08-22 02:35:38.293298
250,223,95,general,,resolved,2025-08-02 02:35:38.293298,2025-08-10 02:35:38.293298
251,62,105,service_ticket,197,waiting_for_admin,2025-05-31 02:35:38.293298,2025-06-10 02:35:38.293298
252,470,83,job_order,,waiting_for_admin,2025-08-20 02:35:38.293298,2025-09-04 02:35:38.293298
253,137,212,job_order,,admin_handling,2025-11-14 02:35:38.293298,2025-11-15 02:35:38.293298
254,163,194,general,473,resolved,2025-12-29 02:35:38.293298,2026-01-10 02:35:38.293298
255,21,48,service_ticket,12,admin_handling,2025-09-13 02:35:38.293298,2025-09-21 02:35:38.293298
256,480,372,service_ticket,,resolved,2025-06-25 02:35:38.293298,2025-06-28 02:35:38.293298
257,302,84,general,482,resolved,2025-08-04 02:35:38.293298,2025-08-08 02:35:38.293298
258,350,197,general,267,admin_handling,2025-09-15 02:35:38.293298,2025-09-25 02:35:38.293298
259,314,377,service_ticket,,admin_handling,2025-08-18 02:35:38.293298,2025-09-01 02:35:38.293298
260,363,233,service_ticket,182,bot_handling,2025-08-14 02:35:38.293298,2025-08-21 02:35:38.293298
261,265,1,general,,resolved,2025-11-06 02:35:38.293298,2025-11-13 02:35:38.293298
262,149,258,job_order,,admin_handling,2025-07-05 02:35:38.293298,2025-07-17 02:35:38.293298
263,91,240,service_ticket,260,resolved,2026-01-11 02:35:38.293298,2026-01-16 02:35:38.293298
264,358,382,service_ticket,143,resolved,2026-07-21 02:35:38.293298,2026-07-31 02:35:38.293298
265,158,34,job_order,,bot_handling,2025-07-17 02:35:38.293298,2025-07-27 02:35:38.293298
266,195,309,service_ticket,223,resolved,2025-08-11 02:35:38.293298,2025-08-18 02:35:38.293298
267,125,412,general,212,admin_handling,2026-05-27 02:35:38.293298,2026-06-03 02:35:38.293298
268,177,454,service_ticket,,resolved,2025-08-23 02:35:38.293298,2025-09-02 02:35:38.293298
269,351,103,service_ticket,54,resolved,2025-05-31 02:35:38.293298,2025-06-15 02:35:38.293298
270,37,453,job_order,148,admin_handling,2025-08-30 02:35:38.293298,2025-09-01 02:35:38.293298
271,286,472,general,235,resolved,2026-01-15 02:35:38.293298,2026-01-26 02:35:38.293298
272,244,484,job_order,68,resolved,2025-09-04 02:35:38.293298,2025-09-08 02:35:38.293298
273,78,234,general,230,bot_handling,2025-04-03 02:35:38.293298,2025-04-21 02:35:38.293298
274,117,295,job_order,87,bot_handling,2025-08-09 02:35:38.293298,2025-08-16 02:35:38.293298
275,358,220,job_order,143,resolved,2026-07-20 02:35:38.293298,2026-07-28 02:35:38.293298
276,151,315,general,,waiting_for_admin,2026-07-06 02:35:38.293298,2026-07-08 02:35:38.293298
277,216,203,job_order,405,bot_handling,2025-12-30 02:35:38.293298,2026-01-06 02:35:38.293298
278,174,171,service_ticket,213,admin_handling,2026-07-21 02:35:38.293298,2026-07-31 02:35:38.293298
279,402,416,job_order,41,bot_handling,2025-05-17 02:35:38.293298,2025-05-26 02:35:38.293298
