estimated_duration_mins,actual_amount,service_id,base_price,base_duration_hours,is_price_fixed,vehicle_age,vehicle_type_encoded,actual_duration_mins,predicted_duration_mins
84.35,3324.05,8,4000.0,2.0,False,9,4,125.03333333333333,115.76283333333333
238.25,5171.97,5,2000.0,1.5,False,7,4,262.93333333333334,261.2088333333333
61.266666666666666,3458.59,4,1200.0,1.0,True,9,2,55.516666666666666,66.04099999999998
33.25,794.71,2,3500.0,2.0,False,10,2,23.483333333333334,31.82699999999997
235.15,3458.5,3,800.0,0.5,True,15,5,222.45,235.38683333333356
228.28333333333333,5289.01,1,1500.0,1.0,True,4,2,240.51666666666668,243.50533333333323
40.68333333333333,7138.77,1,1500.0,1.0,True,2,0,71.41666666666667,61.38700000000004
81.9,6171.39,1,1500.0,1.0,True,7,0,112.78333333333333,106.7926666666667
170.43333333333334,2202.06,5,2000.0,1.5,False,12,1,212.9,200.26450000000006
92.46666666666667,1319.2,7,2500.0,1.0,True,7,4,92.96666666666667,94.62649999999994
190.7,1825.21,1,1500.0,1.0,True,2,4,181.33333333333334,196.09350000000012
201.18333333333334,6626.05,4,1200.0,1.0,True,10,2,245.11666666666667,237.81366666666634
133.43333333333334,2130.58,7,2500.0,1.0,True,3,4,130.03333333333333,134.56000000000006
221.26666666666668,5950.85,3,800.0,0.5,True,9,0,248.53333333333333,244.91066666666654
129.6,4280.38,7,2500.0,1.0,True,5,0,155.78333333333333,149.07233333333326
209.91666666666666,5365.09,3,800.0,0.5,True,9,5,241.3,239.06483333333304
223.6,2020.21,3,800.0,0.5,True,11,5,266.01666666666665,259.7619999999998
71.41666666666667,6217.98,4,1200.0,1.0,True,4,5,85.43333333333334,93.70433333333338
119.11666666666666,3228.51,7,2500.0,1.0,True,3,2,135.18333333333334,131.14199999999985
146.5,536.61,4,1200.0,1.0,True,1,3,187.75,173.3075
185.88333333333333,3326.11,7,2500.0,1.0,True,11,3,209.21666666666667,207.12983333333352
231.5,5714.82,7,2500.0,1.0,True,16,2,272.55,257.34949999999975
123.41666666666667,4867.51,6,4500.0,0.5,True,6,0,114.35,127.79016666666683
194.55,1802.74,3,800.0,0.5,True,12,2,215.8,212.254
112.5,6439.32,4,1200.0,1.0,True,16,2,116.36666666666666,121.59566666666669
93.2,3385.65,8,4000.0,2.0,False,6,5,133.95,122.65183333333343
161.53333333333333,5196.41,2,3500.0,2.0,False,7,0,162.03333333333333,167.79799999999994
166.56666666666666,1938.03,7,2500.0,1.0,True,1,1,181.11666666666667,180.54016666666666
179.8,3853.12,7,2500.0,1.0,True,12,3,223.73333333333332,210.43933333333342
41.11666666666667,5224.42,6,4500.0,0.5,True,10,2,72.16666666666667,59.62449999999998
182.58333333333334,2252.45,6,4500.0,0.5,True,9,1,177.25,179.85850000000002
57.93333333333333,6161.28,2,3500.0,2.0,False,16,5,102.7,91.59133333333331
208.73333333333332,1172.65,8,4000.0,2.0,False,10,0,235.61666666666667,233.94283333333314
92.61666666666666,3208.59,8,4000.0,2.0,False,12,0,127.9,121.33416666666658
35.06666666666667,5920.28,8,4000.0,2.0,False,10,1,62.65,61.449166666666635
95.0,2973.57,8,4000.0,2.0,False,3,5,109.1,111.65250000000015
89.78333333333333,5747.92,5,2000.0,1.5,False,12,3,116.56666666666666,102.55883333333335
54.96666666666667,4161.29,5,2000.0,1.5,False,2,4,96.23333333333333,87.98900000000005
136.58333333333334,7584.83,3,800.0,0.5,True,3,3,135.95,154.76433333333344
66.0,1911.91,2,3500.0,2.0,False,12,1,79.05,76.08150000000009
212.48333333333332,2777.61,8,4000.0,2.0,False,5,0,230.45,229.83150000000023
70.58333333333333,735.72,4,1200.0,1.0,True,0,5,110.58333333333333,103.44783333333335
149.16666666666666,2092.2,5,2000.0,1.5,False,16,1,141.05,147.69016666666644
169.68333333333334,6591.82,2,3500.0,2.0,False,16,5,206.08333333333334,194.82399999999996
98.93333333333334,3611.64,8,4000.0,2.0,False,9,2,121.9,117.7309999999999
210.06666666666666,5807.23,6,4500.0,0.5,True,0,4,233.06666666666666,230.29816666666673
106.36666666666666,4691.51,6,4500.0,0.5,True,13,5,109.23333333333333,109.77800000000008
79.21666666666667,4376.35,1,1500.0,1.0,True,9,5,67.6,88.83083333333335
178.2,1227.79,2,3500.0,2.0,False,16,5,214.88333333333333,210.57450000000026
103.36666666666666,2466.05,8,4000.0,2.0,False,5,4,140.2,114.05450000000008
31.016666666666666,3291.75,1,1500.0,1.0,True,0,2,37.03333333333333,42.811499999999995
176.23333333333332,540.67,1,1500.0,1.0,True,5,0,171.01666666666668,203.89733333333336
127.26666666666667,6622.88,5,2000.0,1.5,False,0,1,158.93333333333334,156.74333333333306
233.1,3322.0,5,2000.0,1.5,False,8,4,219.98333333333332,237.66183333333316
237.6,3396.59,1,1500.0,1.0,True,2,3,229.81666666666666,256.79633333333317
59.46666666666667,592.68,3,800.0,0.5,True,2,0,101.63333333333334,84.12733333333328
77.08333333333333,5560.09,7,2500.0,1.0,True,0,2,102.43333333333334,92.64633333333333
217.1,5680.42,2,3500.0,2.0,False,3,5,225.16666666666666,224.5023333333333
101.68333333333334,2444.87,8,4000.0,2.0,False,7,2,118.08333333333333,116.67400000000006
72.61666666666666,1840.9,8,4000.0,2.0,False,6,1,59.63333333333333,68.58333333333329
199.78333333333333,1681.04,1,1500.0,1.0,True,0,1,203.08333333333334,224.43383333333347
77.96666666666667,7514.12,1,1500.0,1.0,True,1,3,88.7,92.64783333333331
55.6,625.32,7,2500.0,1.0,True,5,3,69.38333333333334,72.89533333333327
181.96666666666667,2008.76,3,800.0,0.5,True,12,3,184.85,192.18549999999996
225.6,4763.39,2,3500.0,2.0,False,2,2,241.75,242.16599999999994
113.2,7315.23,1,1500.0,1.0,True,6,5,135.3,128.25216666666668
126.96666666666667,7288.71,5,2000.0,1.5,False,1,1,143.01666666666668,148.1744999999998
84.85,7875.19,5,2000.0,1.5,False,4,1,111.91666666666667,108.56566666666667
56.05,7305.17,3,800.0,0.5,True,6,4,65.48333333333333,66.77866666666668
77.7,7094.62,2,3500.0,2.0,False,3,1,98.51666666666667,89.67966666666665
175.8,5196.35,5,2000.0,1.5,False,0,2,169.46666666666667,174.00383333333346
108.48333333333333,3916.75,3,800.0,0.5,True,16,1,140.65,134.28816666666654
98.13333333333334,4476.21,2,3500.0,2.0,False,2,1,110.31666666666666,111.86833333333342
151.15,524.56,4,1200.0,1.0,True,10,1,145.16666666666666,153.4038333333332
223.7,7918.33,4,1200.0,1.0,True,15,4,215.63333333333333,222.94266666666692
213.25,7925.8,8,4000.0,2.0,False,9,4,208.61666666666667,218.81483333333315
56.68333333333333,1899.6,4,1200.0,1.0,True,15,1,95.83333333333333,89.13933333333331
159.91666666666666,1414.36,5,2000.0,1.5,False,10,2,180.26666666666668,178.43583333333325
92.16666666666667,1082.28,6,4500.0,0.5,True,9,1,112.38333333333334,110.27049999999994
105.0,7427.48,6,4500.0,0.5,True,0,3,94.8,123.63183333333328
234.18333333333334,2362.44,1,1500.0,1.0,True,16,2,253.63333333333333,255.127
41.86666666666667,4165.71,8,4000.0,2.0,False,6,1,54.05,56.810166666666746
232.98333333333332,7366.13,2,3500.0,2.0,False,5,3,221.23333333333332,232.68466666666671
107.51666666666667,5515.67,3,800.0,0.5,True,3,4,98.8,103.48083333333328
173.23333333333332,3808.98,3,800.0,0.5,True,11,3,171.4,179.40433333333323
177.25,1439.33,2,3500.0,2.0,False,13,1,216.51666666666668,207.73083333333332
122.81666666666666,4096.78,3,800.0,0.5,True,11,0,142.83333333333334,142.66566666666682
179.13333333333333,7447.62,7,2500.0,1.0,True,0,5,168.38333333333333,182.84550000000013
64.8,1619.67,5,2000.0,1.5,False,6,1,58.18333333333333,64.57533333333336
151.68333333333334,6856.66,7,2500.0,1.0,True,12,0,141.65,151.3936666666667
160.23333333333332,2292.41,8,4000.0,2.0,False,10,2,183.76666666666668,184.84349999999992
201.01666666666668,7999.75,7,2500.0,1.0,True,3,2,235.11666666666667,231.90399999999966
50.833333333333336,4729.73,6,4500.0,0.5,True,0,5,51.266666666666666,59.40083333333334
64.16666666666667,7458.31,8,4000.0,2.0,False,9,3,62.1,65.66883333333338
144.26666666666668,2357.14,8,4000.0,2.0,False,13,0,140.73333333333332,140.53000000000011
113.96666666666667,3147.41,7,2500.0,1.0,True,6,1,103.58333333333333,113.0211666666668
231.13333333333333,2478.44,2,3500.0,2.0,False,11,0,229.11666666666667,235.01183333333302
111.11666666666666,528.7,8,4000.0,2.0,False,6,1,96.58333333333333,105.13849999999996
126.15,4474.15,7,2500.0,1.0,True,15,4,121.68333333333334,141.22333333333327
54.55,6638.34,4,1200.0,1.0,True,1,2,63.983333333333334,69.31850000000003
229.91666666666666,6799.47,8,4000.0,2.0,False,6,1,244.33333333333334,236.40966666666657
66.35,1733.16,5,2000.0,1.5,False,4,5,72.33333333333333,76.54700000000005
96.25,6241.22,3,800.0,0.5,True,7,4,99.03333333333333,98.96600000000002
33.43333333333333,878.9,6,4500.0,0.5,True,0,3,35.6,38.78899999999996
95.68333333333334,6648.03,4,1200.0,1.0,True,7,4,100.01666666666667,99.6719999999999
148.61666666666667,2225.83,6,4500.0,0.5,True,1,2,134.51666666666668,144.60366666666658
144.56666666666666,2370.42,5,2000.0,1.5,False,16,4,158.18333333333334,155.7291666666664
79.51666666666667,5909.34,8,4000.0,2.0,False,5,1,71.38333333333334,78.5486666666666
117.01666666666667,531.19,6,4500.0,0.5,True,3,2,131.96666666666667,131.19350000000006
150.91666666666666,5721.94,4,1200.0,1.0,True,4,3,159.76666666666668,157.62249999999986
91.05,2943.15,6,4500.0,0.5,True,14,4,107.58333333333333,107.40566666666672
211.18333333333334,3356.94,2,3500.0,2.0,False,7,1,197.9,210.97200000000004
119.96666666666667,5590.64,2,3500.0,2.0,False,12,3,132.68333333333334,130.60366666666653
209.06666666666666,614.22,4,1200.0,1.0,True,1,1,243.25,237.9191666666667
178.51666666666668,1819.06,6,4500.0,0.5,True,14,0,181.3,187.6921666666668
86.0,1070.73,8,4000.0,2.0,False,13,0,114.06666666666666,112.22266666666675
34.833333333333336,1282.41,3,800.0,0.5,True,6,5,68.0,48.47166666666668
139.98333333333332,2116.99,5,2000.0,1.5,False,0,4,176.71666666666667,170.76116666666672
172.38333333333333,845.44,3,800.0,0.5,True,3,5,202.95,187.28183333333334
55.583333333333336,857.62,3,800.0,0.5,True,1,5,42.166666666666664,80.57366666666665
213.88333333333333,7970.81,2,3500.0,2.0,False,6,1,245.83333333333334,232.07616666666675
97.88333333333334,6720.86,3,800.0,0.5,True,5,3,101.81666666666666,105.87999999999994
142.56666666666666,2743.22,3,800.0,0.5,True,9,5,163.53333333333333,164.0546666666666
145.83333333333334,5512.91,4,1200.0,1.0,True,4,1,153.66666666666666,157.48116666666652
155.85,3399.77,4,1200.0,1.0,True,0,5,167.13333333333333,170.92799999999997
93.66666666666667,3406.79,8,4000.0,2.0,False,12,5,102.43333333333334,110.75499999999991
66.81666666666666,5255.07,1,1500.0,1.0,True,6,4,106.96666666666667,72.53400000000005
150.78333333333333,5182.42,8,4000.0,2.0,False,1,0,194.3,151.45049999999998
107.26666666666667,1587.98,2,3500.0,2.0,False,6,1,110.25,110.48233333333333
189.95,7097.54,3,800.0,0.5,True,1,5,220.58333333333334,212.475
218.31666666666666,7975.56,1,1500.0,1.0,True,15,3,221.0,224.20150000000004
190.2,1589.79,2,3500.0,2.0,False,5,2,188.01666666666668,198.52383333333336
139.31666666666666,6785.59,8,4000.0,2.0,False,6,4,159.85,156.49833333333336
140.93333333333334,7152.93,3,800.0,0.5,True,7,3,145.81666666666666,156.5095000000003
68.53333333333333,2822.92,4,1200.0,1.0,True,7,4,60.05,72.05233333333335
127.53333333333333,2326.71,1,1500.0,1.0,True,6,2,148.16666666666666,144.42999999999992
90.71666666666667,3864.89,1,1500.0,1.0,True,6,4,98.43333333333334,97.1388333333333
220.76666666666668,6791.23,6,4500.0,0.5,True,5,0,254.11666666666667,232.01716666666664
205.15,3444.42,4,1200.0,1.0,True,8,1,237.33333333333334,233.32433333333327
51.93333333333333,4622.43,3,800.0,0.5,True,2,4,42.86666666666667,52.90300000000002
176.08333333333334,5057.1,8,4000.0,2.0,False,10,5,200.15,195.54016666666666
218.78333333333333,7202.4,5,2000.0,1.5,False,16,1,209.31666666666666,213.6445000000001
70.61666666666666,651.19,2,3500.0,2.0,False,6,1,106.08333333333333,96.00766666666667
74.8,6343.47,2,3500.0,2.0,False,11,5,68.11666666666666,75.40683333333337
34.95,5558.13,8,4000.0,2.0,False,13,4,60.916666666666664,60.8175
49.71666666666667,6644.28,2,3500.0,2.0,False,6,0,78.55,60.96449999999999
176.73333333333332,5623.12,1,1500.0,1.0,True,4,1,219.06666666666666,208.88483333333338
88.06666666666666,5237.98,7,2500.0,1.0,True,11,3,107.06666666666666,96.82233333333335
127.71666666666667,6133.65,4,1200.0,1.0,True,6,4,116.76666666666667,128.37283333333326
166.18333333333334,7440.42,5,2000.0,1.5,False,15,4,185.28333333333333,180.1413333333332
219.7,6760.14,2,3500.0,2.0,False,7,4,251.43333333333334,243.38566666666674
175.31666666666666,5571.41,5,2000.0,1.5,False,11,4,171.31666666666666,176.09266666666682
197.16666666666666,2642.54,8,4000.0,2.0,False,10,2,189.18333333333334,217.24216666666663
106.16666666666667,4592.2,3,800.0,0.5,True,0,3,129.55,110.04733333333326
179.61666666666667,2687.88,3,800.0,0.5,True,13,5,217.33333333333334,196.73183333333338
234.33333333333334,7185.51,3,800.0,0.5,True,5,4,257.8666666666667,253.8198333333329
227.93333333333334,7382.33,3,800.0,0.5,True,7,0,238.75,239.31266666666667
141.18333333333334,1296.71,4,1200.0,1.0,True,15,5,138.01666666666668,149.2871666666666
81.63333333333334,3785.9,7,2500.0,1.0,True,11,1,72.93333333333334,83.19916666666671
79.61666666666666,6285.43,2,3500.0,2.0,False,16,1,88.2,87.84499999999998
105.85,1502.23,2,3500.0,2.0,False,6,5,110.55,111.09699999999992
139.96666666666667,2657.63,1,1500.0,1.0,True,6,4,172.5,164.53816666666665
78.93333333333334,887.07,8,4000.0,2.0,False,12,5,65.06666666666666,72.61699999999995
30.733333333333334,2795.71,4,1200.0,1.0,True,9,5,63.6,43.79916666666667
173.86666666666667,7898.09,5,2000.0,1.5,False,12,2,191.38333333333333,186.9168333333334
230.31666666666666,2158.45,1,1500.0,1.0,True,0,5,244.01666666666668,241.56499999999986
220.73333333333332,7044.45,3,800.0,0.5,True,15,0,222.16666666666666,228.91850000000005
131.21666666666667,5006.34,3,800.0,0.5,True,1,1,156.3,155.19366666666645
181.66666666666666,5116.68,6,4500.0,0.5,True,13,0,187.38333333333333,185.49033333333344
183.56666666666666,6761.98,2,3500.0,2.0,False,12,5,206.16666666666666,202.3705000000001
214.81666666666666,5123.76,4,1200.0,1.0,True,11,0,220.83333333333334,236.6441666666664
214.68333333333334,2379.83,8,4000.0,2.0,False,15,0,247.51666666666668,239.53049999999993
208.53333333333333,6628.25,7,2500.0,1.0,True,0,5,220.86666666666667,221.3589999999998
173.76666666666668,1967.65,1,1500.0,1.0,True,7,1,209.1,201.8445
101.15,3497.0,5,2000.0,1.5,False,4,1,92.33333333333333,98.04849999999999
140.88333333333333,5942.02,3,800.0,0.5,True,12,0,128.81666666666666,161.892
38.43333333333333,5198.31,1,1500.0,1.0,True,7,3,41.93333333333333,46.82133333333335
176.25,938.73,5,2000.0,1.5,False,11,5,196.9,197.99966666666674
110.48333333333333,2440.18,3,800.0,0.5,True,8,4,132.56666666666666,131.41433333333353
192.9,6517.74,7,2500.0,1.0,True,1,1,208.3,206.54983333333314
153.58333333333334,3162.62,1,1500.0,1.0,True,12,2,159.7,157.89450000000016
166.98333333333332,2550.32,4,1200.0,1.0,True,16,1,174.71666666666667,190.65783333333331
33.833333333333336,3969.47,1,1500.0,1.0,True,13,5,39.916666666666664,45.32300000000001
190.58333333333334,1319.17,8,4000.0,2.0,False,3,0,206.9,203.61783333333332
160.0,7649.28,3,800.0,0.5,True,11,3,204.76666666666668,195.39783333333318
212.98333333333332,7060.74,8,4000.0,2.0,False,3,4,211.06666666666666,214.27933333333337
74.51666666666667,2166.86,2,3500.0,2.0,False,5,2,105.46666666666667,94.82849999999993
177.53333333333333,4653.65,7,2500.0,1.0,True,10,4,221.35,213.40349999999987
73.38333333333334,3620.74,4,1200.0,1.0,True,1,4,76.51666666666667,82.39016666666663
127.33333333333333,4383.88,5,2000.0,1.5,False,12,5,170.51666666666668,159.97216666666654
182.98333333333332,4601.94,4,1200.0,1.0,True,6,4,189.25,195.27083333333331
196.45,1668.56,7,2500.0,1.0,True,9,3,229.93333333333334,224.14166666666677
57.05,3622.38,2,3500.0,2.0,False,11,1,79.56666666666666,77.91383333333332
154.4,5185.45,4,1200.0,1.0,True,6,5,151.66666666666666,157.36883333333319
162.23333333333332,7322.41,5,2000.0,1.5,False,15,2,161.51666666666668,169.53516666666656
47.766666666666666,2293.24,3,800.0,0.5,True,12,2,74.16666666666667,70.06533333333341
222.03333333333333,2588.37,4,1200.0,1.0,True,0,1,222.38333333333333,231.55650000000023
108.45,5322.14,7,2500.0,1.0,True,10,0,105.38333333333334,111.65149999999996
102.53333333333333,502.84,7,2500.0,1.0,True,12,4,95.45,99.74100000000003
150.91666666666666,7469.96,6,4500.0,0.5,True,3,0,179.35,151.71399999999986
227.98333333333332,5882.89,1,1500.0,1.0,True,6,5,239.36666666666667,241.04099999999988
168.01666666666668,3877.94,5,2000.0,1.5,False,11,4,197.45,175.63300000000004
161.88333333333333,1954.72,3,800.0,0.5,True,9,0,176.48333333333332,182.93266666666668
186.05,6374.95,2,3500.0,2.0,False,9,1,175.46666666666667,181.73183333333344
145.6,1769.22,3,800.0,0.5,True,10,1,189.88333333333333,177.7338333333333
235.1,1891.56,1,1500.0,1.0,True,14,1,273.71666666666664,262.6730000000001
74.81666666666666,3494.22,3,800.0,0.5,True,4,1,71.46666666666667,78.48383333333324
168.26666666666668,2288.75,3,800.0,0.5,True,9,5,209.25,201.9198333333333
71.28333333333333,3054.0,2,3500.0,2.0,False,15,2,66.5,73.70916666666665
197.3,1435.07,8,4000.0,2.0,False,0,4,228.68333333333334,219.48583333333332
212.56666666666666,7929.52,2,3500.0,2.0,False,10,1,255.46666666666667,242.89616666666683
215.15,1582.47,1,1500.0,1.0,True,3,1,225.23333333333332,230.53883333333343
160.4,2372.02,7,2500.0,1.0,True,3,1,196.63333333333333,193.97016666666673
51.416666666666664,4991.14,8,4000.0,2.0,False,1,5,75.61666666666666,70.09650000000002
126.28333333333333,3712.82,7,2500.0,1.0,True,3,1,125.98333333333333,133.36500000000004
166.3,946.94,8,4000.0,2.0,False,11,2,153.93333333333334,166.1086666666665
75.55,981.76,5,2000.0,1.5,False,5,1,100.63333333333334,96.5946666666666
147.15,6182.44,5,2000.0,1.5,False,0,2,164.2,161.73400000000004
159.75,4417.33,8,4000.0,2.0,False,3,2,178.03333333333333,175.42899999999983
129.48333333333332,1533.11,2,3500.0,2.0,False,11,3,131.15,133.85899999999987
50.15,5946.87,5,2000.0,1.5,False,4,2,92.36666666666666,80.15950000000004
230.36666666666667,3371.82,4,1200.0,1.0,True,6,4,218.03333333333333,226.8089999999998
216.81666666666666,3813.48,4,1200.0,1.0,True,2,0,223.78333333333333,228.25066666666652
199.95,3586.95,5,2000.0,1.5,False,2,3,221.28333333333333,218.8783333333335
143.58333333333334,6415.36,3,800.0,0.5,True,15,3,184.0,175.7628333333333
151.8,2272.73,3,800.0,0.5,True,8,3,162.88333333333333,161.09683333333325
84.76666666666667,3963.48,5,2000.0,1.5,False,16,2,126.83333333333333,119.98833333333341
45.55,5897.54,8,4000.0,2.0,False,6,5,56.983333333333334,58.3963333333333
53.583333333333336,6970.35,1,1500.0,1.0,True,8,5,42.416666666666664,50.850333333333346
157.61666666666667,2166.38,8,4000.0,2.0,False,4,1,157.83333333333334,182.06900000000005
205.86666666666667,2403.06,8,4000.0,2.0,False,12,3,231.55,228.51383333333317
141.03333333333333,7456.28,2,3500.0,2.0,False,6,3,183.36666666666667,171.8316666666667
43.18333333333333,581.93,7,2500.0,1.0,True,9,0,57.88333333333333,50.93849999999997
172.61666666666667,2326.87,3,800.0,0.5,True,11,5,193.4,192.18533333333338
236.15,2285.96,7,2500.0,1.0,True,11,0,256.23333333333335,254.6053333333334
167.81666666666666,6460.99,4,1200.0,1.0,True,1,1,195.76666666666668,191.44883333333325
46.55,2629.2,7,2500.0,1.0,True,16,0,31.916666666666668,47.65033333333331
210.2,7835.41,8,4000.0,2.0,False,16,3,206.71666666666667,212.36316666666673
51.016666666666666,7172.53,1,1500.0,1.0,True,15,0,62.78333333333333,60.187
115.4,4191.04,2,3500.0,2.0,False,15,2,105.71666666666667,127.23549999999997
55.733333333333334,1273.02,5,2000.0,1.5,False,5,0,46.2,58.143999999999934
203.96666666666667,2176.16,3,800.0,0.5,True,9,4,229.45,230.9440000000004
184.73333333333332,2533.31,3,800.0,0.5,True,16,2,186.3,189.5756666666664
198.78333333333333,2173.73,5,2000.0,1.5,False,10,4,194.2,206.0196666666669
163.13333333333333,4605.37,2,3500.0,2.0,False,15,3,164.61666666666667,171.46766666666673
156.23333333333332,5908.1,1,1500.0,1.0,True,12,0,188.01666666666668,178.05483333333322
81.23333333333333,2320.63,2,3500.0,2.0,False,15,5,89.86666666666666,89.67700000000005
233.33333333333334,7239.13,8,4000.0,2.0,False,0,4,240.55,239.78816666666643
47.86666666666667,5705.72,7,2500.0,1.0,True,3,5,48.983333333333334,62.97349999999999
200.36666666666667,4644.27,1,1500.0,1.0,True,0,5,225.6,222.56583333333344
222.85,1564.93,6,4500.0,0.5,True,0,5,246.63333333333333,243.19900000000038
233.9,6249.32,8,4000.0,2.0,False,11,4,238.85,242.03516666666664
147.01666666666668,2853.49,8,4000.0,2.0,False,12,2,136.21666666666667,140.70550000000006
196.45,3586.87,6,4500.0,0.5,True,12,2,216.83333333333334,214.46749999999997
63.733333333333334,5358.4,6,4500.0,0.5,True,7,1,95.65,85.17733333333325
123.38333333333334,3932.49,5,2000.0,1.5,False,1,3,158.2,153.46183333333352
204.61666666666667,1212.5,7,2500.0,1.0,True,15,2,222.61666666666667,228.1971666666664
209.1,6624.48,8,4000.0,2.0,False,12,2,215.61666666666667,220.19833333333304
69.6,990.27,8,4000.0,2.0,False,11,3,70.85,71.94049999999999
162.95,6043.4,1,1500.0,1.0,True,2,2,178.95,189.49799999999988
187.95,7880.94,4,1200.0,1.0,True,15,2,193.23333333333332,198.91233333333338
174.95,2623.21,5,2000.0,1.5,False,7,3,165.11666666666667,184.74583333333337
99.06666666666666,2116.78,3,800.0,0.5,True,10,4,121.88333333333334,115.28033333333326
164.36666666666667,2543.46,5,2000.0,1.5,False,11,0,203.3,185.43716666666663
42.833333333333336,2826.99,4,1200.0,1.0,True,3,2,36.56666666666667,45.919166666666655
198.45,2255.01,5,2000.0,1.5,False,10,3,225.38333333333333,219.20100000000025
158.81666666666666,1477.24,8,4000.0,2.0,False,16,2,175.56666666666666,174.3688333333335
162.85,5399.62,1,1500.0,1.0,True,13,2,176.6,185.6888333333332
30.966666666666665,4475.93,1,1500.0,1.0,True,9,2,23.133333333333333,45.3115
81.76666666666667,6032.18,3,800.0,0.5,True,2,3,115.26666666666667,104.22333333333337
60.45,7210.39,5,2000.0,1.5,False,13,2,72.48333333333333,75.19116666666669
158.53333333333333,3688.16,6,4500.0,0.5,True,1,2,162.21666666666667,163.74566666666672
